subject,session,ntrl,morph,pos,ecc,rt,response,response_bin
s03,1,14,0,0,7,0.60112,RightArrow,0
s03,1,15,17,3,7,0.61782,RightArrow,0
s03,1,16,100,2,7,0.51757,LeftArrow,1
s03,1,17,67,2,7,0.48423,LeftArrow,1
s03,1,18,100,4,7,0.50092,LeftArrow,1
s03,1,19,67,3,7,0.83479,LeftArrow,1
s03,1,20,17,7,7,0.95176,RightArrow,0
s03,1,21,33,0,7,1.4025,LeftArrow,1
s03,1,22,83,4,7,0.53444,LeftArrow,1
s03,1,23,100,5,7,0.46754,LeftArrow,1
s03,1,24,67,7,7,0.66791,LeftArrow,1
s03,1,25,0,4,7,0.58438,RightArrow,0
s03,1,26,83,2,7,0.61778,LeftArrow,1
s03,1,27,50,4,7,1.319,LeftArrow,1
s03,1,28,100,3,7,0.4842,LeftArrow,1
s03,1,29,83,6,7,0.78465,LeftArrow,1
s03,1,30,83,4,7,0.5844,LeftArrow,1
s03,1,31,83,5,7,0.76801,RightArrow,0
s03,1,32,67,5,7,0.016688,LeftArrow,1
s03,1,33,50,5,7,0.78475,RightArrow,0
s03,1,34,83,7,7,1.0686,RightArrow,0
s03,1,35,33,1,7,0.65116,LeftArrow,1
s03,1,36,33,6,7,0.83487,LeftArrow,1
s03,1,37,50,5,7,0.85155,LeftArrow,1
s03,1,38,83,5,7,0.73462,LeftArrow,1
s03,1,39,100,7,7,0.75134,LeftArrow,1
s03,1,40,50,3,7,0.75127,LeftArrow,1
s03,1,41,67,7,7,0.75129,LeftArrow,1
s03,1,42,100,7,7,0.68455,LeftArrow,1
s03,1,43,67,0,7,0.73459,LeftArrow,1
s03,1,44,50,6,7,0.83488,RightArrow,0
s03,1,45,50,7,7,0.88498,RightArrow,0
s03,1,46,33,6,7,1.6696,LeftArrow,1
s03,1,47,17,4,7,0.60107,RightArrow,0
s03,1,48,67,4,7,0.86822,LeftArrow,1
s03,1,49,100,6,7,0.65112,LeftArrow,1
s03,1,50,17,4,7,0.70128,RightArrow,0
s03,1,51,0,7,7,2.5045,RightArrow,0
s03,1,52,100,5,7,0.60107,LeftArrow,1
s03,1,53,83,6,7,0.70129,LeftArrow,1
s03,1,54,0,5,7,0.61779,RightArrow,0
s03,1,55,0,0,7,0.551,RightArrow,0
s03,1,56,17,6,7,0.65116,RightArrow,0
s03,1,57,33,5,7,0.66781,RightArrow,0
s03,1,58,50,4,7,0.66782,LeftArrow,1
s03,1,59,50,0,7,1.5695,LeftArrow,1
s03,1,60,100,2,7,0.60111,LeftArrow,1
s03,1,61,33,1,7,0.73462,RightArrow,0
s03,1,62,33,2,7,0.86826,LeftArrow,1
s03,1,63,100,1,7,0.50095,LeftArrow,1
s03,1,64,17,0,7,0.56767,RightArrow,0
s03,1,65,50,3,7,0.68453,LeftArrow,1
s03,1,66,67,1,7,0.58439,LeftArrow,1
s03,1,67,17,5,7,0.76808,RightArrow,0
s03,1,68,50,6,7,0.93497,LeftArrow,1
s03,1,69,0,2,7,0.76797,RightArrow,0
s03,1,70,100,4,7,0.61773,LeftArrow,1
s03,1,71,83,1,7,0.71794,LeftArrow,1
s03,1,72,67,5,7,0.55102,LeftArrow,1
s03,1,73,0,3,7,0.58439,RightArrow,0
s03,1,74,83,0,7,0.50094,LeftArrow,1
s03,1,75,17,1,7,0.56773,RightArrow,0
s03,1,76,83,0,7,0.48427,LeftArrow,1
s03,1,77,67,0,7,0.51755,LeftArrow,1
s03,1,78,50,0,7,0.5677,RightArrow,0
s03,1,79,33,3,7,0.55099,LeftArrow,1
s03,1,80,33,4,7,0.60114,RightArrow,0
s03,1,81,17,0,7,0.48424,LeftArrow,1
s03,1,82,0,2,7,0.90168,RightArrow,0
s03,1,83,0,7,7,0.73463,RightArrow,0
s03,1,84,67,6,7,0.68454,LeftArrow,1
s03,1,85,67,6,7,0.6846,LeftArrow,1
s03,1,86,50,7,7,0.66782,RightArrow,0
s03,1,87,0,4,7,0.55098,RightArrow,0
s03,1,88,100,1,7,0.68457,LeftArrow,1
s03,1,89,0,1,7,0.56772,LeftArrow,1
s03,1,90,67,2,7,0.88486,LeftArrow,1
s03,1,91,83,2,7,0.61778,LeftArrow,1
s03,1,92,83,3,7,0.71795,LeftArrow,1
s03,1,93,17,2,7,0.65119,RightArrow,0
s03,1,94,100,0,7,0.5679,LeftArrow,1
s03,1,95,33,7,7,0.96839,LeftArrow,1
s03,1,96,17,7,7,0.6845,RightArrow,0
s03,1,97,100,3,7,0.78477,LeftArrow,1
s03,1,98,33,3,7,0.73468,LeftArrow,1
s03,1,99,17,1,7,0.85152,RightArrow,0
s03,1,100,33,5,7,1.0519,RightArrow,0
s03,1,101,83,1,7,0.48416,LeftArrow,1
s03,1,102,50,2,7,0.80148,LeftArrow,1
s03,1,103,33,0,7,0.86819,LeftArrow,1
s03,1,104,83,7,7,0.91829,LeftArrow,1
s03,1,105,17,3,7,0.75138,RightArrow,0
s03,1,106,17,6,7,1.6196,RightArrow,0
s03,1,107,0,6,7,1.1354,LeftArrow,1
s03,1,108,50,1,7,2.0203,LeftArrow,1
s03,1,109,0,3,7,0.56768,RightArrow,0
s03,1,110,17,2,7,0.85149,RightArrow,0
s03,1,111,0,1,7,0.68456,reject,0
s03,1,112,100,6,7,0.71803,LeftArrow,1
s03,2,1,17,2,7,1.3023,RightArrow,0
s03,2,2,0,5,7,0.53424,RightArrow,0
s03,2,3,0,6,7,0.70127,RightArrow,0
s03,2,4,67,7,7,0.75136,LeftArrow,1
s03,2,5,0,1,7,0.6679,RightArrow,0
s03,2,6,67,1,7,1.0185,LeftArrow,1
s03,2,7,0,6,7,0.58439,RightArrow,0
s03,2,8,33,5,7,0.56767,RightArrow,0
s03,2,9,17,6,7,0.48419,RightArrow,0
s03,2,10,100,4,7,0.53428,LeftArrow,1
s03,2,11,17,0,7,0.65113,RightArrow,0
s03,2,12,83,7,7,0.63452,LeftArrow,1
s03,2,13,67,3,7,1.77,LeftArrow,1
s03,2,14,100,5,7,0.68456,RightArrow,0
s03,2,15,33,7,7,0.73463,RightArrow,0
s03,2,16,50,3,7,0.80142,LeftArrow,1
s03,2,17,33,6,7,0.83482,RightArrow,0
s03,2,18,0,2,7,0.88491,RightArrow,0
s03,2,19,0,7,7,0.78479,RightArrow,0
s03,2,20,100,1,7,0.75133,LeftArrow,1
s03,2,21,33,4,7,0.7681,LeftArrow,1
s03,2,22,33,1,7,1.0352,LeftArrow,1
s03,2,23,67,4,7,0.8849,LeftArrow,1
s03,2,24,100,7,7,0.60113,LeftArrow,1
s03,2,25,17,7,7,0.6511,RightArrow,0
s03,2,26,83,7,7,0.63445,LeftArrow,1
s03,2,27,83,2,7,0.78474,LeftArrow,1
s03,2,28,100,0,7,0.55101,LeftArrow,1
s03,2,29,100,2,7,0.7013,LeftArrow,1
s03,2,30,0,0,7,0.60104,RightArrow,0
s03,2,31,83,5,7,0.55103,LeftArrow,1
s03,2,32,0,2,7,0.78478,LeftArrow,1
s03,2,33,67,2,7,0.63449,LeftArrow,1
s03,2,34,67,5,7,0.73464,LeftArrow,1
s03,2,35,100,2,7,0.66782,LeftArrow,1
s03,2,36,33,0,7,0.70125,RightArrow,0
s03,2,37,33,5,7,0.50086,RightArrow,0
s03,2,38,17,5,7,0.45081,RightArrow,0
s03,2,39,83,3,7,0.48422,LeftArrow,1
s03,2,40,50,3,7,0.51788,LeftArrow,1
s03,2,41,100,4,7,0.56768,LeftArrow,1
s03,2,42,83,4,7,0.6679,LeftArrow,1
s03,2,43,67,4,7,0.65121,LeftArrow,1
s03,2,44,50,6,7,0.71792,RightArrow,0
s03,2,45,0,3,7,0.68453,RightArrow,0
s03,2,46,33,2,7,0.61776,LeftArrow,1
s03,2,47,83,6,7,0.6178,LeftArrow,1
s03,2,48,67,1,7,0.88489,LeftArrow,1
s03,2,49,100,1,7,0.65108,LeftArrow,1
s03,2,50,17,7,7,0.66787,RightArrow,0
s03,2,51,67,0,7,0.76801,RightArrow,0
s03,2,52,100,3,7,0.78478,LeftArrow,1
s03,2,53,67,6,7,0.86827,LeftArrow,1
s03,2,54,100,6,7,0.70133,LeftArrow,1
s03,2,55,33,2,7,1.1855,RightArrow,0
s03,2,56,100,3,7,0.66785,LeftArrow,1
s03,2,57,50,1,7,0.78478,LeftArrow,1
s03,2,58,0,7,7,0.65115,RightArrow,0
s03,2,59,50,2,7,1.0352,LeftArrow,1
s03,2,60,17,3,7,0.66783,RightArrow,0
s03,2,61,83,4,7,0.6345,LeftArrow,1
s03,2,62,50,0,7,1.0686,RightArrow,0
s03,2,63,83,3,7,0.6344,LeftArrow,1
s03,2,64,83,2,7,0.63449,LeftArrow,1
s03,2,65,50,4,7,0.75136,LeftArrow,1
s03,2,66,50,5,7,0.75128,RightArrow,0
s03,2,67,50,7,7,0.73454,LeftArrow,1
s03,2,68,67,3,7,0.70125,LeftArrow,1
s03,2,69,0,4,7,0.66781,RightArrow,0
s03,2,70,17,4,7,0.61778,LeftArrow,1
s03,2,71,50,2,7,0.55103,LeftArrow,1
s03,2,72,67,7,7,0.65117,LeftArrow,1
s03,2,73,0,0,7,0.53429,RightArrow,0
s03,2,74,50,1,7,0.63441,LeftArrow,1
s03,2,75,83,1,7,0.76808,LeftArrow,1
s03,2,76,50,5,7,0.68457,RightArrow,0
s03,2,77,83,0,7,0.53428,LeftArrow,1
s03,2,78,33,3,7,0.51765,RightArrow,0
s03,2,79,67,0,7,0.76804,RightArrow,0
s03,2,80,17,2,7,0.75136,RightArrow,0
s03,2,81,17,0,7,0.58434,RightArrow,0
s03,2,82,33,0,7,0.46751,RightArrow,0
s03,2,83,17,1,7,0.55099,RightArrow,0
s03,2,84,17,6,7,0.7681,RightArrow,0
s03,2,85,17,3,7,0.73468,RightArrow,0
s03,2,86,33,7,7,0.76802,RightArrow,0
s03,2,87,33,4,7,0.6846,RightArrow,0
s03,2,88,100,0,7,1.1521,LeftArrow,1
s03,2,89,50,7,7,0.76804,LeftArrow,1
s03,2,90,33,1,7,0.9183,RightArrow,0
s03,2,91,67,2,7,0.78473,LeftArrow,1
s03,2,92,17,4,7,0.56763,RightArrow,0
s03,2,93,50,6,7,0.88499,LeftArrow,1
s03,2,94,0,4,7,0.51758,RightArrow,0
s03,2,95,0,3,7,0.7847,RightArrow,0
s03,2,96,83,6,7,0.66785,LeftArrow,1
s03,2,97,50,4,7,0.75141,LeftArrow,1
s03,2,98,17,5,7,0.63454,RightArrow,0
s03,2,99,50,0,7,0.70127,RightArrow,0
s03,2,100,67,6,7,0.78473,LeftArrow,1
s03,2,101,83,5,7,0.68453,LeftArrow,1
s03,2,102,83,0,7,0.66779,LeftArrow,1
s03,2,103,33,3,7,0.90162,RightArrow,0
s03,2,104,0,1,7,0.61771,RightArrow,0
s03,2,105,100,5,7,0.71797,LeftArrow,1
s03,2,106,33,6,7,0.76808,LeftArrow,1
s03,2,107,67,5,7,0.66787,LeftArrow,1
s03,2,108,100,6,7,0.65118,LeftArrow,1
s03,2,109,83,1,7,0.80144,LeftArrow,1
s03,2,110,100,7,7,0.55102,LeftArrow,1
s03,2,111,17,1,7,0.55103,RightArrow,0
s03,2,112,0,5,7,0.51764,RightArrow,0
s03,2,1,100,4,7,0.86818,LeftArrow,1
s03,2,2,17,5,7,0.51765,RightArrow,0
s03,2,3,33,3,7,0.4675,LeftArrow,1
s03,2,4,0,0,7,0.55098,RightArrow,0
s03,2,5,67,4,7,0.53427,LeftArrow,1
s03,2,6,33,6,7,0.60103,RightArrow,0
s03,2,7,33,4,7,0.6846,RightArrow,0
s03,2,8,83,4,7,0.51754,LeftArrow,1
s03,2,9,33,7,7,1.0184,RightArrow,0
s03,2,10,67,6,7,0.48416,RightArrow,0
s03,2,11,33,0,7,0.60111,RightArrow,0
s03,2,12,50,1,7,0.76807,RightArrow,0
s03,2,13,83,0,7,0.70129,LeftArrow,1
s03,2,14,100,7,7,0.4842,LeftArrow,1
s03,2,15,83,6,7,0.58443,LeftArrow,1
s03,2,16,0,3,7,0.70121,RightArrow,0
s03,2,17,17,3,7,0.43412,RightArrow,0
s03,2,18,67,7,7,0.56782,LeftArrow,1
s03,2,19,83,4,7,0.43411,LeftArrow,1
s03,2,20,50,5,7,0.76807,RightArrow,0
s03,2,21,100,6,7,0.51757,LeftArrow,1
s03,2,22,17,7,7,0.78476,LeftArrow,1
s03,2,23,83,0,7,0.46757,LeftArrow,1
s03,2,24,17,2,7,0.76809,LeftArrow,1
s03,2,25,100,7,7,0.58438,LeftArrow,1
s03,2,26,17,2,7,0.81808,RightArrow,0
s03,2,27,50,5,7,0.61785,LeftArrow,1
s03,2,28,50,0,7,0.76806,LeftArrow,1
s03,2,29,17,3,7,0.70124,RightArrow,0
s03,2,30,0,4,7,0.60113,RightArrow,0
s03,2,31,83,1,7,0.78469,LeftArrow,1
s03,2,32,0,7,7,0.58437,RightArrow,0
s03,2,33,33,1,7,0.9016,RightArrow,0
s03,2,34,100,2,7,0.60111,LeftArrow,1
s03,2,35,17,4,7,0.60107,RightArrow,0
s03,2,36,17,5,7,0.6011,RightArrow,0
s03,2,37,100,5,7,0.61781,LeftArrow,1
s03,2,38,83,2,7,0.61774,LeftArrow,1
s03,2,39,67,2,7,0.63445,LeftArrow,1
s03,2,40,83,1,7,1.3023,LeftArrow,1
s03,2,41,67,1,7,0.88499,LeftArrow,1
s03,2,42,83,5,7,0.65115,LeftArrow,1
s03,2,43,0,5,7,0.53429,RightArrow,0
s03,2,44,83,7,7,0.61774,LeftArrow,1
s03,2,45,17,6,7,0.61781,RightArrow,0
s03,2,46,100,3,7,0.78476,LeftArrow,1
s03,2,47,67,4,7,0.68459,LeftArrow,1
s03,2,48,0,2,7,1.052,RightArrow,0
s03,2,49,67,3,7,1.1521,LeftArrow,1
s03,2,50,50,1,7,0.78471,LeftArrow,1
s03,2,51,33,3,7,0.75137,LeftArrow,1
s03,2,52,0,3,7,0.61777,RightArrow,0
s03,2,53,33,6,7,0.56775,LeftArrow,1
s03,2,54,50,6,7,0.86828,LeftArrow,1
s03,2,55,17,6,7,0.61772,RightArrow,0
s03,2,56,100,0,7,0.65117,LeftArrow,1
s03,2,57,0,2,7,0.58442,RightArrow,0
s03,2,58,33,2,7,0.75133,LeftArrow,1
s03,2,59,17,7,7,0.8014,RightArrow,0
s03,2,60,50,7,7,0.55101,LeftArrow,1
s03,2,61,50,4,7,0.65115,LeftArrow,1
s03,2,62,50,0,7,0.6679,RightArrow,0
s03,2,63,83,6,7,0.60112,LeftArrow,1
s03,2,64,50,3,7,2.8384,LeftArrow,1
s03,2,65,17,1,7,0.75133,RightArrow,0
s03,2,66,33,7,7,0.96842,RightArrow,0
s03,2,67,0,6,7,0.48436,RightArrow,0
s03,2,68,17,0,7,0.70132,RightArrow,0
s03,2,69,0,5,7,0.71795,LeftArrow,1
s03,2,70,0,6,7,0.53426,RightArrow,0
s03,2,71,50,7,7,0.6846,RightArrow,0
s03,2,72,100,1,7,0.95175,LeftArrow,1
s03,2,73,67,1,7,0.83486,LeftArrow,1
s03,2,74,83,7,7,0.63443,LeftArrow,1
s03,2,75,100,0,7,0.98508,LeftArrow,1
s03,2,76,50,6,7,0.73464,LeftArrow,1
s03,2,77,67,0,7,0.63446,LeftArrow,1
s03,2,78,83,3,7,0.65119,LeftArrow,1
s03,2,79,33,5,7,0.66785,RightArrow,0
s03,2,80,100,6,7,0.60107,LeftArrow,1
s03,2,81,17,1,7,0.86823,LeftArrow,1
s03,2,82,33,1,7,0.75128,LeftArrow,1
s03,2,83,100,2,7,0.53429,LeftArrow,1
s03,2,84,83,5,7,0.51761,LeftArrow,1
s03,2,85,50,4,7,0.78473,RightArrow,0
s03,2,86,33,5,7,0.56775,RightArrow,0
s03,2,87,0,1,7,0.50085,RightArrow,0
s03,2,88,100,1,7,0.76799,LeftArrow,1
s03,2,89,67,7,7,0.60111,LeftArrow,1
s03,2,90,67,2,7,0.65119,LeftArrow,1
s03,2,91,33,2,7,1.5027,LeftArrow,1
s03,2,92,83,3,7,0.71797,LeftArrow,1
s03,2,93,17,0,7,0.58442,RightArrow,0
s03,2,94,50,3,7,0.75138,RightArrow,0
s03,2,95,50,2,7,0.71792,LeftArrow,1
s03,2,96,67,5,7,0.5844,LeftArrow,1
s03,2,97,83,2,7,0.75134,LeftArrow,1
s03,2,98,0,7,7,0.58442,RightArrow,0
s03,2,99,67,5,7,0.63441,LeftArrow,1
s03,2,100,17,4,7,0.60104,RightArrow,0
s03,2,101,100,4,7,0.88494,LeftArrow,1
s03,2,102,100,3,7,0.70127,LeftArrow,1
s03,2,103,0,4,7,0.53429,RightArrow,0
s03,2,104,0,0,7,0.75138,RightArrow,0
s03,2,105,67,6,7,0.9517,LeftArrow,1
s03,2,106,33,4,7,0.76804,RightArrow,0
s03,2,107,50,2,7,0.63449,LeftArrow,1
s03,2,108,67,0,7,1.5694,RightArrow,0
s03,2,109,33,0,7,0.56765,RightArrow,0
s03,2,110,0,1,7,0.73469,RightArrow,0
s03,2,111,100,5,7,0.53428,LeftArrow,1
s03,2,112,67,3,7,0.61781,RightArrow,0
s03,2,1,100,7,7,0.58439,LeftArrow,1
s03,2,2,0,3,7,0.46756,RightArrow,0
s03,2,3,50,0,7,0.76808,RightArrow,0
s03,2,4,17,7,7,0.55099,RightArrow,0
s03,2,5,0,6,7,0.50095,RightArrow,0
s03,2,6,83,7,7,0.38401,RightArrow,0
s03,2,7,33,0,7,0.65125,RightArrow,0
s03,2,8,50,6,7,0.73467,RightArrow,0
s03,2,9,17,1,7,0.65119,RightArrow,0
s03,2,10,50,2,7,0.86825,LeftArrow,1
s03,2,11,100,5,7,0.56764,LeftArrow,1
s03,2,12,67,7,7,0.5677,LeftArrow,1
s03,2,13,33,5,7,0.50085,RightArrow,0
s03,2,14,67,0,7,0.78486,LeftArrow,1
s03,2,15,67,0,7,0.7513,LeftArrow,1
s03,2,16,0,6,7,0.60113,RightArrow,0
s03,2,17,33,7,7,1.4693,RightArrow,0
s03,2,18,33,4,7,0.45083,LeftArrow,1
s03,2,19,0,7,7,0.45098,RightArrow,0
s03,2,20,50,4,7,0.6511,RightArrow,0
s03,2,21,67,4,7,0.80141,RightArrow,0
s03,2,22,0,1,7,0.71795,RightArrow,0
s03,2,23,100,1,7,0.75137,RightArrow,0
s03,2,24,83,1,7,0.61776,LeftArrow,1
s03,2,25,83,2,7,0.51762,LeftArrow,1
s03,2,26,83,4,7,0.66782,LeftArrow,1
s03,2,27,100,0,7,0.66789,LeftArrow,1
s03,2,28,0,1,7,0.58437,RightArrow,0
s03,2,29,83,7,7,0.60115,LeftArrow,1
s03,2,30,50,7,7,0.63444,LeftArrow,1
s03,2,31,17,0,7,0.58445,RightArrow,0
s03,2,32,67,1,7,0.58443,LeftArrow,1
s03,2,33,83,4,7,0.60106,LeftArrow,1
s03,2,34,83,5,7,0.61777,LeftArrow,1
s03,2,35,17,6,7,0.6345,RightArrow,0
s03,2,36,0,5,7,0.53446,RightArrow,0
s03,2,37,33,1,7,0.6178,RightArrow,0
s03,2,38,50,1,7,1.2856,reject,0
s03,2,39,0,3,7,1.8198,RightArrow,0
s03,2,40,100,3,7,0.58445,LeftArrow,1
s03,2,41,100,4,7,0.55098,LeftArrow,1
s03,2,42,50,5,7,0.86827,RightArrow,0
s03,2,43,0,0,7,0.71796,RightArrow,0
s03,2,44,67,3,7,0.66789,LeftArrow,1
s03,2,45,83,2,7,0.66792,LeftArrow,1
s03,2,46,33,4,7,0.91835,RightArrow,0
s03,2,47,17,4,7,0.45082,RightArrow,0
s03,2,48,17,1,7,0.90167,RightArrow,0
s03,2,49,17,0,7,1.052,RightArrow,0
s03,2,50,50,5,7,0.76803,RightArrow,0
s03,2,51,0,4,7,0.71794,RightArrow,0
s03,2,52,67,5,7,0.68468,RightArrow,0
s03,2,53,67,2,7,0.56766,LeftArrow,1
s03,2,54,67,4,7,0.93502,LeftArrow,1
s03,2,55,50,6,7,0.80139,LeftArrow,1
s03,2,56,17,3,7,0.66792,RightArrow,0
s03,2,57,67,6,7,0.80144,LeftArrow,1
s03,2,58,0,2,7,0.71797,LeftArrow,1
s03,2,59,67,6,7,0.78471,LeftArrow,1
s03,2,60,67,3,7,0.93493,RightArrow,0
s03,2,61,33,2,7,0.91832,RightArrow,0
s03,2,62,50,0,7,0.51764,LeftArrow,1
s03,2,63,33,1,7,0.78482,RightArrow,0
s03,2,64,17,2,7,0.85151,LeftArrow,1
s03,2,65,50,1,7,0.7513,LeftArrow,1
s03,2,66,83,3,7,0.43408,LeftArrow,1
s03,2,67,100,4,7,0.58438,LeftArrow,1
s03,2,68,83,0,7,0.56767,LeftArrow,1
s03,2,69,0,2,7,0.7681,LeftArrow,1
s03,2,70,17,2,7,0.95161,LeftArrow,1
s03,2,71,50,3,7,0.65115,LeftArrow,1
s03,2,72,83,6,7,0.58436,LeftArrow,1
s03,2,73,83,0,7,0.63444,LeftArrow,1
s03,2,74,17,6,7,1.1688,RightArrow,0
s03,2,75,67,2,7,0.71793,LeftArrow,1
s03,2,76,33,3,7,0.66789,LeftArrow,1
s03,2,77,33,0,7,0.98511,RightArrow,0
s03,2,78,33,3,7,0.65114,RightArrow,0
s03,2,79,100,2,7,0.66784,LeftArrow,1
s03,2,80,50,3,7,0.66782,LeftArrow,1
s03,2,81,83,5,7,0.93492,LeftArrow,1
s03,2,82,100,6,7,0.71797,LeftArrow,1
s03,2,83,83,3,7,0.78475,LeftArrow,1
s03,2,84,83,6,7,0.90154,LeftArrow,1
s03,2,85,17,4,7,0.55093,RightArrow,0
s03,2,86,33,2,7,0.71797,LeftArrow,1
s03,2,87,17,5,7,0.76801,RightArrow,0
s03,2,88,17,7,7,0.76808,RightArrow,0
s03,2,89,33,6,7,0.58446,RightArrow,0
s03,2,90,100,2,7,0.58436,LeftArrow,1
s03,2,91,0,7,7,0.68453,LeftArrow,1
s03,2,92,50,4,7,0.73463,LeftArrow,1
s03,2,93,100,5,7,1.0519,LeftArrow,1
s03,2,94,0,0,7,0.61773,RightArrow,0
s03,2,95,33,5,7,0.70133,RightArrow,0
s03,2,96,100,0,7,0.65115,LeftArrow,1
s03,2,97,100,3,7,1.2188,LeftArrow,1
s03,2,98,67,1,7,0.58445,LeftArrow,1
s03,2,99,67,5,7,0.65116,RightArrow,0
s03,2,100,100,7,7,1.0185,LeftArrow,1
s03,2,101,50,2,7,0.60105,LeftArrow,1
s03,2,102,100,6,7,0.65118,LeftArrow,1
s03,2,103,0,5,7,0.61782,RightArrow,0
s03,2,104,17,3,7,0.98505,RightArrow,0
s03,2,105,67,7,7,0.71797,LeftArrow,1
s03,2,106,0,4,7,0.73467,RightArrow,0
s03,2,107,83,1,7,0.58442,LeftArrow,1
s03,2,108,33,7,7,0.86824,LeftArrow,1
s03,2,109,50,7,7,0.81809,LeftArrow,1
s03,2,110,100,1,7,0.95168,LeftArrow,1
s03,2,111,17,5,7,0.65115,RightArrow,0
s03,2,112,33,6,7,0.68454,RightArrow,0
s03,2,1,0,3,7,0.63444,RightArrow,0
s03,2,2,100,3,7,0.66781,LeftArrow,1
s03,2,3,17,3,7,0.50079,RightArrow,0
s03,2,4,83,0,7,0.45084,LeftArrow,1
s03,2,5,17,7,7,0.53421,RightArrow,0
s03,2,6,50,2,7,0.4842,LeftArrow,1
s03,2,7,50,3,7,0.70125,LeftArrow,1
s03,2,8,17,5,7,0.45081,RightArrow,0
s03,2,9,17,6,7,0.9851,RightArrow,0
s03,2,10,0,1,7,0.65119,RightArrow,0
s03,2,11,67,7,7,0.75139,LeftArrow,1
s03,2,12,50,1,7,0.75132,LeftArrow,1
s03,2,13,67,5,7,0.48424,LeftArrow,1
s03,2,14,17,7,7,0.4675,RightArrow,0
s03,2,15,17,4,7,0.93505,LeftArrow,1
s03,2,16,50,0,7,0.55104,RightArrow,0
s03,2,17,33,2,7,0.65123,LeftArrow,1
s03,2,18,50,0,7,2.4544,LeftArrow,1
s03,2,19,100,7,7,0.53427,LeftArrow,1
s03,2,20,67,4,7,0.5343,LeftArrow,1
s03,2,21,17,4,7,0.56768,RightArrow,0
s03,2,22,67,6,7,0.70126,LeftArrow,1
s03,2,23,83,2,7,0.86815,LeftArrow,1
s03,2,24,33,4,7,0.61777,RightArrow,0
s03,2,25,100,2,7,0.5343,LeftArrow,1
s03,2,26,67,7,7,0.551,LeftArrow,1
s03,2,27,100,7,7,0.46757,LeftArrow,1
s03,2,28,33,6,7,0.85151,LeftArrow,1
s03,2,29,100,6,7,0.56772,LeftArrow,1
s03,2,30,50,1,7,0.80134,LeftArrow,1
s03,2,31,0,0,7,0.71794,RightArrow,0
s03,2,32,17,0,7,0.93498,RightArrow,0
s03,2,33,100,4,7,0.63447,LeftArrow,1
s03,2,34,33,0,7,1.0352,RightArrow,0
s03,2,35,67,4,7,0.53426,LeftArrow,1
s03,2,36,83,5,7,0.5176,LeftArrow,1
s03,2,37,83,5,7,0.43403,LeftArrow,1
s03,2,38,33,2,7,0.55098,LeftArrow,1
s03,2,39,0,1,7,0.91827,RightArrow,0
s03,2,40,67,0,7,0.70126,LeftArrow,1
s03,2,41,83,7,7,0.93511,reject,0
s03,2,42,33,0,7,2.1037,LeftArrow,1
s03,2,43,83,7,7,1.2188,LeftArrow,1
s03,2,44,100,5,7,0.61775,LeftArrow,1
s03,2,45,0,5,7,0.46754,RightArrow,0
s03,2,46,50,6,7,0.53432,LeftArrow,1
s03,2,47,100,2,7,0.83473,LeftArrow,1
s03,2,48,83,3,7,0.61775,LeftArrow,1
s03,2,49,33,1,7,0.91825,LeftArrow,1
s03,2,50,83,1,7,0.98532,LeftArrow,1
s03,2,51,83,2,7,0.75133,LeftArrow,1
s03,2,52,0,6,7,0.66783,RightArrow,0
s03,2,53,0,4,7,0.551,RightArrow,0
s03,2,54,17,2,7,1.4192,RightArrow,0
s03,2,55,17,6,7,0.63443,RightArrow,0
s03,2,56,0,4,7,0.53428,RightArrow,0
s03,2,57,50,7,7,0.90163,LeftArrow,1
s03,2,58,67,3,7,0.60104,LeftArrow,1
s03,2,59,17,2,7,0.68457,LeftArrow,1
s03,2,60,50,4,7,0.83496,LeftArrow,1
s03,2,61,50,5,7,0.7012,LeftArrow,1
s03,2,62,100,5,7,0.56771,LeftArrow,1
s03,2,63,17,0,7,0.56772,RightArrow,0
s03,2,64,0,6,7,3.2892,LeftArrow,1
s03,2,65,50,5,7,0.80138,LeftArrow,1
s03,2,66,50,3,7,0.6011,LeftArrow,1
s03,2,67,100,4,7,0.63446,LeftArrow,1
s03,2,68,67,6,7,1.0185,LeftArrow,1
s03,2,69,0,0,7,0.78472,LeftArrow,1
s03,2,70,83,0,7,0.86834,LeftArrow,1
s03,2,71,33,1,7,0.6846,RightArrow,0
s03,2,72,100,3,7,0.55094,LeftArrow,1
s03,2,73,33,4,7,0.65107,RightArrow,0
s03,2,74,67,2,7,0.66786,LeftArrow,1
s03,2,75,0,5,7,0.51759,RightArrow,0
s03,2,76,50,7,7,0.63447,RightArrow,0
s03,2,77,0,3,7,0.9016,LeftArrow,1
s03,2,78,0,7,7,0.81812,LeftArrow,1
s03,2,79,67,0,7,0.51764,LeftArrow,1
s03,2,80,83,3,7,0.43409,LeftArrow,1
s03,2,81,83,6,7,0.51761,LeftArrow,1
s03,2,82,67,1,7,0.51759,LeftArrow,1
s03,2,83,67,1,7,0.51759,LeftArrow,1
s03,2,84,50,4,7,0.51758,LeftArrow,1
s03,2,85,100,0,7,0.60102,LeftArrow,1
s03,2,86,83,4,7,0.56765,LeftArrow,1
s03,2,87,50,2,7,0.63449,LeftArrow,1
s03,2,88,100,1,7,0.6511,LeftArrow,1
s03,2,89,67,5,7,0.53431,LeftArrow,1
s03,2,90,17,1,7,0.53431,LeftArrow,1
