subject,session,ntrl,morph,pos,ecc,rt,response,response_bin
s03,2,91,17,5,7,0.53433,LeftArrow,1
s03,2,92,83,6,7,0.75142,LeftArrow,1
s03,2,93,33,3,7,0.65109,LeftArrow,1
s03,2,94,67,2,7,0.70129,LeftArrow,1
s03,2,95,83,1,7,0.58444,LeftArrow,1
s03,2,96,33,3,7,0.95169,LeftArrow,1
s03,2,97,33,7,7,0.53425,LeftArrow,1
s03,2,98,0,7,7,0.55101,LeftArrow,1
s03,2,99,83,4,7,0.66785,LeftArrow,1
s03,2,100,33,5,7,0.68461,RightArrow,0
s03,2,101,17,1,7,0.66788,RightArrow,0
s03,2,102,100,1,7,0.70127,LeftArrow,1
s03,2,103,100,0,7,0.98507,LeftArrow,1
s03,2,104,50,6,7,0.93502,LeftArrow,1
s03,2,105,100,6,7,0.63451,LeftArrow,1
s03,2,106,0,2,7,0.63446,RightArrow,0
s03,2,107,33,5,7,0.51756,LeftArrow,1
s03,2,108,33,6,7,0.58436,LeftArrow,1
s03,2,109,0,2,7,0.58438,RightArrow,0
s03,2,110,67,3,7,0.63445,LeftArrow,1
s03,2,111,33,7,7,0.55098,LeftArrow,1
s03,2,112,17,3,7,0.60113,RightArrow,0
s03,2,1,100,0,7,0.60097,LeftArrow,1
s03,2,2,33,2,7,0.76804,LeftArrow,1
s03,2,3,50,2,7,0.61772,LeftArrow,1
s03,2,4,67,4,7,0.55101,LeftArrow,1
s03,2,5,50,5,7,0.61777,RightArrow,0
s03,2,6,67,7,7,0.68458,LeftArrow,1
s03,2,7,100,7,7,0.46754,LeftArrow,1
s03,2,8,17,0,7,0.51767,RightArrow,0
s03,2,9,50,7,7,0.50093,LeftArrow,1
s03,2,10,67,0,7,0.50086,LeftArrow,1
s03,2,11,33,3,7,0.66785,RightArrow,0
s03,2,12,67,0,7,0.51757,LeftArrow,1
s03,2,13,83,4,7,0.46755,LeftArrow,1
s03,2,14,67,1,7,0.61774,LeftArrow,1
s03,2,15,67,2,7,0.56768,LeftArrow,1
s03,2,16,67,6,7,0.71788,LeftArrow,1
s03,2,17,33,7,7,0.70125,LeftArrow,1
s03,2,18,33,1,7,1.1187,RightArrow,0
s03,2,19,67,3,7,0.55097,LeftArrow,1
s03,2,20,67,4,7,0.55095,LeftArrow,1
s03,2,21,50,7,7,0.65125,LeftArrow,1
s03,2,22,50,0,7,0.50089,LeftArrow,1
s03,2,23,67,1,7,0.56764,LeftArrow,1
s03,2,24,100,5,7,0.51763,LeftArrow,1
s03,2,25,100,1,7,0.6512,LeftArrow,1
s03,2,26,33,7,7,0.85154,LeftArrow,1
s03,2,27,17,1,7,0.78471,RightArrow,0
s03,2,28,100,7,7,0.58441,LeftArrow,1
s03,2,29,0,6,7,0.60105,RightArrow,0
s03,2,30,100,0,7,0.65122,LeftArrow,1
s03,2,31,67,6,7,0.91837,LeftArrow,1
s03,2,32,50,5,7,0.80138,RightArrow,0
s03,2,33,17,4,7,0.46756,RightArrow,0
s03,2,34,50,4,7,0.38406,RightArrow,0
s03,2,35,17,0,7,0.6011,RightArrow,0
s03,2,36,0,3,7,0.51752,RightArrow,0
s03,2,37,0,5,7,0.41739,RightArrow,0
s03,2,38,50,1,7,0.48421,LeftArrow,1
s03,2,39,100,4,7,0.60108,LeftArrow,1
s03,2,40,0,1,7,0.50093,RightArrow,0
s03,2,41,17,6,7,0.66793,RightArrow,0
s03,2,42,83,3,7,0.50091,LeftArrow,1
s03,2,43,100,5,7,0.65111,RightArrow,0
s03,2,44,33,5,7,0.5009,RightArrow,0
s03,2,45,50,6,7,0.53429,LeftArrow,1
s03,2,46,83,5,7,0.5844,LeftArrow,1
s03,2,47,67,5,7,0.48419,LeftArrow,1
s03,2,48,67,3,7,0.75132,LeftArrow,1
s03,2,49,0,0,7,0.51762,RightArrow,0
s03,2,50,83,1,7,0.73458,LeftArrow,1
s03,2,51,33,4,7,0.53432,LeftArrow,1
s03,2,52,100,4,7,0.48423,LeftArrow,1
s03,2,53,50,6,7,0.66801,RightArrow,0
s03,2,54,83,2,7,1.4359,LeftArrow,1
s03,2,55,67,7,7,0.68457,LeftArrow,1
s03,2,56,50,0,7,0.76805,LeftArrow,1
s03,2,57,83,1,7,1.4192,LeftArrow,1
s03,2,58,100,2,7,0.68464,LeftArrow,1
s03,2,59,0,2,7,0.58438,RightArrow,0
s03,2,60,33,1,7,0.46751,RightArrow,0
s03,2,61,17,7,7,0.51762,RightArrow,0
s03,2,62,83,4,7,0.51755,LeftArrow,1
s03,2,63,0,5,7,0.48422,RightArrow,0
s03,2,64,33,6,7,0.45085,RightArrow,0
s03,2,65,100,2,7,0.551,LeftArrow,1
s03,2,66,50,3,7,0.51757,RightArrow,0
s03,2,67,17,1,7,0.48423,RightArrow,0
s03,2,68,50,1,7,0.50091,RightArrow,0
s03,2,69,67,5,7,0.40069,RightArrow,0
s03,2,70,100,3,7,0.60112,LeftArrow,1
s03,2,71,17,2,7,0.63439,RightArrow,0
s03,2,72,0,7,7,0.58438,RightArrow,0
s03,2,73,17,5,7,0.56773,RightArrow,0
s03,2,74,67,2,7,0.65121,RightArrow,0
s03,2,75,83,0,7,0.73465,LeftArrow,1
s03,2,76,83,3,7,0.60106,LeftArrow,1
s03,2,77,17,3,7,0.551,RightArrow,0
s03,2,78,0,4,7,0.53429,RightArrow,0
s03,2,79,50,2,7,0.81814,RightArrow,0
s03,2,80,0,7,7,0.58442,RightArrow,0
s03,2,81,33,0,7,0.68453,LeftArrow,1
s03,2,82,17,6,7,0.51758,RightArrow,0
s03,2,83,0,4,7,0.601,RightArrow,0
s03,2,84,50,4,7,0.90162,LeftArrow,1
s03,2,85,17,2,7,0.70128,LeftArrow,1
s03,2,86,100,6,7,0.80148,LeftArrow,1
s03,2,87,0,6,7,0.60107,RightArrow,0
s03,2,88,83,5,7,0.58439,LeftArrow,1
s03,2,89,0,0,7,0.75138,RightArrow,0
s03,2,90,50,3,7,0.66789,LeftArrow,1
s03,2,91,17,7,7,0.66787,RightArrow,0
s03,2,92,33,6,7,0.50088,RightArrow,0
s03,2,93,0,3,7,0.66785,RightArrow,0
s03,2,94,83,0,7,0.66785,RightArrow,0
s03,2,95,83,6,7,0.6679,LeftArrow,1
s03,2,96,33,2,7,0.78473,LeftArrow,1
s03,2,97,33,4,7,0.51764,RightArrow,0
s03,2,98,100,1,7,0.65115,LeftArrow,1
s03,2,99,83,7,7,0.76799,LeftArrow,1
s03,2,100,83,6,7,0.50095,LeftArrow,1
s03,2,101,33,5,7,0.58436,reject,0
s03,2,102,0,2,7,0.63452,RightArrow,0
s03,2,103,17,4,7,0.73464,LeftArrow,1
s03,2,104,0,1,7,1.2689,RightArrow,0
s03,2,105,33,0,7,0.70122,LeftArrow,1
s03,2,106,83,2,7,0.71795,LeftArrow,1
s03,2,107,100,6,7,0.65119,LeftArrow,1
s03,2,108,17,3,7,0.70135,RightArrow,0
s03,2,109,17,5,7,0.45081,RightArrow,0
s03,2,110,83,7,7,0.51758,LeftArrow,1
s03,2,111,33,3,7,0.55099,RightArrow,0
s03,2,112,100,3,7,1.8533,LeftArrow,1
s04,1,1,17,2,7,1.1354,RightArrow,0
s04,1,2,0,5,7,0.83486,RightArrow,0
s04,1,3,0,6,7,0.90161,RightArrow,0
s04,1,4,67,7,7,0.86819,LeftArrow,1
s04,1,5,0,1,7,0.83487,RightArrow,0
s04,1,6,67,1,7,1.2189,RightArrow,0
s04,1,7,0,6,7,0.78474,RightArrow,0
s04,1,8,33,5,7,1.1186,RightArrow,0
s04,1,9,17,6,7,0.91833,RightArrow,0
s04,1,10,100,4,7,0.85156,LeftArrow,1
s04,1,11,17,0,7,0.90165,RightArrow,0
s04,1,12,83,7,7,0.9684,LeftArrow,1
s04,1,13,67,3,7,0.93506,RightArrow,0
s04,1,14,100,5,7,0.93499,LeftArrow,1
s04,1,15,33,7,7,1.0686,RightArrow,0
s04,1,16,50,3,7,1.2856,RightArrow,0
s04,1,17,33,6,7,1.052,RightArrow,0
s04,1,18,0,2,7,0.76796,RightArrow,0
s04,1,19,0,7,7,0.90166,RightArrow,0
s04,1,20,100,1,7,0.73475,LeftArrow,1
s04,1,21,33,4,7,0.81813,RightArrow,0
s04,1,22,33,1,7,0.88484,RightArrow,0
s04,1,23,67,4,7,0.90158,RightArrow,0
s04,1,24,100,7,7,0.76807,LeftArrow,1
s04,1,25,17,7,7,0.7514,LeftArrow,1
s04,1,26,83,7,7,0.71795,LeftArrow,1
s04,1,27,83,2,7,0.71795,LeftArrow,1
s04,1,28,100,0,7,1.0185,LeftArrow,1
s04,1,29,100,2,7,0.75134,LeftArrow,1
s04,1,30,0,0,7,0.66791,RightArrow,0
s04,1,31,83,5,7,0.80149,LeftArrow,1
s04,1,32,0,2,7,0.71796,RightArrow,0
s04,1,33,67,2,7,0.81819,RightArrow,0
s04,1,34,67,5,7,0.75139,LeftArrow,1
s04,1,35,100,2,7,0.83486,LeftArrow,1
s04,1,36,33,0,7,1.3357,RightArrow,0
s04,1,37,33,5,7,1.0185,RightArrow,0
s04,1,38,17,5,7,0.83486,RightArrow,0
s04,1,39,83,3,7,0.78478,RightArrow,0
s04,1,40,50,3,7,0.78477,RightArrow,0
s04,1,41,100,4,7,0.71794,LeftArrow,1
s04,1,42,83,4,7,0.66785,LeftArrow,1
s04,1,43,67,4,7,0.73469,LeftArrow,1
s04,1,44,50,6,7,0.81818,LeftArrow,1
s04,1,45,0,3,7,0.68456,RightArrow,0
s04,1,46,33,2,7,0.83488,RightArrow,0
s04,1,47,83,6,7,0.7848,LeftArrow,1
s04,1,48,67,1,7,0.70126,LeftArrow,1
s04,1,49,100,1,7,0.70117,LeftArrow,1
s04,1,50,17,7,7,0.81816,RightArrow,0
s04,1,51,67,0,7,0.86818,LeftArrow,1
s04,1,52,100,3,7,0.88486,LeftArrow,1
s04,1,53,67,6,7,0.8849,LeftArrow,1
s04,1,54,100,6,7,0.90164,LeftArrow,1
s04,1,55,33,2,7,0.73468,RightArrow,0
s04,1,56,100,3,7,0.8014,LeftArrow,1
s04,1,57,50,1,7,0.70131,LeftArrow,1
s04,1,58,0,7,7,0.83486,RightArrow,0
s04,1,59,50,2,7,0.78473,RightArrow,0
s04,1,60,17,3,7,0.7012,RightArrow,0
s04,1,61,83,4,7,0.73462,LeftArrow,1
s04,1,62,50,0,7,0.85156,RightArrow,0
s04,1,63,83,3,7,0.78476,LeftArrow,1
s04,1,64,83,2,7,0.80142,LeftArrow,1
s04,1,65,50,4,7,1.0352,LeftArrow,1
s04,1,66,50,5,7,0.80147,LeftArrow,1
s04,1,67,50,7,7,0.63443,LeftArrow,1
s04,1,68,67,3,7,0.66784,LeftArrow,1
s04,1,69,0,4,7,0.65117,RightArrow,0
s04,1,70,17,4,7,0.78475,RightArrow,0
s04,1,71,50,2,7,0.75143,LeftArrow,1
s04,1,72,67,7,7,0.76805,LeftArrow,1
s04,1,73,0,0,7,0.68462,RightArrow,0
s04,1,74,50,1,7,0.85152,RightArrow,0
s04,1,75,83,1,7,0.90167,LeftArrow,1
s04,1,76,50,5,7,0.96846,RightArrow,0
s04,1,77,83,0,7,0.90165,RightArrow,0
s04,1,78,33,3,7,0.68454,RightArrow,0
s04,1,79,67,0,7,1.0185,RightArrow,0
s04,1,80,17,2,7,0.75132,RightArrow,0
s04,1,81,17,0,7,0.61779,RightArrow,0
s04,1,82,33,0,7,0.61779,RightArrow,0
s04,1,83,17,1,7,0.58441,RightArrow,0
s04,1,84,17,6,7,0.73468,RightArrow,0
s04,1,85,17,3,7,0.63447,RightArrow,0
s04,1,86,33,7,7,0.61784,RightArrow,0
s04,1,87,33,4,7,0.90163,RightArrow,0
s04,1,88,100,0,7,0.88493,RightArrow,0
s04,1,89,50,7,7,0.78478,RightArrow,0
s04,1,90,33,1,7,0.65115,RightArrow,0
s04,1,91,67,2,7,1.0519,RightArrow,0
s04,1,92,17,4,7,0.76803,RightArrow,0
s04,1,93,50,6,7,0.85148,LeftArrow,1
s04,1,94,0,4,7,0.71789,RightArrow,0
s04,1,95,0,3,7,0.85159,RightArrow,0
s04,1,96,83,6,7,0.81813,LeftArrow,1
s04,1,97,50,4,7,0.93502,LeftArrow,1
s04,1,98,17,5,7,0.76803,RightArrow,0
s04,1,99,50,0,7,1.1187,LeftArrow,1
s04,1,100,67,6,7,0.8849,LeftArrow,1
s04,1,101,83,5,7,0.81817,LeftArrow,1
s04,1,102,83,0,7,1.0519,LeftArrow,1
s04,1,103,33,3,7,0.63451,RightArrow,0
s04,1,104,0,1,7,1.0184,RightArrow,0
s04,1,105,100,5,7,0.68457,LeftArrow,1
s04,1,106,33,6,7,0.81816,LeftArrow,1
s04,1,107,67,5,7,0.81808,LeftArrow,1
s04,1,108,100,6,7,0.70125,LeftArrow,1
s04,1,109,83,1,7,1.0352,LeftArrow,1
s04,1,110,100,7,7,0.66791,LeftArrow,1
s04,1,111,17,1,7,0.6345,RightArrow,0
s04,1,112,0,5,7,0.75135,RightArrow,0
s04,1,1,100,4,7,0.66783,RightArrow,0
s04,1,2,17,5,7,0.7179,RightArrow,0
s04,1,3,33,3,7,0.80148,RightArrow,0
s04,1,4,0,0,7,0.66784,RightArrow,0
s04,1,5,67,4,7,0.7514,LeftArrow,1
s04,1,6,33,6,7,0.88495,LeftArrow,1
s04,1,7,33,4,7,0.71798,RightArrow,0
s04,1,8,83,4,7,0.75138,LeftArrow,1
s04,1,9,33,7,7,0.60119,RightArrow,0
s04,1,10,67,6,7,0.85152,LeftArrow,1
s04,1,11,33,0,7,0.86825,RightArrow,0
s04,1,12,50,1,7,0.90157,RightArrow,0
s04,1,13,83,0,7,1.369,LeftArrow,1
s04,1,14,100,7,7,0.73461,LeftArrow,1
s04,1,15,83,6,7,0.6511,LeftArrow,1
s04,1,16,0,3,7,0.63451,RightArrow,0
s04,1,17,17,3,7,0.81809,RightArrow,0
s04,1,18,67,7,7,0.71796,LeftArrow,1
s04,1,19,83,4,7,1.1187,LeftArrow,1
s04,1,20,50,5,7,1.0018,LeftArrow,1
s04,1,21,100,6,7,0.85152,LeftArrow,1
s04,1,22,17,7,7,0.75139,RightArrow,0
s04,1,23,83,0,7,0.88495,LeftArrow,1
s04,1,24,17,2,7,0.96839,RightArrow,0
s04,1,25,100,7,7,0.88492,LeftArrow,1
s04,1,26,17,2,7,0.68448,RightArrow,0
s04,1,27,50,5,7,0.78475,LeftArrow,1
s04,1,28,50,0,7,0.75134,RightArrow,0
s04,1,29,17,3,7,0.83479,RightArrow,0
s04,1,30,0,4,7,0.55095,RightArrow,0
s04,1,31,83,1,7,0.81817,LeftArrow,1
s04,1,32,0,7,7,0.68454,RightArrow,0
s04,1,33,33,1,7,0.70127,RightArrow,0
s04,1,34,100,2,7,0.66787,LeftArrow,1
s04,1,35,17,4,7,0.6679,RightArrow,0
s04,1,36,17,5,7,0.66792,RightArrow,0
s04,1,37,100,5,7,0.73463,LeftArrow,1
s04,1,38,83,2,7,1.5361,LeftArrow,1
s04,1,39,67,2,7,0.76809,LeftArrow,1
s04,1,40,83,1,7,0.88491,LeftArrow,1
s04,1,41,67,1,7,0.68463,LeftArrow,1
s04,1,42,83,5,7,0.86824,RightArrow,0
s04,1,43,0,5,7,0.76804,RightArrow,0
s04,1,44,83,7,7,0.78477,LeftArrow,1
s04,1,45,17,6,7,2.3876,LeftArrow,1
s04,1,46,100,3,7,1.0352,LeftArrow,1
s04,1,47,67,4,7,0.65115,LeftArrow,1
s04,1,48,0,2,7,0.68453,RightArrow,0
s04,1,49,67,3,7,0.96837,RightArrow,0
s04,1,50,50,1,7,0.83512,RightArrow,0
s04,1,51,33,3,7,0.66803,RightArrow,0
s04,1,52,0,3,7,0.80148,RightArrow,0
s04,1,53,33,6,7,0.70126,RightArrow,0
s04,1,54,50,6,7,0.65115,RightArrow,0
s04,1,55,17,6,7,0.68456,RightArrow,0
s04,1,56,100,0,7,0.68452,LeftArrow,1
s04,1,57,0,2,7,0.76805,RightArrow,0
s04,1,58,33,2,7,0.61777,RightArrow,0
s04,1,59,17,7,7,0.61778,RightArrow,0
s04,1,60,50,7,7,0.56789,RightArrow,0
s04,1,61,50,4,7,0.7347,LeftArrow,1
s04,1,62,50,0,7,1.4192,RightArrow,0
s04,1,63,83,6,7,0.8515,LeftArrow,1
s04,1,64,50,3,7,0.6846,RightArrow,0
s04,1,65,17,1,7,0.65116,RightArrow,0
s04,1,66,33,7,7,0.65118,RightArrow,0
s04,1,67,0,6,7,0.63449,RightArrow,0
s04,1,68,17,0,7,1.1855,RightArrow,0
s04,1,69,0,5,7,0.78472,RightArrow,0
s04,1,70,0,6,7,0.5844,RightArrow,0
s04,1,71,50,7,7,0.51764,RightArrow,0
s04,1,72,100,1,7,0.90161,LeftArrow,1
s04,1,73,67,1,7,0.60109,LeftArrow,1
s04,1,74,83,7,7,0.80137,LeftArrow,1
s04,1,75,100,0,7,0.61781,LeftArrow,1
s04,1,76,50,6,7,0.6178,RightArrow,0
s04,1,77,67,0,7,0.80147,LeftArrow,1
s04,1,78,83,3,7,0.70126,LeftArrow,1
s04,1,79,33,5,7,0.91829,LeftArrow,1
s04,1,80,100,6,7,0.70125,LeftArrow,1
s04,1,81,17,1,7,0.6345,RightArrow,0
s04,1,82,33,1,7,0.58436,RightArrow,0
s04,1,83,100,2,7,0.78465,LeftArrow,1
s04,1,84,83,5,7,0.60109,LeftArrow,1
s04,1,85,50,4,7,0.98509,LeftArrow,1
s04,1,86,33,5,7,0.76807,LeftArrow,1
s04,1,87,0,1,7,0.5844,RightArrow,0
s04,1,88,100,1,7,0.73468,LeftArrow,1
s04,1,89,67,7,7,0.65111,LeftArrow,1
s04,1,90,67,2,7,0.75137,LeftArrow,1
s04,1,91,33,2,7,0.53432,LeftArrow,1
s04,1,92,83,3,7,0.95165,LeftArrow,1
s04,1,93,17,0,7,0.56769,RightArrow,0
s04,1,94,50,3,7,0.63446,LeftArrow,1
s04,1,95,50,2,7,0.81818,LeftArrow,1
s04,1,96,67,5,7,0.60115,LeftArrow,1
s04,1,97,83,2,7,0.61778,LeftArrow,1
s04,1,98,0,7,7,0.58445,RightArrow,0
s04,1,99,67,5,7,0.91833,RightArrow,0
s04,1,100,17,4,7,0.53453,LeftArrow,1
s04,1,101,100,4,7,0.88491,LeftArrow,1
s04,1,102,100,3,7,0.60105,LeftArrow,1
s04,1,103,0,4,7,0.66781,RightArrow,0
s04,1,104,0,0,7,0.5343,RightArrow,0
s04,1,105,67,6,7,0.81808,LeftArrow,1
s04,1,106,33,4,7,0.58435,RightArrow,0
s04,1,107,50,2,7,0.76802,LeftArrow,1
s04,1,108,67,0,7,0.80148,LeftArrow,1
s04,1,109,33,0,7,0.61781,RightArrow,0
s04,1,110,0,1,7,1.0185,RightArrow,0
s04,1,111,100,5,7,0.61778,LeftArrow,1
s04,1,112,67,3,7,1.0352,RightArrow,0
s04,1,1,100,7,7,0.81815,LeftArrow,1
s04,1,2,0,3,7,0.56772,RightArrow,0
s04,1,3,50,0,7,0.55099,RightArrow,0
s04,1,4,17,7,7,0.50088,RightArrow,0
s04,1,5,0,6,7,0.61777,RightArrow,0
s04,1,6,83,7,7,0.55098,LeftArrow,1
s04,1,7,33,0,7,0.75134,RightArrow,0
s04,1,8,50,6,7,1.1687,LeftArrow,1
s04,1,9,17,1,7,0.51753,RightArrow,0
s04,1,10,50,2,7,0.68457,LeftArrow,1
s04,1,11,100,5,7,0.8181,RightArrow,0
s04,1,12,67,7,7,0.78477,LeftArrow,1
s04,1,13,33,5,7,0.73471,RightArrow,0
s04,1,14,67,0,7,0.83481,RightArrow,0
s04,1,15,67,0,7,0.60113,RightArrow,0
s04,1,16,0,6,7,0.6679,RightArrow,0
s04,1,17,33,7,7,0.71796,RightArrow,0
s04,1,18,33,4,7,0.61779,RightArrow,0
s04,1,19,0,7,7,0.66785,RightArrow,0
s04,1,20,50,4,7,0.66785,RightArrow,0
s04,1,21,67,4,7,0.70128,LeftArrow,1
s04,1,22,0,1,7,0.63449,RightArrow,0
s04,1,23,100,1,7,0.718,LeftArrow,1
s04,1,24,83,1,7,0.60107,LeftArrow,1
s04,1,25,83,2,7,0.6345,LeftArrow,1
s04,1,26,83,4,7,0.65113,LeftArrow,1
s04,1,27,100,0,7,0.80149,LeftArrow,1
s04,1,28,0,1,7,0.56771,RightArrow,0
s04,1,29,83,7,7,0.63453,LeftArrow,1
s04,1,30,50,7,7,0.66783,RightArrow,0
s04,1,31,17,0,7,0.85158,RightArrow,0
s04,1,32,67,1,7,0.81814,RightArrow,0
s04,1,33,83,4,7,0.76804,LeftArrow,1
s04,1,34,83,5,7,1.0685,LeftArrow,1
s04,1,35,17,6,7,0.80144,RightArrow,0
s04,1,36,0,5,7,0.60111,RightArrow,0
s04,1,37,33,1,7,0.63452,RightArrow,0
s04,1,38,50,1,7,0.71801,RightArrow,0
s04,1,39,0,3,7,0.73464,RightArrow,0
s04,1,40,100,3,7,0.73469,RightArrow,0
s04,1,41,100,4,7,0.81813,LeftArrow,1
s04,1,42,50,5,7,0.81833,RightArrow,0
s04,1,43,0,0,7,0.71818,RightArrow,0
s04,1,44,67,3,7,0.83482,LeftArrow,1
s04,1,45,83,2,7,0.78467,LeftArrow,1
s04,1,46,33,4,7,0.65119,RightArrow,0
s04,1,47,17,4,7,0.718,RightArrow,0
s04,1,48,17,1,7,0.6178,RightArrow,0
s04,1,49,17,0,7,0.61782,RightArrow,0
s04,1,50,50,5,7,0.76804,LeftArrow,1
s04,1,51,0,4,7,0.55103,RightArrow,0
s04,1,52,67,5,7,0.71796,LeftArrow,1
s04,1,53,67,2,7,0.80141,LeftArrow,1
s04,1,54,67,4,7,0.91832,RightArrow,0
s04,1,55,50,6,7,0.76803,RightArrow,0
s04,1,56,17,3,7,0.58436,RightArrow,0
s04,1,57,67,6,7,0.96842,LeftArrow,1
s04,1,58,0,2,7,0.66786,RightArrow,0
s04,1,59,67,6,7,0.85161,LeftArrow,1
s04,1,60,67,3,7,0.65116,RightArrow,0
s04,1,61,33,2,7,0.61776,RightArrow,0
s04,1,62,50,0,7,0.80144,RightArrow,0
s04,1,63,33,1,7,0.58438,RightArrow,0
s04,1,64,17,2,7,0.60112,RightArrow,0
s04,1,65,50,1,7,0.55094,RightArrow,0
s04,1,66,83,3,7,0.71799,LeftArrow,1
s04,1,67,100,4,7,0.75135,LeftArrow,1
s04,1,68,83,0,7,0.80145,RightArrow,0
s04,1,69,0,2,7,0.71799,RightArrow,0
s04,1,70,17,2,7,0.58438,RightArrow,0
s04,1,71,50,3,7,0.60107,RightArrow,0
s04,1,72,83,6,7,0.66783,LeftArrow,1
s04,1,73,83,0,7,0.71795,LeftArrow,1
s04,1,74,17,6,7,0.76807,RightArrow,0
s04,1,75,67,2,7,1.0018,LeftArrow,1
s04,1,76,33,3,7,0.80149,RightArrow,0
s04,1,77,33,0,7,0.61774,RightArrow,0
s04,1,78,33,3,7,0.7847,RightArrow,0
s04,1,79,100,2,7,0.76808,LeftArrow,1
s04,1,80,50,3,7,0.75157,RightArrow,0
s04,1,81,83,5,7,0.76799,LeftArrow,1
s04,1,82,100,6,7,0.66785,LeftArrow,1
s04,1,83,83,3,7,0.58442,RightArrow,0
s04,1,84,83,6,7,0.71797,LeftArrow,1
s04,1,85,17,4,7,0.551,RightArrow,0
s04,1,86,33,2,7,0.61782,RightArrow,0
s04,1,87,17,5,7,0.56767,RightArrow,0
s04,1,88,17,7,7,0.80147,RightArrow,0
s04,1,89,33,6,7,0.78476,RightArrow,0
s04,1,90,100,2,7,0.75133,LeftArrow,1
s04,1,91,0,7,7,0.63447,RightArrow,0
s04,1,92,50,4,7,0.83479,LeftArrow,1
s04,1,93,100,5,7,0.73462,LeftArrow,1
s04,1,94,0,0,7,0.63444,RightArrow,0
s04,1,95,33,5,7,0.65113,RightArrow,0
s04,1,96,100,0,7,0.86815,LeftArrow,1
s04,1,97,100,3,7,0.78471,LeftArrow,1
s04,1,98,67,1,7,0.76802,LeftArrow,1
s04,1,99,67,5,7,0.73466,LeftArrow,1
s04,1,100,100,7,7,0.71793,LeftArrow,1
s04,1,101,50,2,7,0.71801,RightArrow,0
s04,1,102,100,6,7,0.73465,LeftArrow,1
s04,1,103,0,5,7,0.63443,RightArrow,0
s04,1,104,17,3,7,0.61769,RightArrow,0
s04,1,105,67,7,7,0.66785,LeftArrow,1
s04,1,106,0,4,7,0.5844,RightArrow,0
s04,1,107,83,1,7,0.88495,LeftArrow,1
s04,1,108,33,7,7,0.81817,RightArrow,0
s04,1,109,50,7,7,0.98506,RightArrow,0
s04,1,110,100,1,7,0.76806,LeftArrow,1
s04,1,111,17,5,7,0.75131,RightArrow,0
s04,1,112,33,6,7,0.61777,RightArrow,0
s04,1,1,0,3,7,0.65113,RightArrow,0
s04,1,2,100,3,7,0.90159,LeftArrow,1
s04,1,3,17,3,7,0.5176,RightArrow,0
s04,1,4,83,0,7,0.75137,LeftArrow,1
s04,1,5,17,7,7,0.58443,RightArrow,0
s04,1,6,50,2,7,1.7364,RightArrow,0
s04,1,7,50,3,7,0.56767,RightArrow,0
s04,1,8,17,5,7,0.70123,RightArrow,0
s04,1,9,17,6,7,0.68456,RightArrow,0
s04,1,10,0,1,7,0.66786,RightArrow,0
s04,1,11,67,7,7,0.7346,LeftArrow,1
s04,1,12,50,1,7,0.68451,LeftArrow,1
s04,1,13,67,5,7,0.75133,LeftArrow,1
s04,1,14,17,7,7,0.68451,RightArrow,0
s04,1,15,17,4,7,0.65122,RightArrow,0
s04,1,16,50,0,7,0.85153,RightArrow,0
s04,1,17,33,2,7,1.102,RightArrow,0
s04,1,18,50,0,7,0.7346,RightArrow,0
s04,1,19,100,7,7,0.71795,LeftArrow,1
s04,1,20,67,4,7,0.8348,LeftArrow,1
s04,1,21,17,4,7,0.73466,RightArrow,0
s04,1,22,67,6,7,0.93498,LeftArrow,1
s04,1,23,83,2,7,0.73467,LeftArrow,1
s04,1,24,33,4,7,0.68462,RightArrow,0
s04,1,25,100,2,7,0.93497,RightArrow,0
s04,1,26,67,7,7,0.75136,LeftArrow,1
s04,1,27,100,7,7,0.70129,LeftArrow,1
s04,1,28,33,6,7,0.68459,RightArrow,0
s04,1,29,100,6,7,0.63439,LeftArrow,1
s04,1,30,50,1,7,0.6679,RightArrow,0
s04,1,31,0,0,7,0.6011,RightArrow,0
s04,1,32,17,0,7,0.56768,RightArrow,0
s04,1,33,100,4,7,0.58438,LeftArrow,1
s04,1,34,33,0,7,0.63444,RightArrow,0
s04,1,35,67,4,7,0.63448,LeftArrow,1
s04,1,36,83,5,7,0.73467,LeftArrow,1
s04,1,37,83,5,7,0.61778,LeftArrow,1
s04,1,38,33,2,7,0.73469,RightArrow,0
s04,1,39,0,1,7,0.76803,RightArrow,0
s04,1,40,67,0,7,0.8849,LeftArrow,1
s04,1,41,83,7,7,0.75134,LeftArrow,1
s04,1,42,33,0,7,0.65114,RightArrow,0
s04,1,43,83,7,7,0.81817,LeftArrow,1
s04,1,44,100,5,7,0.76801,LeftArrow,1
s04,1,45,0,5,7,0.81816,RightArrow,0
s04,1,46,50,6,7,0.75136,LeftArrow,1
s04,1,47,100,2,7,0.83483,LeftArrow,1
s04,1,48,83,3,7,0.78475,LeftArrow,1
s04,1,49,33,1,7,0.55098,RightArrow,0
s04,1,50,83,1,7,0.71799,LeftArrow,1
s04,1,51,83,2,7,0.768,LeftArrow,1
s04,1,52,0,6,7,0.73464,RightArrow,0
s04,1,53,0,4,7,1.0521,RightArrow,0
s04,1,54,17,2,7,0.70125,RightArrow,0
s04,1,55,17,6,7,0.73464,RightArrow,0
s04,1,56,0,4,7,0.78472,RightArrow,0
s04,1,57,50,7,7,0.96844,RightArrow,0
s04,1,58,67,3,7,0.70129,LeftArrow,1
