IOG, 2.745664739884393
IOG-low, 2.647398843930636
IOG-high, 2.8265895953757227
pFus, 3.682080924855491
pFus-high, 3.7745664739884393
pFus-low, 3.5260115606936417
mFus, 3.4046242774566475
mFus-high, 3.4971098265895955
mFus-low, 3.277456647398844
