IOG, 2.052173913043478
pFus, 2.452173913043478
mFus, 1.8608695652173917
IOG-low, 1.9594202898550719
IOG-high, 2.1565217391304343
pFus-low, 2.342028985507246
pFus-high, 2.585507246376811
mFus-low, 1.7507246376811596
mFus-high, 2.0057971014492746
