,roi,ratio,value
179,IOG,1.5,0.02294668562408029
180,IOG,1.5,0.20120765778087177
181,IOG,1.5,0.09534149661007815
182,IOG,1.5,0.08266571238821094
183,IOG,1.5,0.14639979855113386
184,IOG,1.5,0.03554889898418666
185,IOG,1.5,0.02306116936217318
186,IOG,1.5,0.03581324966617216
187,IOG,1.5,0.12404979154083262
188,IOG,1.5,0.08126907453544914
189,IOG,1.5,0.017433884271627342
190,IOG,1.5,0.07960794030564228
191,IOG,1.5,0.014260878013033199
192,IOG,1.5,0.07747698729913766
193,IOG,1.5,0.07017751229948212
194,IOG,1.5,0.05420916496220046
195,IOG,1.5,0.0033118966522677033
196,IOG,1.5,0.14220496035010285
197,IOG,1.5,0.011649302377827131
198,IOG,1.5,0.08284767390655406
199,IOG,1.5,0.2947722221349698
200,IOG,2.33,0.07639722237519544
201,IOG,2.33,0.01898623226681419
202,IOG,2.33,0.013590070652204337
203,IOG,2.33,0.03429688514702682
204,IOG,2.33,0.06258514690369889
205,IOG,2.33,0.05592601991406816
206,IOG,2.33,0.23943012283628057
207,IOG,2.33,0.05216578840808106
208,IOG,2.33,0.013445971343710787
209,IOG,2.33,0.05515916504256651
210,IOG,2.33,0.009035169519574606
211,IOG,2.33,0.08371689403403938
212,IOG,2.33,0.12084299085020676
213,IOG,2.33,0.017700461633308812
214,IOG,2.33,0.10558818470551369
215,IOG,2.33,0.14485197323491011
216,IOG,2.33,0.05482046756852769
217,IOG,2.33,0.09118025804420048
218,IOG,2.33,0.08381397210033031
219,IOG,2.33,0.0716249737624154
220,IOG,2.33,0.06226343492426785
221,IOG,2.33,0.040337824974879755
222,IOG,2.33,0.022721252172337537
223,IOG,2.33,0.08361237278440713
224,IOG,2.33,0.03263567986511991
225,IOG,2.33,0.01254877123436023
226,IOG,2.33,0.0471448559850192
227,IOG,2.33,0.0029543056073783047
228,IOG,2.33,0.04530761160396385
229,IOG,2.33,0.15382705905342584
230,IOG,2.33,0.06429134785504023
231,IOG,2.33,0.04242055222319524
232,IOG,2.33,0.022656541632106696
233,IOG,2.33,0.23826324715287114
234,IOG,2.33,0.13709720329598357
235,IOG,2.33,0.061865905221115666
236,IOG,2.33,0.020341707074713944
237,IOG,2.33,0.20621152772869136
238,IOG,2.33,0.014693287807604394
239,IOG,2.33,0.1327731985220784
240,IOG,2.33,0.12013831738518732
241,IOG,2.33,0.1616443582793758
242,IOG,2.33,0.04143865978736213
243,IOG,2.33,0.07347673214136966
244,IOG,2.33,0.13365087215321705
245,IOG,2.33,0.10228769789737721
246,IOG,2.33,0.10135089867725729
247,IOG,2.33,0.0693363149373955
248,IOG,2.33,0.11130010550168429
249,IOG,2.33,0.03429689513348467
250,IOG,2.33,0.06123325544481925
251,IOG,2.33,0.13349742878586637
252,IOG,2.33,0.02753090626954252
253,IOG,2.33,0.02533621061775554
254,IOG,2.33,0.023269578865771672
255,IOG,2.33,0.041707969051775914
256,IOG,2.33,0.057820666698681036
257,IOG,2.33,0.032238988675886274
258,IOG,2.33,0.10727513748547977
259,IOG,2.33,0.028004975662239008
260,IOG,2.33,0.10629925025952246
261,IOG,2.33,0.03413431432218508
262,IOG,2.33,0.06294726674242562
263,IOG,2.33,0.09972668583645451
264,IOG,2.33,0.08165308104006787
265,IOG,2.33,0.10144892894412239
266,IOG,2.33,0.38051159099660437
267,IOG,2.33,0.05769557547902831
268,IOG,2.33,0.11842389799388299
269,IOG,2.33,0.16434470837632853
270,IOG,2.33,0.02030648727199788
271,IOG,2.33,0.01558505288909868
272,IOG,2.33,0.006663071172097369
273,IOG,2.33,0.3876996904749963
274,IOG,2.33,0.1688313900811061
275,IOG,2.33,0.06050645790882544
276,IOG,2.33,0.013283742079418993
277,IOG,2.33,0.1318764387399016
278,IOG,2.33,0.07018669364333045
279,IOG,2.33,0.03129781763881614
280,IOG,2.33,0.042794097794831676
281,IOG,2.33,0.15043914267386482
282,IOG,2.33,0.20069754267159845
283,IOG,2.33,0.21470129114816106
284,IOG,2.33,0.19295576130732714
285,IOG,2.33,0.007735223604127696
286,IOG,2.33,0.057989696851532664
287,IOG,2.33,0.019965189745930315
288,IOG,2.33,0.11263935389459825
289,IOG,2.33,0.03300527971058579
290,IOG,2.33,0.03845321351746031
291,IOG,2.33,0.04179367453164466
292,IOG,2.33,0.0830779136354366
293,IOG,2.33,0.15397590631330169
294,IOG,2.33,0.06850523006632925
295,IOG,2.33,0.06716199223483149
296,IOG,2.33,0.0022069465152529137
297,IOG,2.33,0.029827102845923822
298,IOG,2.33,0.12671703636623355
299,IOG,2.33,0.05868155958675255
300,IOG,4.0,0.09456417647876686
301,IOG,4.0,0.02077591605843219
302,IOG,4.0,0.11543924334665247
303,IOG,4.0,0.09766764546142079
304,IOG,4.0,0.026473758417315477
305,IOG,4.0,0.05826926917579908
306,IOG,4.0,0.09559680283228462
307,IOG,4.0,0.07834764156406858
308,IOG,4.0,0.20103114364329136
309,IOG,4.0,0.3354456606851587
310,IOG,4.0,0.23779164153683097
311,IOG,4.0,0.10556573446583406
312,IOG,4.0,0.22205969738796424
313,IOG,4.0,0.011064299402309394
314,IOG,4.0,0.14000344214353092
315,IOG,4.0,0.14769808865381082
316,IOG,4.0,0.12299371724054706
317,IOG,4.0,0.024068845427963205
318,IOG,4.0,0.1577778422002447
319,IOG,4.0,0.024562234515080487
320,IOG,4.0,0.028731306019324943
321,IOG,4.0,0.05710725296544038
322,IOG,4.0,0.01689523384559418
323,IOG,4.0,0.08080948792890888
324,IOG,4.0,0.020620040352443657
325,IOG,4.0,0.13830390445141094
326,IOG,4.0,0.04279015192231299
327,IOG,4.0,0.285786169763661
328,IOG,4.0,0.020599216272117294
329,IOG,4.0,0.038718006717656614
330,IOG,4.0,0.2918220261152534
331,IOG,4.0,0.006761176932796103
332,IOG,4.0,0.0042288500096802455
333,IOG,4.0,0.03337597911531706
334,IOG,4.0,0.2631724342546079
335,IOG,4.0,0.13275851203233335
336,IOG,4.0,0.05195836890622821
337,IOG,4.0,0.14593796341923918
338,IOG,4.0,0.08619008325026278
339,IOG,4.0,0.13961798392425503
340,IOG,4.0,0.11208547476898854
341,IOG,4.0,0.014682615778121445
342,IOG,4.0,0.03708315836223052
343,IOG,4.0,0.11338587357112703
344,IOG,4.0,0.09907827505607658
345,IOG,4.0,0.1062738725549697
346,IOG,4.0,0.016897920297236205
347,IOG,4.0,0.009838052495904564
348,IOG,4.0,0.008145522938331467
349,IOG,4.0,0.06032344303611033
350,IOG,4.0,0.017641331515337616
351,IOG,4.0,0.1209392484636496
352,IOG,4.0,0.19142026132162962
353,IOG,4.0,0.06916153374354382
354,IOG,4.0,0.07630952842281187
355,IOG,4.0,0.010462647025198899
356,IOG,4.0,0.09346014797264326
357,IOG,4.0,0.16291298891481515
358,IOG,4.0,0.05152819750631243
359,IOG,4.0,0.13532350134661633
360,IOG,4.0,0.07790702563880951
361,IOG,4.0,0.060537953253116714
362,IOG,4.0,0.10965893797087786
363,IOG,4.0,0.04160446098440746
364,IOG,4.0,0.057243988056094285
365,IOG,4.0,0.08693303397132261
366,IOG,4.0,0.0485733978559814
367,IOG,4.0,0.06654046799373738
368,IOG,4.0,0.03287154589116937
369,IOG,4.0,0.08999910836551366
370,IOG,4.0,0.12051436429850398
371,IOG,4.0,0.046312534329585896
372,IOG,4.0,0.0417569857711164
373,IOG,4.0,0.09755114097723586
374,IOG,4.0,0.022893195374033407
375,IOG,4.0,0.058652781275923424
376,IOG,4.0,0.1607933700518369
377,IOG,4.0,0.10414688646765542
378,IOG,4.0,0.13387575620014242
379,IOG,4.0,0.04136318747017565
380,IOG,4.0,0.05029509865447375
381,IOG,4.0,0.028135142988604957
382,IOG,4.0,0.023473511610552576
383,IOG,4.0,0.07091580782618445
384,IOG,4.0,0.0295492402895947
385,IOG,4.0,0.032430765548993296
386,IOG,4.0,0.060158852868335985
387,IOG,4.0,0.12664349485392018
388,IOG,4.0,0.01687452305931816
389,IOG,4.0,0.3150538498214403
390,IOG,4.0,0.1215079370975765
391,IOG,4.0,0.03804766903604345
392,IOG,4.0,0.026273645039314487
393,IOG,4.0,0.020723061159996444
394,IOG,4.0,0.018350490639559593
395,IOG,4.0,0.020794455710012653
396,IOG,4.0,0.02241871538296992
397,IOG,4.0,0.06572680678489766
398,IOG,4.0,0.05331575047551385
399,IOG,4.0,0.04897509625839906
400,IOG,9.0,0.030642115306163092
401,IOG,9.0,0.06849176904262182
402,IOG,9.0,0.19542441986560694
403,IOG,9.0,0.012065678440553658
404,IOG,9.0,0.14457450130892371
405,IOG,9.0,0.007486948766922229
406,IOG,9.0,0.04414115842942347
407,IOG,9.0,0.29820818386855014
408,IOG,9.0,0.030334322243334304
409,IOG,9.0,0.016627425250258045
410,IOG,9.0,0.14953380607955913
411,IOG,9.0,0.008620608644247778
412,IOG,9.0,0.027534838194215164
413,IOG,9.0,0.04989538436815774
414,IOG,9.0,0.1087292791370369
415,IOG,9.0,0.19868269947503045
416,IOG,9.0,0.019523376702561553
417,IOG,9.0,0.19578131003035365
418,IOG,9.0,0.07451551414801856
419,IOG,9.0,0.14831579086397717
420,IOG,9.0,0.07557607225528767
421,IOG,9.0,0.01539557573163715
422,IOG,9.0,0.08540352469536847
423,IOG,9.0,0.04951441661450784
424,IOG,9.0,0.04232497890235887
425,IOG,9.0,0.024243099642448293
426,IOG,9.0,0.06210896161990011
427,IOG,9.0,0.050563642051072805
428,IOG,9.0,0.03354172869722628
429,IOG,9.0,0.021894706606193706
430,IOG,9.0,0.07983638631486698
431,IOG,9.0,0.005111945398299134
432,IOG,9.0,0.09916922347367399
433,IOG,9.0,0.14187761355222625
434,IOG,9.0,0.08848093839303404
435,IOG,9.0,0.09181962997638556
436,IOG,9.0,0.14837521678456267
437,IOG,9.0,0.13026328519733335
438,IOG,9.0,0.034250149962730854
439,IOG,9.0,0.05640161642373568
440,IOG,9.0,0.06005872208847012
441,IOG,9.0,0.05921561512929168
442,IOG,9.0,0.04277111252521864
443,IOG,9.0,0.04224780009996525
444,IOG,9.0,0.038568615074605656
445,IOG,9.0,0.08734445372161416
446,IOG,9.0,0.04743325465747479
447,IOG,9.0,0.00985610408276954
448,IOG,9.0,0.0126552986610756
449,IOG,9.0,0.10132528870185911
450,IOG,9.0,0.053935823033171404
451,IOG,9.0,0.042924159738706974
452,IOG,9.0,0.11757333821701821
453,IOG,9.0,0.05187064297293325
454,IOG,9.0,0.04387237722733778
455,IOG,9.0,0.04036658120099612
456,IOG,9.0,0.1036633557070186
457,IOG,9.0,0.03253440715060198
458,IOG,9.0,0.09219667719764087
459,IOG,9.0,0.019708625292936387
460,IOG,9.0,0.3723855636037046
461,IOG,9.0,0.3044621684916935
462,IOG,9.0,0.06654475886338801
463,IOG,9.0,0.02425393424242632
464,IOG,9.0,0.07500027462266995
465,IOG,9.0,0.021948479032686957
466,IOG,9.0,0.20994110864507465
467,IOG,9.0,0.011631328808062565
468,IOG,9.0,0.2839891502399923
469,IOG,9.0,0.013452628857479016
470,IOG,9.0,0.17968674078258348
471,IOG,9.0,0.12155326058386443
472,IOG,9.0,0.0072877845220822475
473,IOG,9.0,0.04194630075511446
474,IOG,9.0,0.02067377881013497
475,IOG,9.0,0.033836614988123875
476,IOG,9.0,0.03102181064263778
477,IOG,9.0,0.21882871520330455
478,IOG,9.0,0.11448359843686118
479,IOG,9.0,0.12081292643172913
480,IOG,9.0,0.04975367669080214
481,IOG,9.0,0.11079149317545703
482,IOG,9.0,0.044240918512199454
483,IOG,9.0,0.006162430833137647
484,IOG,9.0,0.044111863294475716
485,IOG,9.0,0.0692558704415132
486,IOG,9.0,0.02936188539804913
487,IOG,9.0,0.06155160274659582
488,IOG,9.0,0.07338259225397008
489,IOG,9.0,0.09518006213764561
490,IOG,9.0,0.007809316121471578
491,IOG,9.0,0.12914571068437128
492,IOG,9.0,0.034475999457989126
493,IOG,9.0,0.06584935843177499
494,IOG,9.0,0.1634725228536358
495,IOG,9.0,0.0199444351125833
496,IOG,9.0,0.0817985219183706
497,IOG,9.0,0.11101908564476778
498,IOG,9.0,0.014153493535931046
499,IOG,9.0,0.013268770600101756
500,mFus,1.0,0.0284304339626471
501,mFus,1.0,0.033345046174093805
502,mFus,1.0,0.011916667721584282
503,mFus,1.0,0.10213766052838995
504,mFus,1.0,0.0062920840770396835
505,mFus,1.0,0.03515480306286509
506,mFus,1.0,0.07069738061935299
507,mFus,1.0,0.017120578822392513
508,mFus,1.0,0.023050823182785916
509,mFus,1.0,0.010496812010153289
510,mFus,1.0,0.015037309810401732
511,mFus,1.0,0.028688155502440083
512,mFus,1.0,0.026768873191926428
513,mFus,1.0,0.03265188727651221
514,mFus,1.0,0.02665774053142548
515,mFus,1.0,0.036944312494279534
516,mFus,1.0,0.010938014686598357
517,mFus,1.0,0.037307523802833635
518,mFus,1.0,0.09691683042496396
519,mFus,1.0,0.053452918083948836
520,mFus,1.0,0.007090021274062511
521,mFus,1.0,0.04247858382195716
522,mFus,1.0,0.020777381380464904
523,mFus,1.0,0.06551896881047987
524,mFus,1.0,0.00737653740046997
525,mFus,1.0,0.07510676681453168
526,mFus,1.0,0.01622730090567068
527,mFus,1.0,0.0011351250527187689
528,mFus,1.0,0.0048242441774398424
529,mFus,1.0,0.07949017177772219
530,mFus,1.0,0.0274852432189338
531,mFus,1.0,0.042435590786466096
532,mFus,1.0,0.019304702404093238
533,mFus,1.0,0.03714701428868206
534,mFus,1.0,0.020197866322987014
535,mFus,1.0,0.005118530495208875
536,mFus,1.0,0.0042333015195825585
537,mFus,1.0,0.04380153930193923
538,mFus,1.0,0.011061868712787462
539,mFus,1.0,0.045483000930846694
540,mFus,1.0,0.04168973825981509
541,mFus,1.0,0.01787354754622369
542,mFus,1.0,0.03063884028651581
543,mFus,1.0,0.01961342101169316
544,mFus,1.0,0.07384583706212942
545,mFus,1.0,0.037373182248661735
546,mFus,1.0,0.004253111540011015
547,mFus,1.0,0.04751166496025211
548,mFus,1.0,0.03403821158713796
549,mFus,1.0,0.034609858437975025
550,mFus,1.0,0.03099124069436171
551,mFus,1.0,0.009353739331631274
552,mFus,1.0,0.01191449374421381
553,mFus,1.0,0.03315933300868744
554,mFus,1.0,0.0019872235205954376
555,mFus,1.0,0.02129233982059389
556,mFus,1.0,0.046958019222403106
557,mFus,1.0,0.01993699867936164
558,mFus,1.0,0.036582944655535576
559,mFus,1.0,0.019865586469280837
560,mFus,1.0,0.09284520835222473
561,mFus,1.0,0.04398947386068995
562,mFus,1.0,0.017896710473994566
563,mFus,1.0,0.06383341937829028
564,mFus,1.0,0.009481404393177961
565,mFus,1.0,0.04625166830503771
566,mFus,1.0,0.006802765992884976
567,mFus,1.0,0.009445036622351896
568,mFus,1.0,0.0777981286116957
569,mFus,1.0,0.04918088185355382
570,mFus,1.0,0.003112092427826315
571,mFus,1.0,0.015375474334397819
572,mFus,1.0,0.0025660919956504817
573,mFus,1.0,0.04052808225224564
574,mFus,1.0,0.02305225398824875
575,mFus,1.0,0.004537350387029455
576,mFus,1.0,0.033399357432297744
577,mFus,1.0,0.031518680632119614
578,mFus,1.0,0.021282982607298946
579,mFus,1.0,0.044977427966928635
580,mFus,1.0,0.02209127142070472
581,mFus,1.0,0.0203415270472033
582,mFus,1.0,0.014472905037065534
583,mFus,1.0,0.017880133291794706
584,mFus,1.0,0.0120805142073146
585,mFus,1.0,0.03314524906258215
586,mFus,1.0,0.008511146466585691
587,mFus,1.0,0.01873662733557846
588,mFus,1.0,0.0352289769586924
589,mFus,1.0,0.03834176741051773
590,mFus,1.0,0.06431389633193484
591,mFus,1.0,0.1671809500427117
592,mFus,1.0,0.023050364626908227
593,mFus,1.0,0.03686416593184342
594,mFus,1.0,0.02071636211192419
595,mFus,1.0,0.050325864442524376
596,mFus,1.0,0.03690439035683386
597,mFus,1.0,0.09384610466908101
598,mFus,1.0,0.034171885671856576
599,mFus,1.0,0.04177660463084678
600,mFus,1.5,0.04182444735773167
601,mFus,1.5,0.005671370619970408
602,mFus,1.5,0.015359373734704567
603,mFus,1.5,0.028640446444703285
604,mFus,1.5,0.031722103904190085
605,mFus,1.5,0.020673148009171645
606,mFus,1.5,0.012489327700400366
607,mFus,1.5,0.0068145612711732395
608,mFus,1.5,0.02387264752604685
609,mFus,1.5,0.003406840561165937
610,mFus,1.5,0.050999097197153946
611,mFus,1.5,0.014185768395992176
612,mFus,1.5,0.017655166295388967
613,mFus,1.5,0.05607131982502602
614,mFus,1.5,0.006247202638831686
615,mFus,1.5,0.03177391348241716
616,mFus,1.5,0.005957240325035726
617,mFus,1.5,0.021044223071966406
618,mFus,1.5,0.006244219929991874
619,mFus,1.5,0.053557704921378964
620,mFus,1.5,0.002558230514685968
621,mFus,1.5,0.018714904880482865
622,mFus,1.5,0.06053749513003854
623,mFus,1.5,0.013119167189951944
624,mFus,1.5,0.09670083440058953
625,mFus,1.5,0.007657567126842606
626,mFus,1.5,0.006814774289621754
627,mFus,1.5,0.018732373269329868
628,mFus,1.5,0.047025143111789076
629,mFus,1.5,0.0373000419619505
630,mFus,1.5,0.03822903422579345
631,mFus,1.5,0.022131425316844144
632,mFus,1.5,0.05753352423560906
633,mFus,1.5,0.02002779583708461
634,mFus,1.5,0.12163307765615043
635,mFus,1.5,0.014185951671153189
636,mFus,1.5,0.02666860882026705
637,mFus,1.5,0.07608318728041358
638,mFus,1.5,0.01252059932432826
639,mFus,1.5,0.007950026680917884
640,mFus,1.5,0.04834095987507661
641,mFus,1.5,0.015458440387565452
642,mFus,1.5,0.022981019838181568
643,mFus,1.5,0.08099363370546198
644,mFus,1.5,0.011494161211274275
645,mFus,1.5,0.011771133880436076
646,mFus,1.5,0.03657828754014604
647,mFus,1.5,0.024080046121057103
648,mFus,1.5,0.011102593371721356
649,mFus,1.5,0.04181250937544341
650,mFus,1.5,0.1104133083458464
651,mFus,1.5,0.03312659081333051
652,mFus,1.5,0.019862252449422777
653,mFus,1.5,0.03993427013816514
654,mFus,1.5,0.007379177590099416
655,mFus,1.5,0.12322718447845613
656,mFus,1.5,0.008517753378275051
657,mFus,1.5,0.031201662654351436
658,mFus,1.5,0.026673616771098613
659,mFus,1.5,0.03721511707278716
660,mFus,1.5,0.04259811301810149
661,mFus,1.5,0.02837531798986382
662,mFus,1.5,0.03205530915431428
663,mFus,1.5,0.03360387285335656
664,mFus,1.5,0.023791877896322703
665,mFus,1.5,0.02594399848028455
666,mFus,1.5,0.05750564092626427
667,mFus,1.5,0.032356351587115764
668,mFus,1.5,0.013331744822516867
669,mFus,1.5,0.024742230815984662
670,mFus,1.5,0.04023940125725919
671,mFus,1.5,0.03121915603039745
672,mFus,1.5,0.04622988823338891
673,mFus,1.5,0.06171402181577796
674,mFus,1.5,0.040304126734600244
675,mFus,1.5,0.01848985969441154
676,mFus,1.5,0.0782036069348479
677,mFus,1.5,0.02184253932792883
678,mFus,1.5,0.04225003099453815
679,mFus,1.5,0.06685373682895382
680,mFus,1.5,0.016454481628668034
681,mFus,1.5,0.03993374280969786
682,mFus,1.5,0.008574993399187509
683,mFus,1.5,0.0016982481721820799
684,mFus,1.5,0.011112035802258613
685,mFus,1.5,0.012771647668607859
686,mFus,1.5,0.04199194272277216
687,mFus,1.5,0.012520599324328422
688,mFus,1.5,0.06920735622506902
689,mFus,1.5,0.016738293274302898
690,mFus,1.5,0.011065184591629343
691,mFus,1.5,0.03712150833334675
692,mFus,1.5,0.06019984460820768
693,mFus,1.5,0.03385353180506758
694,mFus,1.5,0.012764216703630933
695,mFus,1.5,0.018877418455173232
696,mFus,1.5,0.007372872463018176
697,mFus,1.5,0.030627015479720243
698,mFus,1.5,0.009361925624034791
699,mFus,1.5,0.04267428444832848
700,mFus,2.33,0.009365672285556556
701,mFus,2.33,0.0477150330795006
702,mFus,2.33,0.13130978087745343
703,mFus,2.33,0.013068972154772653
704,mFus,2.33,0.011926858199239599
705,mFus,2.33,0.0264521415768253
706,mFus,2.33,0.022567297099995286
707,mFus,2.33,0.01334917890843103
708,mFus,2.33,0.061601604830604825
709,mFus,2.33,0.009929651547915053
710,mFus,2.33,0.03786912733726344
711,mFus,2.33,0.011366630868720192
712,mFus,2.33,0.009395786580792185
713,mFus,2.33,0.007690701714480065
714,mFus,2.33,0.047034990946916364
715,mFus,2.33,0.015438660686146978
716,mFus,2.33,0.03768745010148112
717,mFus,2.33,0.04034745137793123
718,mFus,2.33,0.04463857769134005
719,mFus,2.33,0.02501366454081971
720,mFus,2.33,0.03128743311968173
721,mFus,2.33,0.0014215197993315536
722,mFus,2.33,0.04183725568635188
723,mFus,2.33,0.02670005801531057
724,mFus,2.33,0.05012334444303026
725,mFus,2.33,0.02809050379938516
726,mFus,2.33,0.023340076496071154
727,mFus,2.33,0.04654603611127978
728,mFus,2.33,0.06069622437397021
729,mFus,2.33,0.019280501744105626
730,mFus,2.33,0.04267358115187279
731,mFus,2.33,0.008511452923605963
732,mFus,2.33,0.06825591951350189
733,mFus,2.33,0.013385432877211232
