,roi,ratio,n_voxels,gain,rf_increase,value,b_units
0,IOG,1,2,1.0,0.0,0.5993534100648205,1
1,IOG,1,2,1.0,0.0,0.18673048377408408,1
2,IOG,1,2,1.0,0.0,0.18389486609572137,1
3,IOG,1,2,1.0,0.0,0.7631169299743755,1
4,IOG,1,2,1.0,0.0,0.47605266841189925,1
5,IOG,1,2,1.0,0.0,0.5078924901355727,1
6,IOG,1,2,1.0,0.0,2.0577537947180913,1
7,IOG,1,2,1.0,0.0,0.22101918382613392,1
8,IOG,1,2,1.0,0.0,0.005215386463777965,1
9,IOG,1,2,1.0,0.0,1.2438516441755854,1
10,IOG,1,2,1.0,0.0,0.10581740191269756,1
11,IOG,1,2,1.0,0.0,0.10164333873123815,1
12,IOG,1,2,1.0,0.0,0.08559927101747263,1
13,IOG,1,2,1.0,0.0,0.17127995805774865,1
14,IOG,1,2,1.0,0.0,0.3864413742246978,1
15,IOG,1,2,1.0,0.0,0.32888708458038246,1
16,IOG,1,2,1.0,0.0,6.21579898749639,1
17,IOG,1,2,1.0,0.0,0.2780462769194309,1
18,IOG,1,2,1.0,0.0,0.14829371163213845,1
19,IOG,1,2,1.0,0.0,0.707945724241182,1
20,IOG,1,2,1.0,0.0,0.7216733823158132,1
21,IOG,1,2,1.0,0.0,3.782410612353538,1
22,IOG,1,2,1.0,0.0,0.502620744057872,1
23,IOG,1,2,1.0,0.0,0.025833062406281602,1
24,IOG,1,2,1.0,0.0,0.20267162508545777,1
25,IOG,1,2,1.0,0.0,0.12770789647559805,1
26,IOG,1,2,1.0,0.0,0.20474553983722604,1
27,IOG,1,2,1.0,0.0,1.587845621633638,1
28,IOG,1,2,1.0,0.0,1.03300705174654,1
29,IOG,1,2,1.0,0.0,2.378610674282172,1
30,IOG,1,2,1.0,0.0,0.23453687361648554,1
31,IOG,1,2,1.0,0.0,0.185654037486154,1
32,IOG,1,2,1.0,0.0,0.7921255462651886,1
33,IOG,1,2,1.0,0.0,0.6325752706345061,1
34,IOG,1,2,1.0,0.0,0.34990393548783894,1
35,IOG,1,2,1.0,0.0,0.6779592282378128,1
36,IOG,1,2,1.0,0.0,0.7031132465356157,1
37,IOG,1,2,1.0,0.0,0.9124154452710773,1
38,IOG,1,2,1.0,0.0,0.3410832030488666,1
39,IOG,1,2,1.0,0.0,1.243987170804397,1
40,IOG,1,2,1.0,0.0,0.6989096636302348,1
41,IOG,1,2,1.0,0.0,0.3407188307348922,1
42,IOG,1,2,1.0,0.0,8.170012521179181,1
43,IOG,1,2,1.0,0.0,0.4047450916703493,1
44,IOG,1,2,1.0,0.0,6.598677489811529,1
45,IOG,1,2,1.0,0.0,0.15683421447153145,1
46,IOG,1,2,1.0,0.0,0.13549619485333247,1
47,IOG,1,2,1.0,0.0,0.14164624921222582,1
48,IOG,1,2,1.0,0.0,0.3147210075347195,1
49,IOG,1,2,1.0,0.0,0.0012906996309384714,1
50,IOG,1,2,1.0,0.0,0.16596062571248654,1
51,IOG,1,2,1.0,0.0,1.4391799195054447,1
52,IOG,1,2,1.0,0.0,0.24380307122432676,1
53,IOG,1,2,1.0,0.0,1.1814470657814409,1
54,IOG,1,2,1.0,0.0,21.933230145590723,1
55,IOG,1,2,1.0,0.0,0.29048392846388005,1
56,IOG,1,2,1.0,0.0,44.085852672721956,1
57,IOG,1,2,1.0,0.0,3.116869336795245,1
58,IOG,1,2,1.0,0.0,0.36352500290867745,1
59,IOG,1,2,1.0,0.0,0.2872249080829465,1
60,IOG,1,2,1.0,0.0,0.274777862365688,1
61,IOG,1,2,1.0,0.0,70.92603852932889,1
62,IOG,1,2,1.0,0.0,0.06620211445720434,1
63,IOG,1,2,1.0,0.0,0.5117134248423807,1
64,IOG,1,2,1.0,0.0,0.4356036674266255,1
65,IOG,1,2,1.0,0.0,0.36812926312881117,1
66,IOG,1,2,1.0,0.0,1.3838971753083646,1
67,IOG,1,2,1.0,0.0,0.383238875961429,1
68,IOG,1,2,1.0,0.0,0.21873901173167457,1
69,IOG,1,2,1.0,0.0,10.870038701040901,1
70,IOG,1,2,1.0,0.0,38.37017006195324,1
71,IOG,1,2,1.0,0.0,1.2772883480416495,1
72,IOG,1,2,1.0,0.0,0.1851412034650861,1
73,IOG,1,2,1.0,0.0,0.7817756729208758,1
74,IOG,1,2,1.0,0.0,0.34933255976048483,1
75,IOG,1,2,1.0,0.0,0.42829890958532535,1
76,IOG,1,2,1.0,0.0,0.12549779815736437,1
77,IOG,1,2,1.0,0.0,0.29744767323297355,1
78,IOG,1,2,1.0,0.0,2.5451910851994595,1
79,IOG,1,2,1.0,0.0,0.11207139547183431,1
80,IOG,1,2,1.0,0.0,0.21586814617763878,1
81,IOG,1,2,1.0,0.0,0.6569278664411575,1
82,IOG,1,2,1.0,0.0,0.2492171676178105,1
83,IOG,1,2,1.0,0.0,0.1731125512257295,1
84,IOG,1,2,1.0,0.0,0.3672329150771406,1
85,IOG,1,2,1.0,0.0,0.6460413900277644,1
86,IOG,1,2,1.0,0.0,0.4351741562343002,1
87,IOG,1,2,1.0,0.0,0.6015380684059135,1
88,IOG,1,2,1.0,0.0,0.3565763188307697,1
89,IOG,1,2,1.0,0.0,0.7296658141250845,1
90,IOG,1,2,1.0,0.0,0.21408187571320628,1
91,IOG,1,2,1.0,0.0,1.6849217091754662,1
92,IOG,1,2,1.0,0.0,0.8556577550714018,1
93,IOG,1,2,1.0,0.0,0.5938661571683097,1
94,IOG,1,2,1.0,0.0,6.292310039155101,1
95,IOG,1,2,1.0,0.0,0.2099765146994045,1
96,IOG,1,2,1.0,0.0,0.04337873412731169,1
97,IOG,1,2,1.0,0.0,0.011272961956936852,1
98,IOG,1,2,1.0,0.0,0.814859136251528,1
99,IOG,1,2,1.0,0.0,0.00625484221581565,1
100,IOG,1,2,1.0,0.0,1.9573823346691577,1
101,IOG,1,2,1.0,0.0,0.5583152850904608,1
102,IOG,1,2,1.0,0.0,5.618692281477383,1
103,IOG,1,2,1.0,0.0,0.1541955915753837,1
104,IOG,1,2,1.0,0.0,76.8434876808293,1
105,IOG,1,2,1.0,0.0,0.36345975240245987,1
106,IOG,1,2,1.0,0.0,1.242537892624105,1
