ratio,roi,rf_increase,value,lo,hi
7,mFus,0.1,0.04125089211983849,0.03671161444102279,0.04673562739177569
7,mFus,0.2,0.03139848503793069,0.028544384168080056,0.03614138257623356
7,mFus,0.3,0.025380859640628133,0.022248060536918024,0.029635056746641866
7,mFus,0.4,0.01985661052603719,0.018014696066283385,0.022630628305120127
7,mFus,0.5,0.017775810668607776,0.016321397612095133,0.019087888836337955
7,pFus,0,0.042527571622698566,0.03654412660037225,0.04707466140907363
7,pFus,0.1,0.03078952309150245,0.0269909531063664,0.03560506602446842
7,pFus,0.2,0.02458915899749816,0.02115580859324584,0.028022283722891908
7,pFus,0.3,0.017634458431914753,0.016008535640411457,0.02098586568872187
7,pFus,0.4,0.016475953437661967,0.014128399332187106,0.01848830089893805
7,pFus,0.5,0.014267259744141475,0.012002365469277375,0.01561067454981516
8,IOG,0,0.15404495650933675,0.12336140332885993,0.18614209747039206
8,IOG,0.1,0.10030526367442344,0.08633435644397501,0.11335564736281863
8,IOG,0.2,0.06167606702350349,0.05418227572413569,0.07164304706648977
8,IOG,0.3,0.04697531554606815,0.04219535882385586,0.05519694719684938
8,IOG,0.4,0.03859130929240957,0.033332503835992275,0.04444338133047595
8,IOG,0.5,0.03244806095240211,0.02690459992888197,0.03601856658952897
8,mFus,0,0.05761215447062745,0.05193426673399871,0.06332283107988586
8,mFus,0.1,0.039058934845020626,0.035817413561396186,0.04247529027417349
8,mFus,0.2,0.030096256933438356,0.02695010519640127,0.03289001845876058
8,mFus,0.3,0.02319558482113439,0.02006709463681215,0.025652825648486668
8,mFus,0.4,0.01986727562947231,0.01780880801720445,0.02185818635087001
8,mFus,0.5,0.015972351470587894,0.01448933305412454,0.017378817232688835
8,pFus,0,0.034431909443104335,0.030372125119936446,0.03906612148327543
8,pFus,0.1,0.023339714482137015,0.02135329397737749,0.026646206200005882
8,pFus,0.2,0.018013088545284633,0.01674884242516104,0.020353243495836764
8,pFus,0.3,0.015304410016727445,0.013704580688942826,0.017573319061962918
8,pFus,0.4,0.013246385837300569,0.011219119027201047,0.015813606803557402
8,pFus,0.5,0.011652363139931341,0.010305463295796192,0.012818978170072807
9,IOG,0,0.12509591365292466,0.10211498685318997,0.14643430178987726
9,IOG,0.1,0.08088303120622008,0.07073900870203877,0.09036670103101403
9,IOG,0.2,0.06203015920680078,0.05372540166484238,0.06725462771592605
9,IOG,0.3,0.04149400205468212,0.03655902148695612,0.048061193743339295
9,IOG,0.4,0.03239961799705987,0.02829620286420324,0.03683129289104656
9,IOG,0.5,0.025637177206162046,0.023010014817493582,0.029149372388872687
9,mFus,0,0.05139471101626091,0.045674354808959775,0.059260985056024666
9,mFus,0.1,0.03326417991406998,0.02954117925023897,0.038001425939494446
9,mFus,0.2,0.027873716479161148,0.025256950977467586,0.031189996311446432
9,mFus,0.3,0.022330299053333454,0.020296540478575906,0.024394972499271673
9,mFus,0.4,0.01789082447271121,0.016159389130707226,0.01959490114784919
9,mFus,0.5,0.015587332645649536,0.014189782333642199,0.01695415160077921
9,pFus,0,0.028585134472072348,0.025717462252887235,0.03235968753320531
9,pFus,0.1,0.021043238953951677,0.018851404037539883,0.023020472416372947
9,pFus,0.2,0.016574780605638648,0.015077972598165623,0.018587439063416776
9,pFus,0.3,0.013907450506770485,0.01242700172291793,0.015356984732143397
9,pFus,0.4,0.011673915871892131,0.01017938780200933,0.013233238110209832
9,pFus,0.5,0.010674623683975412,0.009646289138621774,0.012093485217613656
