,roi,ratio,n_voxels,gain,rf_increase,value,b_units
126,IOG,1,2,1.0,0.0,1866.4082304625463,1
127,IOG,1,2,1.0,0.0,1.184377370118725,1
128,IOG,1,2,1.0,0.0,98.08988610747537,1
129,IOG,1,2,1.0,0.0,0.9421034015386156,1
130,IOG,1,2,1.0,0.0,0.3956408799938594,1
131,IOG,1,2,1.0,0.0,0.5300282906730039,1
132,IOG,1,2,1.0,0.0,9.597710558964017,1
133,IOG,1,2,1.0,0.0,15.9016455720409,1
134,IOG,1,2,1.0,0.0,153.19227192594732,1
135,IOG,1,2,1.0,0.0,0.8462274377477379,1
136,IOG,1,2,1.0,0.0,0.18923352115316017,1
137,IOG,1,2,1.0,0.0,9.655289580322208,1
138,IOG,1,2,1.0,0.0,1.2659440654732852,1
139,IOG,1,2,1.0,0.0,0.40909887374373327,1
140,IOG,1,2,1.0,0.0,14.24491370512513,1
141,IOG,1,2,1.0,0.0,11.916912498398705,1
142,IOG,1,2,1.0,0.0,1.0163248529596574,1
143,IOG,1,2,1.0,0.0,0.15866509820052338,1
144,IOG,1,2,1.0,0.0,0.1106773076621566,1
145,IOG,1,2,1.0,0.0,0.3378992229235961,1
146,IOG,1,2,1.0,0.0,0.5535207948995177,1
147,IOG,1,2,1.0,0.0,0.012787105123655516,1
148,IOG,1,2,1.0,0.0,1.0609396775332582,1
149,IOG,1,2,1.0,0.0,7.723944134505698,1
150,IOG,1,2,1.0,0.0,2.6602718937984333,1
151,IOG,1,2,1.0,0.0,0.8894212070798382,1
152,IOG,1,2,1.0,0.0,2.5497000527687574,1
153,IOG,1,2,1.0,0.0,12.839972861969429,1
154,IOG,1,2,1.0,0.0,0.48958176878652193,1
155,IOG,1,2,1.0,0.0,18.271723453153427,1
156,IOG,1,2,1.0,0.0,1.6805600981738764,1
157,IOG,1,2,1.0,0.0,0.5080043633769715,1
158,IOG,1,2,1.0,0.0,0.5047310283911288,1
159,IOG,1,2,1.0,0.0,0.742398521885587,1
160,IOG,1,2,1.0,0.0,5.414196865118256,1
161,IOG,1,2,1.0,0.0,0.5986946211265177,1
162,IOG,1,2,1.0,0.0,1.4649786321579223,1
163,IOG,1,2,1.0,0.0,0.479054460638912,1
164,IOG,1,2,1.0,0.0,0.1323356005788374,1
165,IOG,1,2,1.0,0.0,0.8188091879435578,1
166,IOG,1,2,1.0,0.0,0.03700492675673076,1
167,IOG,1,2,1.0,0.0,0.21484201452661789,1
168,IOG,1,2,1.0,0.0,0.13589078426959572,1
169,IOG,1,2,1.0,0.0,158.47632029753396,1
170,IOG,1,2,1.0,0.0,2.33048161495128,1
171,IOG,1,2,1.0,0.0,0.056254962939113216,1
172,IOG,1,2,1.0,0.0,1.0960245295523,1
173,IOG,1,2,1.0,0.0,0.7211164257883672,1
174,IOG,1,2,1.0,0.0,2.25398917435386,1
175,IOG,1,2,1.0,0.0,1.8056258749146799,1
176,IOG,1,2,1.0,0.0,0.6472764174510055,1
177,IOG,1,2,1.0,0.0,11.677357550212216,1
178,IOG,1,2,1.0,0.0,0.6920568404326096,1
179,IOG,1,2,1.0,0.0,0.4281603260967466,1
180,IOG,1,2,1.0,0.0,0.1751241360473366,1
181,IOG,1,2,1.0,0.0,23.51552208272519,1
182,IOG,1,2,1.0,0.0,0.749232306488745,1
183,IOG,1,2,1.0,0.0,0.9349228739766309,1
184,IOG,1,2,1.0,0.0,0.37013605454128884,1
185,IOG,1,2,1.0,0.0,0.1470466040592256,1
186,IOG,1,2,1.0,0.0,2049.820352090351,1
187,IOG,1,2,1.0,0.0,0.5237083410766372,1
188,IOG,1,2,1.0,0.0,4.2106393961261235,1
189,IOG,1,2,1.0,0.0,1.8422353119386314,1
190,IOG,1,2,1.0,0.0,2.3612762516489805,1
191,IOG,1,2,1.0,0.0,0.9655334586607948,1
192,IOG,1,2,1.0,0.0,54.691536013431616,1
193,IOG,1,2,1.0,0.0,0.04735495908973169,1
194,IOG,1,2,1.0,0.0,0.6714548601140904,1
195,IOG,1,2,1.0,0.0,1.4469652653175666,1
196,IOG,1,2,1.0,0.0,2.678588902505064,1
197,IOG,1,2,1.0,0.0,0.5377910025350366,1
198,IOG,1,2,1.0,0.0,2.9635292484614824,1
199,IOG,1,2,1.0,0.0,0.4362302800578489,1
200,IOG,1,2,1.0,0.0,0.3621131016717264,1
201,IOG,1,2,1.0,0.0,0.01844103989655048,1
202,IOG,1,2,1.0,0.0,0.5576828607826139,1
203,IOG,1,2,1.0,0.0,135.564523225588,1
204,IOG,1,2,1.0,0.0,6.496541531601333,1
205,IOG,1,2,1.0,0.0,6.94948664798701,1
206,IOG,1,2,1.0,0.0,69.01498017974475,1
207,IOG,1,2,1.0,0.0,17.122204492675053,1
208,IOG,1,2,1.0,0.0,13.283869226515472,1
209,IOG,1,2,1.0,0.0,1.0959176924438438,1
210,IOG,1,2,1.0,0.0,1.1340538704396157,1
211,IOG,1,2,1.0,0.0,3.8384622958688954,1
212,IOG,1,2,1.0,0.0,0.5942585393965577,1
213,IOG,1,2,1.0,0.0,2.250064317368624,1
214,IOG,1,2,1.0,0.0,3.2488359082787865,1
215,IOG,1,2,1.0,0.0,1.0548085045676963,1
216,IOG,1,2,1.0,0.0,30.892302508985203,1
217,IOG,1,2,1.0,0.0,0.3001603170013828,1
218,IOG,1,2,1.0,0.0,20.703331448146443,1
219,IOG,1,2,1.0,0.0,0.16149462031967063,1
220,IOG,1,2,1.0,0.0,2.339504913713723,1
221,IOG,1,2,1.0,0.0,3.0934058053159124,1
222,IOG,1,2,1.0,0.0,17.841197455982737,1
223,IOG,1,2,1.0,0.0,7.501464329030238,1
224,IOG,1,2,1.0,0.0,0.6347089024180772,1
225,IOG,1,2,1.0,0.0,0.45906345635546175,1
226,IOG,1,2,1.0,0.0,0.1028518194159426,1
227,IOG,1,2,1.0,0.0,406.07510489708113,1
228,IOG,1,2,1.0,0.0,24.129218797252832,1
229,IOG,1,2,1.0,0.0,0.6107063143841297,1
230,IOG,1,2,1.0,0.0,1.7444933264643228,1
231,IOG,1,2,1.0,0.0,0.7644186643711366,1
232,IOG,1,2,1.0,0.0,0.7775213319934164,1
233,IOG,1,2,1.0,0.0,2.928245784449081,1
234,IOG,1,2,1.0,0.0,1.0605166065758862,1
235,IOG,1,2,1.0,0.0,0.14280400094026305,1
236,IOG,1,2,1.0,0.0,0.9242130918565684,1
237,IOG,1,2,1.0,0.0,0.573349315065027,1
238,IOG,1,2,1.0,0.0,9.794526078624465,1
239,IOG,1,2,1.0,0.0,3.759690157755239,1
240,IOG,1,2,1.0,0.0,3.657881852647379,1
241,IOG,1,2,1.0,0.0,266.46688746682236,1
242,IOG,1,2,1.0,0.0,0.5111929639459125,1
243,IOG,1,2,1.0,0.0,0.7128819596164656,1
244,IOG,1,2,1.0,0.0,6.107807451529659,1
245,IOG,1,2,1.0,0.0,0.2062096245836732,1
246,IOG,1,2,1.0,0.0,1.2303214374854075,1
247,IOG,1,2,1.0,0.0,1.0144566128051418,1
248,IOG,1,2,1.0,0.0,1.0244439423946603,1
249,IOG,1,2,1.0,0.0,0.4186846432887495,1
250,IOG,1,2,1.0,0.0,0.8137868664920241,1
251,IOG,1,2,1.0,0.0,4.891161332998417,1
252,IOG,1,2,1.0,0.0,0.19112563528694113,1
253,IOG,1,2,1.0,0.0,20.561178097503593,1
254,IOG,1,2,1.0,0.0,0.09559809381087067,1
255,IOG,1,2,1.0,0.0,0.1063768294619524,1
256,IOG,1,2,1.0,0.0,23.07256873511395,1
257,IOG,1,2,1.0,0.0,12.45252453630222,1
258,IOG,1,2,1.0,0.0,0.5690495031273173,1
259,IOG,1,2,1.0,0.0,0.24841479078583167,1
260,IOG,1,2,1.0,0.0,32.652013925669316,1
261,IOG,1,2,1.0,0.0,0.3142404860807741,1
262,IOG,1,2,1.0,0.0,0.1397440865765078,1
263,IOG,1,2,1.0,0.0,7.467547062566766,1
264,IOG,1,2,1.0,0.0,8.336089967310397,1
265,IOG,1,2,1.0,0.0,4.18163791701229,1
266,IOG,1,2,1.0,0.0,0.17233729787189225,1
267,IOG,1,2,1.0,0.0,2.2898810682664976,1
268,IOG,1,2,1.0,0.0,4.262294038985978,1
269,IOG,1,2,1.0,0.0,0.8878544097162069,1
270,IOG,1,2,1.0,0.0,0.7374339298861251,1
271,IOG,1,2,1.0,0.0,0.5715579409838863,1
272,IOG,1,2,1.0,0.0,23.20483806710037,1
273,IOG,1,2,1.0,0.0,0.5571755700553891,1
274,IOG,1,2,1.0,0.0,0.7973040723150506,1
275,IOG,1,2,1.0,0.0,0.34200564137624667,1
276,IOG,1,2,1.0,0.0,0.9848214477309294,1
277,IOG,1,2,1.0,0.0,0.5590877505054592,1
278,IOG,1,2,1.0,0.0,4.589116327744849,1
279,IOG,1,2,1.0,0.0,0.42784803691128376,1
280,IOG,1,2,1.0,0.0,2.1084391930452435,1
281,IOG,1,2,1.0,0.0,0.583231520641866,1
282,IOG,1,2,1.0,0.0,4.161855372473131,1
283,IOG,1,2,1.0,0.0,1.8457785554411321,1
284,IOG,1,2,1.0,0.0,0.9734554966425201,1
285,IOG,1,2,1.0,0.0,3.6265634177510346,1
286,IOG,1,2,1.0,0.0,0.4506267442407686,1
287,IOG,1,2,1.0,0.0,10.0152562306677,1
288,IOG,1,2,1.0,0.0,0.24104685358392494,1
289,IOG,1,2,1.0,0.0,0.8229827269489954,1
290,IOG,1,2,1.0,0.0,0.6620612270033308,1
291,IOG,1,2,1.0,0.0,0.03222152741639134,1
292,IOG,1,2,1.0,0.0,0.37750870040398593,1
293,IOG,1,2,1.0,0.0,0.1913329494384231,1
294,IOG,1,2,1.0,0.0,0.21727363463278437,1
295,IOG,1,2,1.0,0.0,1.5024120656801097,1
296,IOG,1,2,1.0,0.0,6.854412964291029,1
297,IOG,1,2,1.0,0.0,0.16981253526004664,1
298,IOG,1,2,1.0,0.0,0.11238611411105776,1
299,IOG,1,2,1.0,0.0,2.296555567757923,1
300,IOG,1,2,1.0,0.0,3.0188092766904266,1
301,IOG,1,2,1.0,0.0,12.936323365305043,1
302,IOG,1,2,1.0,0.0,0.17171806097931633,1
303,IOG,1,2,1.0,0.0,0.47378929124850716,1
304,IOG,1,2,1.0,0.0,2.105409988420883,1
305,IOG,1,2,1.0,0.0,0.03985760845054736,1
306,IOG,1,2,1.0,0.0,1.3756113806659536,1
307,IOG,1,2,1.0,0.0,0.3709789815578447,1
308,IOG,1,2,1.0,0.0,0.398884127960533,1
309,IOG,1,2,1.0,0.0,3.0367215777987746,1
310,IOG,1,2,1.0,0.0,0.10257466365345319,1
311,IOG,1,2,1.0,0.0,0.09526106156179857,1
312,IOG,1,2,1.0,0.0,0.49857655419912245,1
313,IOG,1,2,1.0,0.0,4.833078147869861,1
314,IOG,1,2,1.0,0.0,0.5110942145947999,1
315,IOG,1,2,1.0,0.0,0.30447551401498985,1
316,IOG,1,2,1.0,0.0,1.4320784281070507,1
317,IOG,1,2,1.0,0.0,0.9907473857087759,1
318,IOG,1,2,1.0,0.0,4.011028918351141,1
319,IOG,1,2,1.0,0.0,1.5791577473248775,1
320,IOG,1,2,1.0,0.0,0.3125004524513536,1
321,IOG,1,2,1.0,0.0,23.20630037175259,1
322,IOG,1,2,1.0,0.0,9.127404037973495,1
323,IOG,1,2,1.0,0.0,2.004292719891699,1
324,IOG,1,2,1.0,0.0,0.994835963803216,1
325,IOG,1,2,1.0,0.0,1.0611136846934333,1
326,IOG,1,2,1.0,0.0,2.2088382480038895,1
327,IOG,1,2,1.0,0.0,44.90645412657696,1
328,IOG,1,2,1.0,0.0,0.2958163435784352,1
329,IOG,1,2,1.0,0.0,1.7307452297066628,1
330,IOG,1,2,1.0,0.0,4.108468978087918,1
331,IOG,1,2,1.0,0.0,0.6959597510881017,1
332,IOG,1,2,1.0,0.0,0.2659597794245448,1
333,IOG,1,2,1.0,0.0,2.0008214773142985,1
334,IOG,1,2,1.0,0.0,3.5120176203172484,1
335,IOG,1,2,1.0,0.0,5.188809225559201,1
336,IOG,1,2,1.0,0.0,1.2235096615373158,1
337,IOG,1,2,1.0,0.0,0.18200291032150995,1
338,IOG,1,2,1.0,0.0,9.254097815741988,1
339,IOG,1,2,1.0,0.0,4.60303246611922,1
340,IOG,1,2,1.0,0.0,0.6494547658119446,1
341,IOG,1,2,1.0,0.0,1815124.790649975,1
342,IOG,1,2,1.0,0.0,0.341794138580356,1
343,IOG,1,2,1.0,0.0,0.5432901491547906,1
344,IOG,1,2,1.0,0.0,0.2735745750771655,1
345,IOG,1,2,1.0,0.0,2.759623116300272,1
346,IOG,1,2,1.0,0.0,0.5438424897012673,1
347,IOG,1,2,1.0,0.0,4.434528220558207,1
348,IOG,1,2,1.0,0.0,4.694765584575943,1
349,IOG,1,2,1.0,0.0,3.4834762319851356,1
350,IOG,1,2,1.0,0.0,0.881525385648105,1
351,IOG,1,2,1.0,0.0,0.3660686040052816,1
352,IOG,1,2,1.0,0.0,3.2131244422882177,1
353,IOG,1,2,1.0,0.0,149.1362590460205,1
354,IOG,1,2,1.0,0.0,1.1558041856010228,1
355,IOG,1,2,1.0,0.0,0.7604678383471387,1
356,IOG,1,2,1.0,0.0,0.32198451404708966,1
357,IOG,1,2,1.0,0.0,0.07328829810821627,1
358,IOG,1,2,1.0,0.0,0.7310601467808268,1
359,IOG,1,2,1.0,0.0,8.853551963369952,1
360,IOG,1,2,1.0,0.0,0.4495392419152187,1
361,IOG,1,2,1.0,0.0,0.9923823608467159,1
362,IOG,1,2,1.0,0.0,0.8463270355810546,1
363,IOG,1,2,1.0,0.0,1.133307400018727,1
364,IOG,1,2,1.0,0.0,4.929958181566679,1
365,IOG,1,2,1.0,0.0,0.7331426450110359,1
366,IOG,1,2,1.0,0.0,54.085784113046365,1
367,IOG,1,2,1.0,0.0,1.1434654124179948,1
368,IOG,1,2,1.0,0.0,0.7830725841625978,1
369,IOG,1,2,1.0,0.0,2.81675468449426,1
370,IOG,1,2,1.0,0.0,0.2007981829674898,1
371,IOG,1,2,1.0,0.0,0.295690761990443,1
372,IOG,1,2,1.0,0.0,14724.245079630537,1
373,IOG,1,2,1.0,0.0,2.1882936702610176,1
374,IOG,1,2,1.0,0.0,28.06737082879021,1
375,IOG,1,2,1.0,0.0,1.3010954545299693,1
376,IOG,1,2,1.0,0.0,191.06571341452337,1
377,IOG,1,2,1.0,0.0,31.63480823209967,1
378,IOG,1,2,1.0,0.0,0.9842231023015108,1
379,IOG,1,2,1.0,0.0,0.046092377169483986,1
380,IOG,1,2,1.0,0.0,27.53371108278047,1
381,IOG,1,2,1.0,0.0,1.2016178754230735,1
382,IOG,1,2,1.0,0.0,1.4205356421790514,1
383,IOG,1,2,1.0,0.0,0.07339241404049675,1
384,IOG,1,2,1.0,0.0,0.42365055440682126,1
385,IOG,1,2,1.0,0.0,0.522858919259019,1
386,IOG,1,2,1.0,0.0,183.74520649855745,1
387,IOG,1,2,1.0,0.0,0.6101853115305785,1
388,IOG,1,2,1.0,0.0,84.91801060209319,1
389,IOG,1,2,1.0,0.0,681.2633884426428,1
390,IOG,1,2,1.0,0.0,1.1491931325221976,1
391,IOG,1,2,1.0,0.0,1.968319652437016,1
392,IOG,1,2,1.0,0.0,1759.8042626521255,1
393,IOG,1,2,1.0,0.0,1.5809861417417985,1
394,IOG,1,2,1.0,0.0,0.15162076893540427,1
395,IOG,1,2,1.0,0.0,1.4116365810808498,1
396,IOG,1,2,1.0,0.0,15.281842321009965,1
397,IOG,1,2,1.0,0.0,0.5577388036356732,1
398,IOG,1,2,1.0,0.0,9.761804234030013,1
399,IOG,1,2,1.0,0.0,1.1394591433859744,1
400,IOG,1,2,1.0,0.0,1.1734803924468258,1
401,IOG,1,2,1.0,0.0,0.7076895633272655,1
402,IOG,1,2,1.0,0.0,1.0452467391039637,1
403,IOG,1,2,1.0,0.0,0.03987874622687845,1
404,IOG,1,2,1.0,0.0,0.26662143060095195,1
405,IOG,1,2,1.0,0.0,4.054339470575856,1
406,IOG,1,2,1.0,0.0,25.484948497724734,1
407,IOG,1,2,1.0,0.0,6.4544243984921925,1
408,IOG,1,2,1.0,0.0,0.0685476485239041,1
409,IOG,1,2,1.0,0.0,16.250489182464236,1
410,IOG,1,2,1.0,0.0,0.14988619608239143,1
411,IOG,1,2,1.0,0.0,0.576279504339746,1
412,IOG,1,2,1.0,0.0,1.6037996994643626,1
413,IOG,1,2,1.0,0.0,1.067685697342509,1
414,IOG,1,2,1.0,0.0,2.737676712751832,1
415,IOG,1,2,1.0,0.0,0.06624611793502148,1
416,IOG,1,2,1.0,0.0,0.35735389667436845,1
417,IOG,1,2,1.0,0.0,1.8479731723944441,1
418,IOG,1,2,1.0,0.0,4.404398026846326,1
419,IOG,1,2,1.0,0.0,0.375395420734213,1
420,IOG,1,2,1.0,0.0,0.5940191385147077,1
421,IOG,1,2,1.0,0.0,0.4546726182555757,1
422,IOG,1,2,1.0,0.0,5.777403355002664,1
423,IOG,1,2,1.0,0.0,0.9446218786406388,1
424,IOG,1,2,1.0,0.0,0.03814385553241969,1
425,IOG,1,2,1.0,0.0,18.364484259082573,1
426,IOG,1,2,1.0,0.0,110681.22424832852,1
427,IOG,1,2,1.0,0.0,0.1302599207419606,1
428,IOG,1,2,1.0,0.0,1.7708956312596738,1
429,IOG,1,2,1.0,0.0,0.6588211355157922,1
430,IOG,1,2,1.0,0.0,11.567972705327216,1
431,IOG,1,2,1.0,0.0,2.188477976881653,1
432,IOG,1,2,1.0,0.0,0.6828976803795619,1
433,IOG,1,2,1.0,0.0,0.8495820369895402,1
434,IOG,1,2,1.0,0.0,0.13062488317596116,1
435,IOG,1,2,1.0,0.0,0.01015937136198097,1
436,IOG,1,2,1.0,0.0,0.8576185315741531,1
437,IOG,1,2,1.0,0.0,0.670147047266536,1
438,IOG,1,2,1.0,0.0,8.858168742357899,1
439,IOG,1,2,1.0,0.0,7.718673510614391,1
440,IOG,1,2,1.0,0.0,0.8977894896385,1
441,IOG,1,2,1.0,0.0,0.07717994262417578,1
442,IOG,1,2,1.0,0.0,595.7532857428995,1
443,IOG,1,2,1.0,0.0,0.24350466460613057,1
444,IOG,1,2,1.0,0.0,2.2896790552736883,1
445,IOG,1,2,1.0,0.0,0.7668367937957776,1
446,IOG,1,2,1.0,0.0,0.3584608270445703,1
447,IOG,1,2,1.0,0.0,500.4232471598,1
448,IOG,1,2,1.0,0.0,0.6669370257750065,1
449,IOG,1,2,1.0,0.0,0.9585619693821541,1
450,IOG,1,2,1.0,0.0,2.2918197766485657,1
451,IOG,1,2,1.0,0.0,2.3539398662485347,1
452,IOG,1,2,1.0,0.0,0.5641928458057914,1
453,IOG,1,2,1.0,0.0,0.03151498005541048,1
454,IOG,1,2,1.0,0.0,1.3190084601323897,1
455,IOG,1,2,1.0,0.0,0.9145382785507676,1
456,IOG,1,2,1.0,0.0,1.3473479441168812,1
457,IOG,1,2,1.0,0.0,3.6026246696143396,1
458,IOG,1,2,1.0,0.0,9.54867116341757,1
459,IOG,1,2,1.0,0.0,0.920643033870443,1
460,IOG,1,2,1.0,0.0,0.3132854153853385,1
461,IOG,1,2,1.0,0.0,2.995516210051904,1
462,IOG,1,2,1.0,0.0,13.849389080108178,1
463,IOG,1,2,1.0,0.0,10.21203531372129,1
464,IOG,1,2,1.0,0.0,0.027937521473786187,1
465,IOG,1,2,1.0,0.0,1.1683077422114458,1
466,IOG,1,2,1.0,0.0,0.04349976580451951,1
467,IOG,1,2,1.0,0.0,1.7921801561946262,1
468,IOG,1,2,1.0,0.0,0.04756221045837457,1
469,IOG,1,2,1.0,0.0,1.1837276108328239,1
470,IOG,1,2,1.0,0.0,0.7799699909805468,1
471,IOG,1,2,1.0,0.0,8.92649735995435,1
472,IOG,1,2,1.0,0.0,0.8142068724456852,1
473,IOG,1,2,1.0,0.0,1.6581850861074563,1
474,IOG,1,2,1.0,0.0,220.82378270273918,1
475,IOG,1,2,1.0,0.0,0.44976963991640595,1
476,IOG,1,2,1.0,0.0,2.8114777993981344,1
477,IOG,1,2,1.0,0.0,2.3561056472078805,1
478,IOG,1,2,1.0,0.0,13.890476063658234,1
479,IOG,1,2,1.0,0.0,4.524523981680838,1
480,IOG,1,2,1.0,0.0,1.362838426900598,1
481,IOG,1,2,1.0,0.0,0.7991393463600573,1
482,IOG,1,2,1.0,0.0,0.6110986121724571,1
483,IOG,1,2,1.0,0.0,0.39471512335445075,1
484,IOG,1,2,1.0,0.0,1.069240019134198,1
485,IOG,1,2,1.0,0.0,0.1714750297028489,1
