,ratio,roi,value
192,2,IOG,0.8135496394642837
193,2,IOG,0.2779374378683096
194,2,IOG,0.26302140223597364
195,2,IOG,0.04928031622849438
196,2,IOG,0.47586991001986756
197,2,IOG,0.3412747415177163
198,2,IOG,0.1712588228937853
199,2,IOG,0.33688022014811103
200,3,IOG,0.09886627508229191
201,3,IOG,0.42819530352075064
202,3,IOG,0.09805043626255133
203,3,IOG,0.3568922999704114
204,3,IOG,0.3578391977361288
205,3,IOG,0.05960878557349484
206,3,IOG,0.3282255110520934
207,3,IOG,0.48191605272604643
208,3,IOG,0.4755045531258649
209,3,IOG,0.4029635613734813
210,3,IOG,0.5918268937744271
211,3,IOG,0.11657246462684683
212,3,IOG,0.3479743834415089
213,3,IOG,0.15136477106773724
214,3,IOG,0.332238583815403
215,3,IOG,0.5919801241036434
216,3,IOG,0.03184385468800421
217,3,IOG,0.7540495865988056
218,3,IOG,0.1125184542829912
219,3,IOG,0.5783184625874198
220,3,IOG,0.06344387529889814
221,3,IOG,0.26688089243463764
222,3,IOG,0.0636283572507857
223,3,IOG,0.510076012476903
224,3,IOG,0.13292074750098232
225,3,IOG,0.29531580009338504
226,3,IOG,0.03299950815456406
227,3,IOG,0.22346333132526594
228,3,IOG,0.07326051383168783
229,3,IOG,0.23523853065499165
230,3,IOG,0.1813826331878575
231,3,IOG,0.6201368778820981
232,3,IOG,1.0838781730527247
233,3,IOG,0.9827328508795504
234,3,IOG,0.05541781674820625
235,3,IOG,0.6299887338058816
236,3,IOG,0.08480176008503956
237,3,IOG,0.9196697479679474
238,3,IOG,0.312477249997227
239,3,IOG,0.11587067860377412
240,3,IOG,0.1056143526762961
241,3,IOG,0.0991327771657223
242,3,IOG,0.7833648044484549
243,3,IOG,0.6599731536329699
244,3,IOG,0.11123941843417245
245,3,IOG,0.29987751797633205
246,3,IOG,0.4231112904305736
247,3,IOG,0.39454577483483366
248,3,IOG,0.11248208675121825
249,3,IOG,0.19399036752903584
250,3,IOG,0.4443607254628732
251,3,IOG,0.3051599041504863
252,3,IOG,0.0877226884847817
253,3,IOG,0.2422331001459332
254,3,IOG,0.2236901720850497
255,3,IOG,0.5870901155649407
256,3,IOG,0.06291009381911221
257,3,IOG,0.04221524808847834
258,3,IOG,0.27022128889157393
259,3,IOG,0.2926959825791147
260,3,IOG,0.7965092489745919
261,3,IOG,0.8659105606499186
262,3,IOG,0.11723350402352135
263,3,IOG,0.03378573298292256
264,3,IOG,1.1597226265432332
265,3,IOG,0.08448796783568051
266,3,IOG,0.2153480026627059
267,3,IOG,0.31302717571587785
268,3,IOG,0.17126609351796973
269,3,IOG,0.21919483714109353
270,3,IOG,0.22310833276544917
271,3,IOG,0.42494951251463764
272,3,IOG,0.4313590268618126
273,3,IOG,0.19388242837552447
274,3,IOG,0.08306155435208912
275,3,IOG,0.0926433874990168
276,3,IOG,0.03883725956362345
277,3,IOG,0.4016255420244562
278,3,IOG,0.09909731813570159
279,3,IOG,0.05699967783738064
280,3,IOG,0.07656190336085236
281,3,IOG,0.4891065242710478
282,3,IOG,0.2270078302202419
283,3,IOG,0.13037992680532487
284,3,IOG,0.043737474063037976
285,3,IOG,0.15737048287220423
286,3,IOG,0.16059801661892534
287,3,IOG,0.35432368987118074
288,3,IOG,1.0677410331790727
289,3,IOG,0.08763882169764885
290,3,IOG,0.08409039768034506
291,3,IOG,0.5316874924521141
292,3,IOG,0.2853458912241543
293,3,IOG,0.965762050433415
294,3,IOG,0.2965935781697753
295,3,IOG,0.1482975190536486
296,3,IOG,0.7661343396713145
297,3,IOG,0.20731038653812459
298,3,IOG,0.05358607447516772
299,3,IOG,0.46213818454549543
300,4,IOG,0.809834646171926
301,4,IOG,0.12408393490548605
302,4,IOG,0.12915811392339774
303,4,IOG,0.09250927557565944
304,4,IOG,0.5769826298468747
305,4,IOG,0.15814794169337687
306,4,IOG,0.1776322989065539
307,4,IOG,0.2680640484606711
308,4,IOG,0.6928601257318803
309,4,IOG,0.2361038156590294
310,4,IOG,0.39169789941410765
311,4,IOG,0.042739211330713435
312,4,IOG,0.10906226242330071
313,4,IOG,0.3633978834673843
314,4,IOG,0.5305420613142929
315,4,IOG,0.3743245084466438
316,4,IOG,0.10420147856397274
317,4,IOG,0.0645362935259785
318,4,IOG,0.7572782035560034
319,4,IOG,0.24167508129529847
320,4,IOG,0.2901464217191224
321,4,IOG,0.03779868884583879
322,4,IOG,0.15297976286191325
323,4,IOG,0.043282878130685015
324,4,IOG,1.4214832048039872
325,4,IOG,0.09892225700218252
326,4,IOG,0.1545364493850226
327,4,IOG,0.130285743852073
328,4,IOG,0.2015648597344088
329,4,IOG,0.13686001661437708
330,4,IOG,0.014172129033126021
331,4,IOG,0.016229419367364297
332,4,IOG,0.3459925955437971
333,4,IOG,0.0680079559482124
334,4,IOG,0.08040518289000038
335,4,IOG,0.04472536994115507
336,4,IOG,0.9262585789385457
337,4,IOG,0.14855464707805272
338,4,IOG,0.09703243536698247
339,4,IOG,0.14759709970161158
340,4,IOG,0.23428587040933893
341,4,IOG,0.6774300348311271
342,4,IOG,0.06800545656528616
343,4,IOG,0.3845172629254946
344,4,IOG,0.03397688974923167
345,4,IOG,0.5339807593729212
346,4,IOG,0.02585122867540549
347,4,IOG,0.24486788209474417
348,4,IOG,0.31883526749910185
349,4,IOG,0.3438923850700908
350,4,IOG,0.041898808462833656
351,4,IOG,0.08237185276751857
352,4,IOG,0.19764890296777865
353,4,IOG,0.10085951719226138
354,4,IOG,0.27425763904178985
355,4,IOG,0.38703715009243267
356,4,IOG,0.18388848701037316
357,4,IOG,0.0776001606530955
358,4,IOG,0.07018252048855161
359,4,IOG,0.10334884173392284
360,4,IOG,0.12366432953599765
361,4,IOG,0.1949541654144487
362,4,IOG,0.10430025022520291
363,4,IOG,0.1709570424835257
364,4,IOG,0.13668507542171318
365,4,IOG,0.13228113907918165
366,4,IOG,0.056706627645308594
367,4,IOG,0.227123389183099
368,4,IOG,0.5549559487102966
369,4,IOG,0.17806747806904696
370,4,IOG,0.04919569008036137
371,4,IOG,0.04086081682251846
372,4,IOG,0.11514755043166952
373,4,IOG,0.28727066466140694
374,4,IOG,0.049611356090512905
375,4,IOG,0.2344599849536086
376,4,IOG,0.14608457576646083
377,4,IOG,0.11346160043252806
378,4,IOG,0.12689376848239556
379,4,IOG,0.17986081378095856
380,4,IOG,0.22065413559649436
381,4,IOG,0.08245800799143777
382,4,IOG,0.039162304728769706
383,4,IOG,0.17736726370496464
384,4,IOG,0.04096508338172313
385,4,IOG,0.003099172673541057
386,4,IOG,1.0797082730186565
387,4,IOG,0.09333524521046266
388,4,IOG,0.12115229830440605
389,4,IOG,0.21293197836527045
390,4,IOG,0.08885579308824519
391,4,IOG,0.18619464578394626
392,4,IOG,0.01379247108901041
393,4,IOG,0.05638049182440008
394,4,IOG,0.06248717406196555
395,4,IOG,0.5499635835103804
396,4,IOG,0.06471403820082143
397,4,IOG,0.018229434942641592
398,4,IOG,0.25862119909960657
399,4,IOG,0.15073660047214824
400,5,IOG,0.2545629310203998
401,5,IOG,0.13140196404697754
402,5,IOG,0.30848698328483415
403,5,IOG,0.04896864097120139
404,5,IOG,0.029205267407565048
405,5,IOG,0.12024779906658296
406,5,IOG,0.2205185653421096
407,5,IOG,0.08967370048927714
408,5,IOG,0.0731135069994523
409,5,IOG,0.06483691813265548
410,5,IOG,0.06866599785086223
411,5,IOG,0.24907840168371898
412,5,IOG,0.20027817543639756
413,5,IOG,0.1861674359293975
414,5,IOG,0.0719060006898457
415,5,IOG,0.3187490756238568
416,5,IOG,0.1929012392222184
417,5,IOG,0.008158873695724348
418,5,IOG,0.261372050953138
419,5,IOG,0.05410008444762366
420,5,IOG,0.3772859406327243
421,5,IOG,0.057856859059602764
422,5,IOG,0.21691384114586387
423,5,IOG,0.0543574296366955
424,5,IOG,0.9210290879430182
425,5,IOG,0.12161897601763597
426,5,IOG,0.27554844869799183
427,5,IOG,0.10204733651641579
428,5,IOG,0.055750871128844304
429,5,IOG,0.19176818153619798
430,5,IOG,0.12296131167260545
431,5,IOG,0.16755340949897857
432,5,IOG,0.15969354626448182
433,5,IOG,0.09202049703780289
434,5,IOG,0.2371199847443726
435,5,IOG,0.17734469309524922
436,5,IOG,0.03966676937866103
437,5,IOG,0.07222624255785691
438,5,IOG,0.4487759024449559
439,5,IOG,0.8098328987629595
440,5,IOG,0.2707801912180918
441,5,IOG,0.07545813223872933
442,5,IOG,0.1036140612800794
443,5,IOG,0.1469639642170909
444,5,IOG,0.4479528631582786
445,5,IOG,0.2546151066031407
446,5,IOG,0.07197942518431341
447,5,IOG,0.2363356134722081
448,5,IOG,0.03128422022023003
449,5,IOG,0.15049830520442514
450,5,IOG,0.3394583912572102
451,5,IOG,0.14568310487897812
452,5,IOG,0.09239865716387537
453,5,IOG,0.04763596533741091
454,5,IOG,0.2490509229373892
455,5,IOG,0.34462323303608033
456,5,IOG,0.212858980396273
457,5,IOG,0.2290871026458568
458,5,IOG,0.1497202779310835
459,5,IOG,0.15976477505265815
460,5,IOG,0.10986777821382741
461,5,IOG,0.05573632913517551
462,5,IOG,0.0754782382072127
463,5,IOG,0.1434451028607215
464,5,IOG,0.040632434388818695
465,5,IOG,0.023791059123724954
466,5,IOG,0.1384227921900263
467,5,IOG,0.1373031762288458
468,5,IOG,0.16203599507835648
469,5,IOG,0.04672870160604768
470,5,IOG,0.09764668095488921
471,5,IOG,0.04837401501279943
472,5,IOG,0.13068334120095146
473,5,IOG,0.6520153799656291
474,5,IOG,0.21891944554504617
475,5,IOG,0.37545382195904503
476,5,IOG,0.11002299545088856
477,5,IOG,0.08790917843055505
478,5,IOG,0.192963639807947
479,5,IOG,0.13703577448344523
480,5,IOG,0.31473418709076556
481,5,IOG,0.10379687462572994
482,5,IOG,0.1947708416692385
483,5,IOG,0.1659924313232499
484,5,IOG,0.14889095696473306
485,5,IOG,0.6618330969021634
486,5,IOG,0.5167326341598183
487,5,IOG,0.00898439068963719
488,5,IOG,0.09152955379657986
489,5,IOG,0.03203301765325504
490,5,IOG,0.021400688865947724
491,5,IOG,0.24179523246411938
492,5,IOG,0.27701567384600345
493,5,IOG,0.2996705702819862
494,5,IOG,0.012548177521745163
495,5,IOG,0.10941636832019296
496,5,IOG,0.029641408404696246
497,5,IOG,0.08568333582657642
498,5,IOG,0.03953029074534487
499,5,IOG,0.13390229270308512
500,6,IOG,0.03775055280720162
501,6,IOG,0.08404513033237439
502,6,IOG,0.08803840660769273
503,6,IOG,0.03107419505764338
504,6,IOG,0.16067294323523648
505,6,IOG,0.3040746548327511
506,6,IOG,0.8006152208140763
507,6,IOG,0.034261652448143984
508,6,IOG,0.23739106917233152
509,6,IOG,0.04146385144876937
510,6,IOG,0.06991183280653888
511,6,IOG,0.03212906830210837
512,6,IOG,0.26914023644455376
513,6,IOG,0.09033870247581816
514,6,IOG,0.16818118374862462
515,6,IOG,0.02761448930064954
516,6,IOG,0.11787947490124934
517,6,IOG,0.29061643388218206
518,6,IOG,0.2105341048853911
519,6,IOG,0.09885285319847507
520,6,IOG,0.12052362577629826
521,6,IOG,0.19030286714409483
522,6,IOG,0.37238661372508786
523,6,IOG,0.03458742439830755
524,6,IOG,0.06255905415150785
525,6,IOG,0.040899115581306024
526,6,IOG,0.05400071910745069
527,6,IOG,0.019843575457182974
528,6,IOG,0.03495378744781161
529,6,IOG,0.08925031507883618
530,6,IOG,0.07839546981737132
531,6,IOG,0.24073753649286506
532,6,IOG,0.19254028297624728
533,6,IOG,0.05122357086379308
534,6,IOG,0.03534534863714965
535,6,IOG,0.06448463146663426
536,6,IOG,0.16113659907987232
537,6,IOG,0.2006246726875749
538,6,IOG,0.14072612854293023
539,6,IOG,0.04289817884222304
540,6,IOG,0.22581103681802095
541,6,IOG,0.12145377186082511
542,6,IOG,0.06200352158252329
543,6,IOG,0.10183186058164669
544,6,IOG,0.7767307966877472
545,6,IOG,0.03812467838596443
546,6,IOG,0.1603381964224448
547,6,IOG,0.37913403615872976
548,6,IOG,0.06859800987036266
549,6,IOG,0.02542400931398694
550,6,IOG,0.028182292658587946
551,6,IOG,0.03680060210287441
552,6,IOG,0.7565854550569385
553,6,IOG,0.16439326435071472
554,6,IOG,0.03238977195762952
555,6,IOG,0.021521823260361363
556,6,IOG,0.016498960871114417
557,6,IOG,0.1266505736181115
558,6,IOG,0.12462195873933472
559,6,IOG,0.19159367941007552
560,6,IOG,0.1045074583937523
561,6,IOG,0.14324963506136548
562,6,IOG,0.02958926448729704
563,6,IOG,0.10346513596509352
564,6,IOG,0.05181424117164613
565,6,IOG,0.15633375156903345
566,6,IOG,0.04537438266786537
567,6,IOG,0.06457697000792544
568,6,IOG,0.03890945082813153
569,6,IOG,0.1548221777430406
570,6,IOG,0.04154147489160233
571,6,IOG,0.055571670868698964
572,6,IOG,0.2259938078767837
573,6,IOG,0.11815258408500497
574,6,IOG,0.03548543791435859
575,6,IOG,0.07005907414637343
576,6,IOG,0.2301016659134676
577,6,IOG,0.257883996461782
578,6,IOG,0.10698544973594977
579,6,IOG,0.1141553335243787
580,6,IOG,0.05257686247964646
581,6,IOG,0.2519299140183685
582,6,IOG,0.012319742869334736
583,6,IOG,0.3118440592582562
584,6,IOG,0.060721947519536607
585,6,IOG,0.2019346261243312
586,6,IOG,0.162034807894752
587,6,IOG,0.055161929305388865
588,6,IOG,0.18030021171582863
589,6,IOG,0.03262624535184423
590,6,IOG,0.02522664970490526
591,6,IOG,0.11717908872546487
592,6,IOG,0.3939236317815132
593,6,IOG,0.032913730731758524
594,6,IOG,0.005816904728640972
595,6,IOG,0.302467947678502
596,6,IOG,0.08085083709438623
597,6,IOG,0.06996581549695617
598,6,IOG,0.15020313612906563
599,6,IOG,0.08572673949794263
600,7,IOG,0.31809449626531444
601,7,IOG,0.6375153968261267
602,7,IOG,0.39318607190221466
603,7,IOG,0.08935258233443799
604,7,IOG,0.1511136491267022
605,7,IOG,0.04238216223983042
606,7,IOG,0.050154855642861644
607,7,IOG,0.06648786975947463
608,7,IOG,0.14224061082278072
609,7,IOG,0.07603089932399172
610,7,IOG,0.0012373809687295893
611,7,IOG,0.187674979135679
612,7,IOG,0.01699962144861641
613,7,IOG,0.00797727820407794
614,7,IOG,0.08252949824126342
615,7,IOG,0.23293348448868045
616,7,IOG,0.25402021982593426
617,7,IOG,0.0674672667800578
618,7,IOG,0.03664455362652563
619,7,IOG,0.05677829541298673
620,7,IOG,0.05701145130035223
621,7,IOG,0.07066569253778107
622,7,IOG,0.08788744362183912
623,7,IOG,0.05004676915378193
624,7,IOG,0.12668350006913812
625,7,IOG,0.11428733905411978
626,7,IOG,0.19050685423814215
627,7,IOG,0.08300802042584426
628,7,IOG,0.17648359534891925
629,7,IOG,0.032434186343002894
630,7,IOG,0.05538223988194409
631,7,IOG,0.08719777227260625
632,7,IOG,0.029159159806225788
633,7,IOG,0.07034848894228252
634,7,IOG,0.32096458267112615
635,7,IOG,0.03629291414369178
636,7,IOG,0.18589689349677735
637,7,IOG,0.03894849724981897
638,7,IOG,0.08014591771826982
639,7,IOG,0.020295118591357433
640,7,IOG,0.4828980733632341
641,7,IOG,0.21838072459651303
642,7,IOG,0.08156128060170686
643,7,IOG,0.5259412953473619
644,7,IOG,0.1170325247768988
645,7,IOG,0.10928688812086655
646,7,IOG,0.044244234700297536
647,7,IOG,0.09705864880484656
648,7,IOG,0.012053169656690014
649,7,IOG,0.12482236293790419
650,7,IOG,0.30275403208492924
651,7,IOG,0.06331912356115507
652,7,IOG,0.036995491771009324
653,7,IOG,0.2150615970869759
654,7,IOG,0.09508530641915433
655,7,IOG,0.059822001275072686
656,7,IOG,0.0726061080955344
657,7,IOG,0.1324157428125584
658,7,IOG,0.04366026518251737
659,7,IOG,0.16620481646342639
660,7,IOG,0.06749803722399803
661,7,IOG,0.13383368075890387
662,7,IOG,0.10307631722616639
663,7,IOG,0.017009882050797884
664,7,IOG,0.07305322784639187
665,7,IOG,0.04815719468341816
666,7,IOG,0.0767321509274946
667,7,IOG,0.6045645225059375
668,7,IOG,0.04018692602089198
669,7,IOG,0.08041658317817259
670,7,IOG,0.01073372977371662
671,7,IOG,0.02331166600570045
672,7,IOG,0.29292994778134973
673,7,IOG,0.09967596089400468
674,7,IOG,0.04606287873568314
675,7,IOG,0.13908180563065792
676,7,IOG,0.019513439068185603
677,7,IOG,0.18441768253551397
678,7,IOG,0.27901090424128644
679,7,IOG,0.02340786880949506
680,7,IOG,0.029692312452911075
681,7,IOG,0.09230728394382698
682,7,IOG,0.09101662107041131
683,7,IOG,0.09223290127902378
684,7,IOG,0.09747197455042503
685,7,IOG,0.03486404395778956
686,7,IOG,0.22279271250261892
687,7,IOG,0.08570833679469418
688,7,IOG,0.13251227662369458
689,7,IOG,0.420749100093249
690,7,IOG,0.2070589213675031
691,7,IOG,0.3923999994708226
692,7,IOG,0.04640058801503478
693,7,IOG,0.013259549509086926
694,7,IOG,0.3686381302087023
695,7,IOG,0.049470516353755815
696,7,IOG,0.014383663452523815
697,7,IOG,0.061977912988640575
698,7,IOG,0.2312138764316374
699,7,IOG,0.043736848604587646
700,8,IOG,0.2262284895010268
701,8,IOG,0.3297750479554705
702,8,IOG,0.11823401958500632
703,8,IOG,0.05431398815218559
704,8,IOG,0.05894325719978914
705,8,IOG,0.10936427345735243
706,8,IOG,0.12353601701536822
707,8,IOG,0.04451876411240327
708,8,IOG,0.1259936235167878
709,8,IOG,0.05012606942972103
710,8,IOG,0.04867809755140719
711,8,IOG,0.12332518822331147
712,8,IOG,0.03835912806481944
713,8,IOG,0.08200545950432457
714,8,IOG,0.16692156235392433
715,8,IOG,0.06611789538920261
716,8,IOG,0.08575203546753249
717,8,IOG,0.029274470717670233
718,8,IOG,0.08406573458641682
719,8,IOG,0.12118701937650489
720,8,IOG,0.09423216092468811
721,8,IOG,0.09271266299983405
722,8,IOG,0.0517278705248785
723,8,IOG,0.01648714529459048
724,8,IOG,0.10618057928159634
725,8,IOG,0.177632873915875
726,8,IOG,0.0410433716666774
727,8,IOG,0.2586166973429437
728,8,IOG,0.14128952487528454
729,8,IOG,0.013052773371946266
730,8,IOG,0.1640875991541284
731,8,IOG,0.7959851468808737
732,8,IOG,0.06206356502365222
733,8,IOG,0.03778985544328311
734,8,IOG,0.056456664414020016
735,8,IOG,0.04699307192553383
736,8,IOG,0.17018239450921216
737,8,IOG,0.07678497538245174
738,8,IOG,0.09165292089130417
739,8,IOG,0.08595638193336205
740,8,IOG,0.06432465028881115
741,8,IOG,0.035736147154055285
742,8,IOG,0.13207522430481367
743,8,IOG,0.04482156402706354
744,8,IOG,0.23853849536973662
745,8,IOG,0.038472739336288676
746,8,IOG,0.03766380451331176
747,8,IOG,0.02938345026028725
748,8,IOG,0.010112215682076037
749,8,IOG,0.08052456282926082
750,8,IOG,0.10415984746539922
751,8,IOG,0.21667132581806028
752,8,IOG,0.07605712136961348
753,8,IOG,0.13412421763204577
754,8,IOG,0.017139154235219643
755,8,IOG,0.018155388536716364
756,8,IOG,0.12636100805287379
757,8,IOG,0.02338115545189002
758,8,IOG,0.08049321510724199
759,8,IOG,0.1403850245451402
760,8,IOG,0.02979811879035386
761,8,IOG,0.23078305422975778
762,8,IOG,0.2192392548727228
763,8,IOG,0.08311234535589541
764,8,IOG,0.0837268259895363
765,8,IOG,0.005204870079154532
766,8,IOG,0.06116340514831301
767,8,IOG,0.08406743829281897
768,8,IOG,0.06627964756360931
769,8,IOG,0.19127641563867392
770,8,IOG,0.061527284027623204
771,8,IOG,0.015527728441080881
772,8,IOG,0.04906560504929679
773,8,IOG,0.04037949325199996
774,8,IOG,0.0779233796442729
775,8,IOG,0.1730040746697347
776,8,IOG,0.06309973963540072
777,8,IOG,0.1545784444704388
778,8,IOG,0.05777564450572425
779,8,IOG,0.09158315122519468
780,8,IOG,0.0371536179617044
781,8,IOG,0.022405567034856688
782,8,IOG,0.17196596936056005
783,8,IOG,0.019467306742795183
784,8,IOG,0.03838100977535402
785,8,IOG,0.12301971499180074
786,8,IOG,0.03216356935888783
787,8,IOG,0.06674238757487339
788,8,IOG,0.5387080609916041
789,8,IOG,0.007351190215826274
790,8,IOG,0.12156472108869718
791,8,IOG,0.12108618167237484
792,8,IOG,0.057279630378603466
793,8,IOG,0.0806268680536586
794,8,IOG,0.030398266150595606
795,8,IOG,0.06290902532110312
796,8,IOG,0.013469060892167376
797,8,IOG,0.03902806523857835
798,8,IOG,0.23966877481050514
799,8,IOG,0.04960596935626669
800,9,IOG,0.0229329308041319
801,9,IOG,0.04011626230478171
802,9,IOG,0.09618709697882462
803,9,IOG,0.03372775928314058
804,9,IOG,0.17728839379277767
805,9,IOG,0.044205789913565226
806,9,IOG,0.10015265890219036
807,9,IOG,0.09968791579519837
808,9,IOG,0.0757157817103648
809,9,IOG,0.06419251437153588
810,9,IOG,0.14840013863138252
811,9,IOG,0.07079240941708419
812,9,IOG,0.04400534337922759
813,9,IOG,0.04048917118021497
814,9,IOG,0.05188250528033773
815,9,IOG,0.030361287818319937
816,9,IOG,0.045210647371668924
817,9,IOG,0.04464453119430672
818,9,IOG,0.07163724094213698
819,9,IOG,0.2662072883607371
820,9,IOG,0.028694381634008347
821,9,IOG,0.015348797828941569
822,9,IOG,0.03849889964633426
823,9,IOG,0.021094335967614296
