ratio,roi,rf_increase,value,lo,hi
6,mFus,0.4,0.014180139634292438,0.012706137163764866,0.01539271485369053
6,mFus,0.5,0.011236281331894759,0.010662587763677673,0.012595077381253126
6,pFus,0,0.03917193568258533,0.03587468968993106,0.04420414723546626
6,pFus,0.1,0.03064996446932923,0.02665521849867864,0.0326013588387858
6,pFus,0.2,0.023525636644972644,0.02129365964978508,0.02644387958410991
6,pFus,0.3,0.02050444883932407,0.018073732149194683,0.022984885633798358
6,pFus,0.4,0.016617344309207315,0.015313196229944592,0.018917204103514038
6,pFus,0.5,0.014675196725469054,0.013219610853079225,0.016490071388493174
7,IOG,0,0.07025597680985171,0.06264920860215385,0.08079183251725755
7,IOG,0.1,0.04866339895404921,0.04359291942798736,0.05641506018363498
7,IOG,0.2,0.03890854861834456,0.03480951280366938,0.043228298867430404
7,IOG,0.3,0.0314060632266982,0.028758102758061503,0.03341874243705507
7,IOG,0.4,0.027800139341140156,0.023850546223754404,0.030723195195154707
7,IOG,0.5,0.024176218378440514,0.022081881997051026,0.026384014476776504
7,mFus,0,0.028770584206932227,0.025600176513244876,0.031206308101399717
7,mFus,0.1,0.022121045854925032,0.019585887485204883,0.02413865793637143
7,mFus,0.2,0.016185401839951163,0.014488612847216274,0.01793238523241063
7,mFus,0.3,0.014481420724158957,0.013203790239064612,0.015989687125803627
7,mFus,0.4,0.01285667725415889,0.011893950689109476,0.013936773701331364
7,mFus,0.5,0.01021430019120351,0.009773787034096407,0.011070960679550327
7,pFus,0,0.02991159908537221,0.02800898502994213,0.033017385005281
7,pFus,0.1,0.024462421007395655,0.022447281981766074,0.02687893621678492
7,pFus,0.2,0.020151243741670138,0.01862488255688985,0.02295538947576956
7,pFus,0.3,0.017210564592672447,0.015491461023713977,0.018869645383004507
7,pFus,0.4,0.013888871018290092,0.011946239461691946,0.015106757593331643
7,pFus,0.5,0.011995366876649961,0.010699705728290022,0.012825401801729247
8,IOG,0,0.05614827008688007,0.05008330744951508,0.06382175402689347
8,IOG,0.1,0.043366959809392674,0.04010220785897996,0.04868021657030921
8,IOG,0.2,0.032569703414269145,0.029802167478941766,0.03571962609815926
8,IOG,0.3,0.025586226598616167,0.023091436760064185,0.02859101192484733
8,IOG,0.4,0.023003321510382896,0.021022957871994305,0.025177008470751445
8,IOG,0.5,0.019470533519210173,0.017667769040669953,0.021106106968868367
8,mFus,0,0.024880791534762206,0.022976421988758426,0.026660844962505863
8,mFus,0.1,0.019095556386115344,0.01740950999586658,0.02137957254700024
8,mFus,0.2,0.016227206956120257,0.01448189832451932,0.017870984366580696
8,mFus,0.3,0.013133464324220839,0.011951261226862122,0.014841296473725526
8,mFus,0.4,0.011843108628736058,0.010551665125359547,0.012571538738155637
8,mFus,0.5,0.010190544994492543,0.0093619256240349,0.011199073252518489
8,pFus,0,0.02543286325922091,0.022068243004445678,0.028968317033684993
8,pFus,0.1,0.01992555715235534,0.018586110159229993,0.021899259157008747
8,pFus,0.2,0.017566409413812274,0.015375646564954045,0.01907103376956014
8,pFus,0.3,0.014206367038370858,0.012826941826275508,0.015815957470270252
8,pFus,0.4,0.01272294082161677,0.011656195121209136,0.014025221701363765
8,pFus,0.5,0.011022914803347866,0.009921432275728023,0.011960841397752537
9,IOG,0,0.052597146063872224,0.044982743873483055,0.05970661793632847
9,IOG,0.1,0.03693924545173517,0.03390497302367357,0.04060070822227548
9,IOG,0.2,0.030915982578886267,0.028213735792717534,0.03314617300900534
9,IOG,0.3,0.024566287560634004,0.02140382370874156,0.02780605515593176
9,IOG,0.4,0.023106103910241628,0.019976359372206237,0.024880759203117483
9,IOG,0.5,0.017676700145711256,0.01625807257310933,0.01983311865632774
9,mFus,0,0.021051158372575787,0.01920200434695928,0.02304956007233113
9,mFus,0.1,0.017087758467048745,0.015612425390700239,0.018793776463134827
9,mFus,0.2,0.014602010154392513,0.013323400884395882,0.01618022136490536
9,mFus,0.3,0.012164785170994705,0.011060823549089535,0.013387257412478364
9,mFus,0.4,0.010985204731030495,0.009924526404910358,0.011917855623631983
9,mFus,0.5,0.008647949502779868,0.008038832526496937,0.009806863115487239
9,pFus,0,0.022319861883832965,0.019951821476926562,0.026259330961170283
9,pFus,0.1,0.01788050679383845,0.01617132558193942,0.01964757791054942
9,pFus,0.2,0.015040082916196601,0.013676706597545524,0.016475983906562866
9,pFus,0.3,0.012480727776848197,0.011140685329045611,0.013385802218484575
9,pFus,0.4,0.011588257566663087,0.010149809383059982,0.012480961895053957
9,pFus,0.5,0.008524196596297516,0.007697386980357987,0.009774594381697754
