,roi,ratio,n_voxels,gain,rf_increase,value,b_units
0,IOG,1,2,1.0,0.0,0.7671352393863009,1
1,IOG,1,2,1.0,0.0,0.6952776845088509,1
2,IOG,1,2,1.0,0.0,0.13541280490231755,1
3,IOG,1,2,1.0,0.0,1.1838286644707336,1
4,IOG,1,2,1.0,0.0,1.1275133957340335,1
5,IOG,1,2,1.0,0.0,2.7097481313944654,1
6,IOG,1,2,1.0,0.0,0.7714120299493277,1
7,IOG,1,2,1.0,0.0,0.7854464612701588,1
8,IOG,1,2,1.0,0.0,0.0872892790900308,1
9,IOG,1,2,1.0,0.0,4.592861317749092,1
10,IOG,1,2,1.0,0.0,0.3079188146475624,1
11,IOG,1,2,1.0,0.0,0.05764699443110947,1
12,IOG,1,2,1.0,0.0,0.202830928432161,1
13,IOG,1,2,1.0,0.0,0.06837741344771714,1
14,IOG,1,2,1.0,0.0,1.0856468701045985,1
15,IOG,1,2,1.0,0.0,0.20033314721906703,1
16,IOG,1,2,1.0,0.0,0.5588451820677964,1
17,IOG,1,2,1.0,0.0,0.6173682072102178,1
18,IOG,1,2,1.0,0.0,0.4807244605931539,1
19,IOG,1,2,1.0,0.0,0.9762845283727182,1
20,IOG,1,2,1.0,0.0,0.7847807367068189,1
21,IOG,1,2,1.0,0.0,1.789164005804083,1
22,IOG,1,2,1.0,0.0,0.7244870789571012,1
23,IOG,1,2,1.0,0.0,0.037952510968184715,1
24,IOG,1,2,1.0,0.0,0.49482124041440767,1
25,IOG,1,2,1.0,0.0,0.4826638046321515,1
26,IOG,1,2,1.0,0.0,0.7222071372692992,1
27,IOG,1,2,1.0,0.0,0.4244192705580783,1
28,IOG,1,2,1.0,0.0,0.7106610189101592,1
29,IOG,1,2,1.0,0.0,1.5754328604208874,1
30,IOG,1,2,1.0,0.0,0.2515125136171455,1
31,IOG,1,2,1.0,0.0,0.1784353469260019,1
32,IOG,1,2,1.0,0.0,1.781979551328605,1
33,IOG,1,2,1.0,0.0,0.6704586118397147,1
34,IOG,1,2,1.0,0.0,0.4027701486364017,1
35,IOG,1,2,1.0,0.0,1.1625305976820979,1
36,IOG,1,2,1.0,0.0,3.6844395990517214,1
37,IOG,1,2,1.0,0.0,0.7114034364689172,1
38,IOG,1,2,1.0,0.0,0.6609318415732648,1
39,IOG,1,2,1.0,0.0,20.692111388870195,1
40,IOG,1,2,1.0,0.0,2.2989415930762376,1
41,IOG,1,2,1.0,0.0,0.09967924779147806,1
42,IOG,1,2,1.0,0.0,1.2811041625462756,1
43,IOG,1,2,1.0,0.0,1.0264509076346273,1
44,IOG,1,2,1.0,0.0,0.9439983000876051,1
45,IOG,1,2,1.0,0.0,0.07132458940909887,1
46,IOG,1,2,1.0,0.0,0.06639329336051294,1
47,IOG,1,2,1.0,0.0,1.00064418514604,1
48,IOG,1,2,1.0,0.0,4.349647275366428,1
49,IOG,1,2,1.0,0.0,0.16348133468687553,1
50,IOG,1,2,1.0,0.0,0.0221304353072262,1
51,IOG,1,2,1.0,0.0,3.75473654641402,1
52,IOG,1,2,1.0,0.0,0.40630924165786325,1
53,IOG,1,2,1.0,0.0,32.420067315032824,1
54,IOG,1,2,1.0,0.0,37.3760857702838,1
55,IOG,1,2,1.0,0.0,0.17714800652629045,1
56,IOG,1,2,1.0,0.0,0.7750407251383116,1
57,IOG,1,2,1.0,0.0,0.382230606927939,1
58,IOG,1,2,1.0,0.0,0.9048554611720661,1
59,IOG,1,2,1.0,0.0,0.03966678223557678,1
60,IOG,1,2,1.0,0.0,4.126996591091679,1
61,IOG,1,2,1.0,0.0,14.156289393744984,1
62,IOG,1,2,1.0,0.0,0.14559303871438953,1
63,IOG,1,2,1.0,0.0,0.6189905209015801,1
64,IOG,1,2,1.0,0.0,0.5980220861329588,1
65,IOG,1,2,1.0,0.0,1.1642375094075976,1
