ratio,roi,gain,value,lo,hi
8,mFus,2.5,0.043575433036033534,0.037682513698567975,0.05012156365843584
8,mFus,3,0.04857131809539164,0.04114812431737346,0.055846348582901786
8,mFus,3.5,0.050409476254875504,0.043597061951471214,0.055218392940634714
8,mFus,4,0.049694342904375105,0.03714354362558489,0.055348406927286604
8,pFus,1,0.0314677086884506,0.02874636680596952,0.03584715120545708
8,pFus,1.5,0.028116724233102908,0.026125629337704487,0.031204073365988433
8,pFus,2,0.026870803543805673,0.024500501704314046,0.028966435517624792
8,pFus,2.5,0.025685328138399847,0.021431736631187453,0.026918659988780073
8,pFus,3,0.02687105305615013,0.023079135376536688,0.028691855222820403
8,pFus,3.5,0.026385424772499413,0.023274351030345287,0.029185368595913447
8,pFus,4,0.0258209758330855,0.017979813021093936,0.028953725068839736
9,IOG,1,0.1267387038528982,0.11140071931241921,0.14407250795920803
9,IOG,1.5,0.08374974927503775,0.07379179797337039,0.0968902031393073
9,IOG,2,0.07692369952711725,0.0682226339265708,0.08728185905703253
9,IOG,2.5,0.07642660843876309,0.06760317374211473,0.08553396715732911
9,IOG,3,0.0782425777160738,0.07189845027878787,0.08964342599783849
9,IOG,3.5,0.07722454893035852,0.06691635708974143,0.09140679572897548
9,IOG,4,0.07954293862437956,0.069218970506534,0.09042012219928969
9,mFus,1,0.055612502867026174,0.050057391835910015,0.06316890761459754
9,mFus,1.5,0.03986507319590915,0.03583977489852294,0.044814940003999056
9,mFus,2,0.03976114244199416,0.03448423187358147,0.045601609545167614
9,mFus,2.5,0.039890571176025416,0.03508608028239821,0.04553003819926598
9,mFus,3,0.04231435690505519,0.03581712125865685,0.05045638408892604
9,mFus,3.5,0.04536488692991877,0.03928962060713626,0.05388404875428715
9,mFus,4,0.048167130171419506,0.03842455228850316,0.053996031737545636
9,pFus,1,0.03031170904890424,0.027578368966936065,0.03485013460060455
9,pFus,1.5,0.021386818652438716,0.019004611150884893,0.02421354258630834
9,pFus,2,0.02451314833529114,0.021155808593245937,0.026427038021565097
9,pFus,2.5,0.021597315789892255,0.017421678716409067,0.025927646138457435
9,pFus,3,0.023206252448860726,0.01768051165285642,0.02590674886803709
9,pFus,3.5,0.02388995120869833,0.014413599775181803,0.025912333336502145
9,pFus,4,0.022433750275346442,0.014380982852946578,0.026751385258508304
