ratio,roi,gain,value,lo,hi
5,mFus,3.5,0.03552433411898577,0.03432931353940419,0.041233110650599675
5,mFus,4,0.03798937516004854,0.03434485935019725,0.04807630716508022
5,pFus,1,0.05240396541684614,0.04649554638714824,0.056646164028362186
5,pFus,1.5,0.04048454785687931,0.036871840546835746,0.04657115820546866
5,pFus,2,0.04191277886816225,0.03538410091833728,0.04819552484692848
5,pFus,2.5,0.04232562920570129,0.03575227943219322,0.0471403093018668
5,pFus,3,0.04901367814114192,0.036588305356970614,0.05457946018738487
5,pFus,3.5,0.050935351794358354,0.04052407994131747,0.05460191397792172
5,pFus,4,0.052012672941326554,0.03729398993300788,0.05646260212099278
6,IOG,1,0.08206972705745136,0.07441811330509304,0.09544309482622061
6,IOG,1.5,0.07725867609950754,0.06748121638163397,0.08447420629315694
6,IOG,2,0.06884511470384788,0.06236165657822457,0.08046139034536913
6,IOG,2.5,0.0781950068022543,0.07016858857622531,0.08632500413181707
6,IOG,3,0.08029418325555115,0.06885020517134095,0.088730109772017507
6,IOG,3.5,0.08205911040692544,0.0715799246288248,0.09095948075841453
6,IOG,4,0.08232354366050319,0.0696470596751344,0.09069348057236788
6,mFus,1,0.03093029498548737,0.027569826626145558,0.033581157759855734
6,mFus,1.5,0.026468444159956597,0.02370670475529627,0.029149704347768722
6,mFus,2,0.026123070625912632,0.023835576060721245,0.03058322913518695
6,mFus,2.5,0.027092330441142138,0.024513933179670475,0.03127189100683336
6,mFus,3,0.028278458693113122,0.025732404780821946,0.03230091514784419
6,mFus,3.5,0.02997033158159985,0.02688997858193346,0.03435491681006447
6,mFus,4,0.03432931433310654,0.026865591094620028,0.03518496729808168
6,pFus,1,0.039013403386449194,0.03446291400099556,0.04515998982367984
6,pFus,1.5,0.03041941292332601,0.026372517332357737,0.035119094081104765
6,pFus,2,0.02995367050754093,0.027293368270830225,0.033769055206903015
6,pFus,2.5,0.03067121940482151,0.027680546008599878,0.03657627424843037
6,pFus,3,0.03547442394704857,0.029784853564073933,0.04123186557723489
6,pFus,3.5,0.03444933626703564,0.02960421502211933,0.03643001681855215
6,pFus,4,0.034994019333185716,0.02921880169310033,0.04144340783826461
7,IOG,1,0.07114464680363614,0.060667379260230574,0.07910915626898515
7,IOG,1.5,0.0595351479601557,0.053445790531320314,0.06511595798290636
7,IOG,2,0.05999584646867547,0.05460421216995974,0.06832684566754224
7,IOG,2.5,0.06386060421272088,0.05740072798833344,0.07000909623273346
7,IOG,3,0.06733235601244283,0.060027981813559624,0.07563214948691487
7,IOG,3.5,0.06720182277410208,0.06053092764016687,0.08028736043293253
7,IOG,4,0.06688532442385631,0.05974434893654788,0.07704620936131693
7,mFus,1,0.02753789196003089,0.024942413124924696,0.029801217480972572
7,mFus,1.5,0.023899042749409946,0.021094146063218397,0.026011747111421856
7,mFus,2,0.022324686576407245,0.02007159833317572,0.025451562950995377
7,mFus,2.5,0.02567087106609533,0.021770736944183994,0.027604334339611607
7,mFus,3,0.025808497848356843,0.02387300110677943,0.027754107800888356
7,mFus,3.5,0.02687107425541742,0.025679419622665508,0.029931994261567986
7,mFus,4,0.0273470010130824,0.02450867427014872,0.032218283742221646
7,pFus,1,0.03329899367173704,0.02976123233766144,0.03680354948833536
7,pFus,1.5,0.02357989347065974,0.02070380126140105,0.027697722847344758
7,pFus,2,0.02246096189186675,0.019451800247072947,0.02568068355323997
7,pFus,2.5,0.021598281622490285,0.01889598591815599,0.0257319021141543
7,pFus,3,0.025799165620126838,0.022691104659951264,0.027646613470729955
7,pFus,3.5,0.025717956446340236,0.017970674702228445,0.026938868701888344
7,pFus,4,0.026850513146687273,0.02422359708385219,0.030380790854182913
8,IOG,1,0.056435570049417474,0.05188324240977853,0.0621469977286243
8,IOG,1.5,0.05076870036421182,0.0436544803719196,0.05727434666225066
8,IOG,2,0.049714201056601834,0.04311161124454718,0.055088932760566256
8,IOG,2.5,0.0489951875606117,0.041321194526250375,0.05553298307258334
8,IOG,3,0.056075448352446614,0.04867779741642981,0.06062270165037181
8,IOG,3.5,0.055812571402556896,0.051540371660731554,0.06165579139939933
8,IOG,4,0.058623940922463674,0.0544448773742437,0.06252980070016788
8,mFus,1,0.023010146155727572,0.021094011588780947,0.024557370705665306
8,mFus,1.5,0.02149086056906027,0.019033966781797754,0.024020273097142608
8,mFus,2,0.020374512207089034,0.01810203869131887,0.023049355343713336
8,mFus,2.5,0.020526538878371293,0.01798797355341622,0.024945684542903614
8,mFus,3,0.025764690746682903,0.021205167857368215,0.02762523489334997
8,mFus,3.5,0.0263536401633439,0.023525137475103618,0.029534604318008337
8,mFus,4,0.022575763483361596,0.014372364421819338,0.026919729394353428
8,pFus,1,0.025112358543530354,0.023102419276929135,0.027853212517595538
8,pFus,1.5,0.019799191359278455,0.017922513987609596,0.023040452139403415
8,pFus,2,0.018729433594797076,0.016532124293206055,0.021588956714936457
8,pFus,2.5,0.020806642976523966,0.01707670603643555,0.02553411933553483
8,pFus,3,0.02050611615712649,0.014383915951337443,0.0257200667657468
8,pFus,3.5,0.017582555708760328,0.0143398113553896,0.025718448761262384
8,pFus,4,0.01463584472389776,0.01433981092445415,0.025693561002500396
9,IOG,1,0.04948233174587012,0.04461732466662752,0.053980497038962044
9,IOG,1.5,0.04178681051114013,0.03726592547023972,0.048491213156219515
9,IOG,2,0.04183195616944633,0.03850180441673755,0.04544931801712147
9,IOG,2.5,0.04671418684538432,0.04085114400004024,0.05155041135827773
9,IOG,3,0.05034998910052199,0.0395713172467587,0.05628867730823922
9,IOG,3.5,0.05390497361708529,0.042552480742612385,0.056588309060616536
9,IOG,4,0.05289781852072778,0.03955363836704198,0.057379561960446704
9,mFus,1,0.02293793378055747,0.019845946997405273,0.026022500917034005
9,mFus,1.5,0.018482317927626658,0.016874867973317532,0.021081661242662766
9,mFus,2,0.01722475549385316,0.015265712493570973,0.019442169362183584
9,mFus,2.5,0.016423461280648876,0.013876802498995373,0.02169812444435865
9,mFus,3,0.017985239092028923,0.014188410461942629,0.023912254571998387
9,mFus,3.5,0.014368869908014902,0.014339810154050857,0.01758757167124237
9,mFus,4,0.014375858617126248,0.014339811369277113,0.025677462094683506
9,pFus,1,0.02213640709254718,0.01997463476007868,0.025499166753185483
9,pFus,1.5,0.01678225603467959,0.015259101597101957,0.02028290723055446
9,pFus,2,0.01713105857154499,0.013161460901981052,0.019953180467749295
9,pFus,2.5,0.01320878748129126,0.010305463295796269,0.016145592083556315
9,pFus,3,0.01639835196740083,0.011912662566060404,0.023529413267648965
9,pFus,3.5,0.01144327418640193,0.007267380946082472,0.014360499080476043
9,pFus,4,0.013292199956033476,0.007259488992938379,0.014363633670989997
