subject,session,morph_type,morph,pos,ecc,rt,response_identity,third_option
s10,1,ac,50,1,7,0.76805,a,0
s10,1,ab,100,3,7,0.61776,b,0
s10,1,ac,83,3,7,0.71799,c,0
s10,1,bc,0,3,7,0.76802,b,0
s10,1,ac,83,7,7,0.73466,c,0
s10,1,ac,100,1,7,0.76803,b,1
s10,1,ac,100,3,7,0.80141,c,0
s10,1,ac,0,7,7,0.75134,a,0
s10,1,ac,0,5,7,0.60114,a,0
s10,1,ab,33,7,7,0.63449,a,0
s10,1,ac,33,3,7,0.61776,a,0
s10,1,bc,83,1,7,0.98508,a,1
s10,1,ac,67,3,7,0.58442,a,0
s10,1,ab,67,3,7,0.73465,a,0
s10,1,ab,50,1,7,0.65116,a,0
s10,1,ab,0,7,7,0.65114,a,0
s10,1,bc,0,1,7,0.80149,b,0
s10,1,ab,50,3,7,0.63449,a,0
s10,1,ab,100,1,7,0.70129,b,0
s10,1,bc,67,3,7,0.85155,b,0
s10,1,bc,50,1,7,0.71802,b,0
s10,1,ab,67,7,7,0.90154,a,0
s10,1,ab,0,3,7,0.60102,a,0
s10,1,ac,0,1,7,0.68455,a,0
s10,1,ac,33,5,7,0.63447,a,0
s10,1,bc,100,5,7,0.60114,c,0
s10,1,bc,50,3,7,0.73462,b,0
s10,1,bc,100,7,7,0.5844,c,0
s10,1,ab,33,3,7,0.58433,a,0
s10,1,ab,17,3,7,0.60105,a,0
s10,1,ac,17,3,7,0.51779,a,0
s10,1,bc,67,7,7,0.83486,c,0
s10,1,ac,17,5,7,0.56768,a,0
s10,1,ac,0,3,7,0.63444,a,0
s10,1,ac,83,3,7,0.7847,c,0
s10,1,bc,67,1,7,0.71797,b,0
s10,1,bc,0,7,7,0.81813,b,0
s10,1,bc,33,7,7,0.60109,b,0
s10,1,ac,17,7,7,0.56772,a,0
s10,1,ab,83,3,7,0.70127,b,0
s10,1,ac,67,3,7,0.71796,a,0
s10,1,ab,100,7,7,0.61782,b,0
s10,1,ac,50,7,7,0.6678,a,0
s10,1,ab,67,7,7,0.68453,b,0
s10,1,ab,50,5,7,1.0184,b,0
s10,1,bc,33,5,7,1.3357,b,0
s10,1,ab,83,1,7,0.7514,b,0
s10,1,ab,83,5,7,0.6679,b,0
s10,1,ab,67,3,7,1.0519,b,0
s10,1,ac,0,5,7,0.66785,a,0
s10,1,bc,100,1,7,0.75135,c,0
s10,1,bc,17,1,7,0.70125,b,0
s10,1,bc,17,7,7,0.65113,b,0
s10,1,bc,67,3,7,0.71794,b,0
s10,1,ac,50,3,7,1.1354,a,0
s10,1,bc,50,1,7,0.63451,b,0
s10,1,ab,50,7,7,0.71797,a,0
s10,1,ac,100,7,7,0.71792,c,0
s10,1,ab,100,1,7,0.7347,b,0
s10,1,bc,50,3,7,0.6679,b,0
s10,1,ab,33,1,7,0.61776,a,0
s10,1,ac,0,7,7,0.66787,a,0
s10,1,ac,67,5,7,0.71801,c,0
s10,1,ab,17,3,7,0.85148,a,0
s10,1,bc,17,3,7,0.61776,b,0
s10,1,bc,50,5,7,0.6011,b,0
s10,1,ab,100,5,7,0.53465,b,0
s10,1,ab,83,7,7,0.83482,b,0
s10,1,ac,100,3,7,0.78473,c,0
s10,1,bc,0,5,7,0.61774,b,0
s10,1,ac,100,5,7,0.6512,c,0
s10,1,ac,33,7,7,0.8014,a,0
s10,1,bc,100,3,7,0.63446,c,0
s10,1,ab,67,1,7,0.55096,b,0
s10,1,ac,100,1,7,0.83482,c,0
s10,1,bc,83,5,7,0.61771,c,0
s10,1,bc,50,7,7,0.61782,c,0
s10,1,ab,0,1,7,0.61781,a,0
s10,1,ab,0,3,7,0.88491,a,0
s10,1,ab,17,7,7,0.53427,a,0
s10,1,bc,100,7,7,0.55098,c,0
s10,1,ac,50,1,7,0.5844,a,0
s10,1,ab,33,7,7,0.60098,a,0
s10,1,ac,0,1,7,0.68457,a,0
s10,1,bc,83,7,7,0.58435,c,0
s10,1,ab,50,3,7,0.65116,a,0
s10,1,bc,17,5,7,0.60108,b,0
s10,1,bc,33,1,7,1.0185,b,0
s10,1,ab,50,1,7,1.3357,a,0
s10,1,ac,67,7,7,1.0352,a,0
s10,1,ab,17,1,7,0.58438,a,0
s10,1,ac,33,5,7,0.7013,a,0
s10,1,ac,33,1,7,0.50095,a,0
s10,1,ac,67,1,7,0.98511,c,0
s10,1,bc,33,3,7,0.63444,b,0
s10,1,bc,83,3,7,0.56768,c,0
s10,1,ac,33,3,7,0.68461,a,0
s10,1,ac,50,5,7,1.0352,a,0
s10,1,ac,83,7,7,0.78493,c,0
s10,1,ac,83,1,7,1.8032,c,0
s10,1,ab,0,7,7,0.40072,a,0
s10,1,bc,67,5,7,0.71792,c,0
s10,1,ab,17,5,7,0.61775,a,0
s10,1,ab,0,5,7,0.56769,a,0
s10,1,ac,17,1,7,0.50095,a,0
s10,1,ab,67,5,7,0.71793,b,0
s10,1,ab,33,5,7,0.78475,a,0
s10,1,bc,0,1,7,0.75136,b,0
s10,1,ab,100,3,7,0.88495,b,0
s10,1,bc,83,1,7,1.0686,c,0
s10,1,ac,83,5,7,0.61775,c,0
s10,1,ab,33,3,7,0.63447,a,0
s10,1,bc,100,5,7,0.68453,c,0
s10,1,bc,0,3,7,0.601,b,0
s10,1,bc,100,1,7,1.3691,b,0
s10,1,ab,50,3,7,0.80153,a,0
s10,1,ab,0,1,7,0.56765,b,0
s10,1,ac,33,1,7,0.50089,a,0
s10,1,ab,83,5,7,0.63446,b,0
s10,1,ab,83,1,7,0.63447,b,0
s10,1,bc,67,1,7,0.45095,b,0
s10,1,ab,83,7,7,0.60105,b,0
s10,1,bc,33,5,7,0.71793,b,0
s10,1,ab,100,3,7,0.68452,b,0
s10,1,ac,50,1,7,0.6345,a,0
s10,1,bc,100,7,7,0.71792,c,0
s10,1,ac,67,5,7,0.63444,c,0
s10,1,bc,33,7,7,0.68458,b,0
s10,1,ac,67,1,7,0.71799,a,0
s10,1,bc,0,3,7,0.5513,b,0
s10,1,bc,100,5,7,0.96837,c,0
s10,1,ab,50,7,7,0.78476,b,0
s10,1,bc,50,1,7,0.70121,b,0
s10,1,ab,33,5,7,0.73461,a,0
s10,1,ac,100,7,7,0.551,c,0
s10,1,ac,0,3,7,0.61779,a,0
s10,1,ab,33,7,7,0.75132,a,0
s10,1,ac,50,3,7,0.80139,a,0
s10,1,bc,83,5,7,0.55102,c,0
s10,1,ac,100,3,7,0.81827,c,0
s10,1,ac,50,5,7,0.73482,a,0
s10,1,ac,17,5,7,0.53432,a,0
s10,1,bc,50,3,7,0.68452,c,0
s10,1,ac,17,3,7,0.55102,a,0
s10,1,bc,67,3,7,0.7179,c,0
s10,1,bc,67,7,7,0.55096,c,0
s10,1,bc,83,7,7,0.51759,c,0
s10,1,bc,33,1,7,0.80148,b,0
s10,1,bc,17,7,7,0.71798,b,0
s10,1,ab,67,7,7,0.80173,b,0
s10,1,ab,0,7,7,0.55105,a,0
s10,1,ac,0,5,7,0.48421,a,0
s10,1,ab,50,5,7,0.83478,b,0
s10,1,ac,83,1,7,1.3023,b,1
s10,1,ab,0,5,7,0.48415,a,0
s10,1,ab,67,5,7,0.80142,b,0
s10,1,bc,0,7,7,0.63449,b,0
s10,1,ac,0,1,7,0.56772,a,0
s10,1,ab,100,1,7,0.71792,b,0
s10,1,bc,67,5,7,0.73468,b,0
s10,1,ab,33,3,7,0.50087,a,0
s10,1,ab,17,3,7,0.48423,a,0
s10,1,ab,17,5,7,0.60134,a,0
s10,1,ac,0,7,7,0.48419,a,0
s10,1,bc,83,3,7,0.65112,b,0
s10,1,bc,17,3,7,0.56771,b,0
s10,1,ac,67,7,7,0.81811,c,0
s10,1,bc,83,1,7,0.76808,a,1
s10,1,bc,0,5,7,0.60108,b,0
s10,1,ac,17,1,7,0.51756,a,0
s10,1,ac,50,7,7,0.60104,c,0
s10,1,ab,83,3,7,0.56767,b,0
s10,1,ac,100,5,7,0.55098,c,0
s10,1,ab,67,3,7,0.61776,b,0
s10,1,ac,83,5,7,0.56773,c,0
s10,1,ac,67,3,7,1.1187,a,0
s10,1,bc,0,1,7,0.78483,b,0
s10,1,ab,0,3,7,0.53434,a,0
s10,1,ac,83,3,7,0.78466,c,0
s10,1,ac,33,7,7,0.8515,a,0
s10,1,bc,17,5,7,1.0018,b,0
s10,1,bc,50,7,7,0.71797,c,0
s10,1,ab,33,1,7,0.53434,a,0
s10,1,ab,100,7,7,0.58439,b,0
s10,1,ab,100,5,7,0.73471,b,0
s10,1,bc,33,3,7,0.63449,b,0
s10,1,bc,50,5,7,0.5343,b,0
s10,1,ab,17,7,7,0.61776,a,0
s10,1,ac,33,3,7,0.66785,a,0
s10,1,ab,50,1,7,0.80139,a,0
s10,1,ac,100,1,7,1.2355,a,0
s10,1,ac,83,7,7,0.66781,c,0
s10,1,ab,17,1,7,0.50085,a,0
s10,1,ac,33,5,7,0.68447,a,0
s10,1,bc,17,1,7,0.61774,b,0
s10,1,ab,67,1,7,0.73462,b,0
s10,1,bc,100,3,7,0.78476,c,0
s10,1,ac,17,7,7,0.58434,a,0
s10,1,bc,0,7,7,0.70126,b,0
s10,1,ac,100,1,7,0.80143,c,0
s10,1,bc,50,7,7,0.65117,b,0
s10,1,ac,17,5,7,0.53429,a,0
s10,1,bc,67,1,7,0.55094,b,0
s10,1,bc,33,3,7,0.55099,b,0
s10,1,bc,100,5,7,0.61774,a,1
s10,1,ab,100,3,7,0.63447,b,0
s10,1,ab,33,7,7,0.80139,a,0
s10,1,ac,83,3,7,0.60113,c,0
s10,1,ab,17,1,7,0.63445,a,0
s10,1,bc,17,5,7,1.0352,b,0
s10,1,ac,83,7,7,0.60112,c,0
s10,1,ac,83,1,7,1.1187,c,0
s10,1,bc,17,7,7,0.71795,b,0
s10,1,ab,0,1,7,0.5176,a,0
s10,1,ab,33,1,7,0.5176,a,0
s10,1,ac,0,3,7,0.55101,a,0
s10,1,ab,50,3,7,0.55098,a,0
s10,1,ab,67,1,7,0.65117,b,0
s10,1,bc,0,3,7,0.75139,b,0
s10,1,ab,67,7,7,0.75136,b,0
s10,1,ac,33,1,7,0.96841,a,0
s10,1,ab,67,3,7,0.78476,b,0
s10,1,ac,50,5,7,1.3524,c,0
s10,1,bc,17,3,7,0.63447,b,0
s10,1,bc,67,3,7,1.3023,a,1
s10,1,bc,100,3,7,0.63446,c,0
s10,1,ac,0,7,7,0.7514,a,0
s10,1,ab,83,7,7,0.63445,b,0
s10,1,ab,0,3,7,0.50095,a,0
s10,1,ac,0,1,7,0.55103,a,0
s10,1,ab,17,7,7,0.51762,a,0
s10,1,ab,50,5,7,0.6177,b,0
s10,1,bc,83,1,7,0.76809,c,0
s10,1,ac,50,1,7,0.61782,a,0
s10,1,ac,33,3,7,0.60108,a,0
s10,1,bc,33,1,7,0.80144,b,0
s10,1,bc,17,1,7,0.60115,b,0
s10,1,ab,33,3,7,0.55099,a,0
s10,1,ab,0,5,7,0.75135,a,0
s10,1,bc,33,7,7,0.51761,b,0
s10,1,ab,33,5,7,0.5844,a,0
s10,1,ac,0,5,7,0.51758,a,0
s10,1,bc,67,5,7,0.66785,b,0
s10,1,bc,100,1,7,0.80137,c,0
s10,1,ac,67,3,7,0.70135,a,0
s10,1,ac,33,5,7,0.85147,a,0
s10,1,ac,100,3,7,0.95173,b,1
s10,1,ab,50,7,7,0.93468,a,0
s10,1,ab,100,1,7,0.65114,b,0
s10,1,ab,50,1,7,0.58434,a,0
s10,1,bc,0,5,7,0.58442,b,0
s10,1,bc,33,5,7,0.53432,b,0
s10,1,bc,100,7,7,0.76804,c,0
s10,1,ab,67,5,7,0.70128,b,0
s10,1,bc,50,5,7,0.70122,c,0
s10,1,ab,17,5,7,0.70124,a,0
s10,1,bc,67,7,7,0.66787,c,0
s10,1,ac,67,1,7,0.68455,c,0
s10,1,ac,67,7,7,0.58443,c,0
s10,1,ac,100,7,7,0.55096,c,0
s10,1,bc,50,1,7,0.93504,b,0
s10,1,ac,67,5,7,0.66778,c,0
s10,1,bc,50,3,7,0.7179,b,0
s10,1,ac,50,7,7,0.6344,c,0
s10,1,bc,83,5,7,0.51763,c,0
s10,1,ab,83,5,7,0.96843,b,0
s10,1,ac,17,7,7,1.0018,a,0
s10,1,bc,0,1,7,0.66787,b,0
s10,1,bc,83,3,7,0.63448,b,0
s10,1,ab,83,1,7,0.9517,c,1
s10,1,ab,17,3,7,0.75139,a,0
s10,1,ab,100,7,7,0.6512,b,0
s10,1,ac,100,5,7,0.61776,c,0
s10,1,ab,100,5,7,0.61777,b,0
s10,1,ac,17,3,7,0.56766,a,0
s10,1,ac,33,7,7,0.95169,a,0
s10,1,ac,17,1,7,0.78475,a,0
s10,1,bc,83,7,7,1.0686,c,0
s10,1,ab,0,7,7,0.6845,a,0
s10,1,ab,83,3,7,0.58442,b,0
s10,1,ac,50,3,7,0.56765,a,0
s10,1,ac,83,5,7,0.50088,c,0
s10,1,ab,0,7,7,0.63447,a,0
s10,1,ac,100,7,7,0.71798,c,0
s10,1,ab,33,7,7,0.60106,a,0
s10,1,ac,67,7,7,0.68457,c,0
s10,1,ac,0,5,7,0.60104,c,0
s10,1,ab,100,5,7,0.98503,b,0
s10,1,bc,33,7,7,0.91821,b,0
s10,1,ab,50,7,7,0.8849,a,0
s10,1,ac,17,1,7,0.50088,a,0
s10,1,ab,50,1,7,0.55099,a,0
s10,1,ab,100,1,7,0.80141,b,0
s10,1,ab,67,5,7,0.73466,b,0
s10,1,bc,33,1,7,0.70127,b,0
s10,1,ac,83,3,7,0.78479,c,0
s10,1,bc,33,5,7,0.73469,b,0
s10,1,ac,50,5,7,0.65116,c,0
s10,1,ab,83,1,7,0.70123,b,0
s10,1,ac,83,1,7,0.66787,c,0
s10,1,bc,83,5,7,0.5343,c,0
s10,1,bc,100,7,7,0.71791,c,0
s10,1,ac,0,7,7,0.65112,a,0
s10,1,ab,83,5,7,0.71797,b,0
s10,1,ac,17,3,7,0.61777,a,0
s10,1,ab,100,3,7,0.68456,b,0
s10,1,ac,67,1,7,0.71801,c,0
s10,1,ab,33,1,7,0.6845,a,0
s10,1,ab,67,1,7,0.70123,b,0
s10,1,ac,100,1,7,0.6679,c,0
s10,1,bc,67,3,7,0.95175,a,1
s10,1,ab,0,3,7,0.51759,c,1
s10,1,bc,67,7,7,0.78479,b,0
s10,1,ac,0,3,7,0.61781,a,0
s10,1,ab,17,3,7,0.51755,a,0
s10,1,bc,0,5,7,0.66783,b,0
s10,1,ac,17,5,7,0.51753,b,1
s10,1,bc,50,3,7,1.6195,b,0
s10,1,ac,33,1,7,0.53426,a,0
s10,1,bc,50,5,7,0.58441,b,0
s10,1,ab,17,5,7,0.66788,a,0
s10,1,ab,17,1,7,0.45079,a,0
s10,1,ab,33,5,7,0.71793,a,0
s10,1,ab,50,5,7,0.65112,b,0
s10,1,ac,33,5,7,0.6178,a,0
s10,1,ac,17,7,7,0.50088,a,0
s10,1,bc,100,3,7,0.56769,b,0
s10,1,bc,0,3,7,0.65115,b,0
s10,1,ab,100,7,7,0.73463,b,0
s10,1,bc,100,1,7,1.0018,c,0
s10,1,ab,0,1,7,0.56768,a,0
s10,1,bc,50,1,7,0.78469,b,0
s10,1,ab,67,3,7,0.48421,b,0
s10,1,bc,83,7,7,0.61775,c,0
s10,1,bc,17,5,7,0.70124,b,0
s10,1,ac,50,1,7,1.4526,c,0
s10,1,bc,0,7,7,0.75135,b,0
s10,1,bc,17,1,7,0.61782,b,0
s10,1,bc,50,7,7,0.91836,c,0
s10,1,bc,67,5,7,0.58435,c,0
s10,1,ac,83,5,7,0.5343,c,0
s10,1,ac,67,3,7,0.61775,c,0
s10,1,ac,100,5,7,0.58437,c,0
s10,1,ac,50,7,7,0.46749,c,0
s10,1,bc,17,3,7,0.83486,b,0
s10,1,bc,0,1,7,0.90161,b,0
s10,1,ac,67,5,7,0.55117,c,0
s10,1,bc,33,3,7,0.83489,b,0
s10,1,ab,50,3,7,1.5027,b,0
s10,1,ab,67,7,7,0.60108,c,1
s10,1,ab,83,7,7,0.93499,b,0
s10,1,ab,17,7,7,0.78475,a,0
s10,1,bc,67,1,7,0.70124,c,0
s10,1,ac,0,1,7,0.55098,a,0
s10,1,ac,100,3,7,0.68454,c,0
s10,1,ab,33,3,7,0.71795,a,0
s10,1,bc,83,3,7,1.6195,a,1
s10,1,bc,83,1,7,0.73463,b,0
s10,1,ac,83,7,7,0.91829,c,0
s10,1,bc,100,5,7,0.48421,c,0
s10,1,ac,33,3,7,0.55098,a,0
s10,1,ab,0,5,7,0.46754,a,0
s10,1,ab,83,3,7,0.91835,b,0
s10,1,ac,33,7,7,0.63453,a,0
s10,1,bc,17,7,7,0.80135,b,0
s10,1,ac,50,3,7,0.75133,a,0
s10,1,ab,83,7,7,0.75138,b,0
s10,1,ab,50,1,7,0.60105,b,0
s10,1,ac,50,7,7,0.70121,c,0
s10,1,ac,100,7,7,0.5677,c,0
s10,1,ac,50,3,7,0.71796,a,0
s10,1,ac,50,5,7,0.98508,b,1
s10,1,ac,0,3,7,0.51758,b,1
s10,1,ac,100,3,7,0.86819,c,0
s10,1,ab,33,3,7,0.50081,a,0
s10,1,bc,83,7,7,0.56767,c,0
s10,1,bc,67,3,7,0.8014,c,0
s10,1,ac,100,1,7,0.76804,c,0
s10,1,ab,100,7,7,0.76804,b,0
s10,1,bc,100,1,7,0.66785,c,0
s10,1,bc,33,3,7,0.88495,b,0
s10,1,ac,50,1,7,1.2189,a,0
s10,1,ab,50,5,7,0.81809,a,0
s10,1,ab,33,7,7,0.73463,a,0
s10,1,ab,100,5,7,0.73464,b,0
s10,1,ac,0,1,7,0.5844,a,0
s10,1,bc,50,1,7,0.73464,b,0
s10,1,ab,100,1,7,0.56762,b,0
s10,1,ab,33,1,7,0.63446,a,0
s10,1,ab,67,3,7,0.76804,b,0
s10,1,ac,67,5,7,0.63443,c,0
s10,1,bc,33,1,7,0.61777,b,0
s10,1,bc,0,7,7,0.66784,b,0
s10,1,ab,17,1,7,0.55098,a,0
s10,1,ab,67,7,7,0.66786,b,0
s10,1,bc,17,3,7,0.60105,b,0
s10,1,ac,67,1,7,0.78497,c,0
s10,1,bc,100,3,7,0.6012,c,0
s10,1,ab,100,3,7,0.60106,b,0
s10,1,bc,0,3,7,0.45089,b,0
s10,1,bc,50,5,7,0.66789,b,0
s10,1,ab,83,5,7,0.43413,b,0
s10,1,ab,50,7,7,1.319,a,0
s10,1,ac,67,3,7,0.93499,c,0
s10,1,ac,17,1,7,0.6846,a,0
s10,1,ab,0,7,7,0.93495,a,0
s10,1,bc,83,1,7,0.83479,c,0
s10,1,ab,17,7,7,0.60107,a,0
s10,1,ac,33,5,7,0.85152,a,0
s10,1,ab,0,1,7,0.5343,a,0
s10,1,ab,0,3,7,0.55096,a,0
s10,1,ac,33,1,7,0.45078,a,0
s10,1,ac,17,5,7,0.55096,a,0
s10,1,ab,33,5,7,0.76804,a,0
s10,1,bc,83,5,7,0.58438,c,0
s10,1,ac,83,1,7,1.9367,a,0
s10,1,ac,17,3,7,0.58438,a,0
s10,1,ac,0,7,7,0.66787,a,0
s10,1,ac,17,7,7,0.56768,a,0
s10,1,bc,50,3,7,0.88492,b,0
s10,1,ab,17,3,7,0.63447,a,0
s10,1,ab,83,1,7,0.90167,b,0
s10,1,ab,67,1,7,1.1855,b,0
s10,1,ac,100,5,7,0.80146,c,0
s10,1,ab,83,3,7,0.75138,b,0
s10,1,ac,33,3,7,0.55095,b,1
s10,1,ab,67,5,7,0.65116,b,0
s10,1,ab,17,5,7,0.4174,b,0
s10,1,bc,100,5,7,0.66787,c,0
s10,1,ab,50,3,7,0.68458,a,0
s10,1,bc,17,7,7,1.0352,b,0
s10,1,ac,67,7,7,0.63446,c,0
s10,1,bc,67,1,7,0.86825,b,0
s10,1,bc,17,1,7,0.63447,b,0
s10,1,ac,83,3,7,0.56766,a,0
s10,1,bc,33,5,7,0.70125,b,0
s10,1,bc,17,5,7,0.53435,b,0
s10,1,bc,0,1,7,0.60108,b,0
s10,1,bc,100,7,7,0.60106,c,0
s10,1,bc,50,7,7,0.66785,b,0
s10,1,ab,0,5,7,0.75135,a,0
s10,1,bc,67,5,7,0.6178,c,0
s10,1,bc,83,3,7,0.63464,c,0
s10,1,bc,0,5,7,0.65116,b,0
s10,1,ac,83,5,7,0.51759,c,0
s10,1,ac,0,5,7,0.58434,a,0
s10,1,bc,33,7,7,0.70123,b,0
s10,1,ac,83,7,7,0.61779,c,0
s10,1,bc,67,7,7,0.4842,c,0
s10,1,ac,33,7,7,0.50087,c,0
s10,1,ac,83,1,7,1.3858,c,0
s10,1,ab,67,5,7,0.6679,b,0
s10,1,ab,100,5,7,0.45084,b,0
s10,1,bc,33,1,7,0.63448,b,0
s10,1,bc,0,3,7,0.50093,b,0
s10,1,ac,33,7,7,0.63448,a,0
s10,1,bc,100,7,7,0.65119,c,0
s10,1,ab,33,1,7,0.58438,a,0
s10,1,ac,0,7,7,0.73468,a,0
s10,1,ac,17,1,7,0.56772,a,0
s10,1,ab,67,7,7,0.70128,b,0
s10,1,bc,17,1,7,0.93501,b,0
s10,1,bc,67,1,7,1.0686,c,0
s10,1,ac,17,3,7,0.61776,a,0
s10,1,bc,17,5,7,0.60103,b,0
s10,1,ac,33,5,7,0.55099,a,0
s10,1,bc,17,7,7,0.68455,b,0
s10,1,ac,33,1,7,0.65118,a,0
s10,1,bc,0,7,7,0.70127,b,0
s10,1,bc,17,3,7,1.0018,b,0
s10,1,bc,100,3,7,0.68456,c,0
s10,1,bc,83,3,7,0.9016,c,0
s10,1,ab,83,7,7,0.5844,b,0
s10,1,ac,100,7,7,0.65117,c,0
s10,1,ab,17,5,7,0.55105,a,0
s10,1,bc,83,1,7,0.68449,b,0
s10,1,bc,33,5,7,0.83481,b,0
s10,1,ac,0,3,7,0.58435,a,0
s10,1,bc,0,1,7,0.6011,b,0
s10,1,bc,100,1,7,0.61779,c,0
s10,1,bc,50,7,7,0.8181,c,0
s10,1,ac,100,3,7,0.56769,c,0
s10,1,ab,83,3,7,0.68452,b,0
s10,1,bc,0,5,7,0.70127,b,0
s10,1,bc,67,3,7,0.56766,c,0
s10,1,ac,33,3,7,0.71794,a,0
s10,1,ac,17,7,7,0.71793,a,0
s10,1,ab,0,1,7,0.46749,a,0
s10,1,bc,50,3,7,0.98509,b,0
s10,1,ac,100,1,7,0.56772,c,0
s10,1,ac,0,5,7,0.65121,a,0
s10,1,bc,50,5,7,0.61778,b,0
s10,1,bc,33,7,7,0.91829,b,0
s10,1,ab,100,1,7,0.53429,b,0
s10,1,ac,50,3,7,0.55096,a,0
s10,1,bc,83,5,7,0.70124,c,0
s10,1,ab,0,5,7,0.6512,a,0
s10,1,ab,67,3,7,0.81809,a,0
s10,1,ab,50,7,7,0.71813,b,0
s10,1,ac,67,1,7,1.2188,a,0
s10,1,ab,17,3,7,0.60106,a,0
s10,1,ac,83,5,7,0.56771,c,0
s10,1,ab,100,7,7,0.78478,b,0
s10,1,ab,33,3,7,0.53423,a,0
s10,1,ab,100,3,7,0.56768,b,0
s10,1,bc,33,3,7,0.60105,b,0
s10,1,bc,83,7,7,0.90159,c,0
s10,1,ab,33,5,7,0.75136,a,0
s10,1,ab,17,7,7,0.9851,a,0
s10,1,ac,17,5,7,0.53428,a,0
s10,1,bc,50,1,7,0.66782,c,0
s10,1,ac,50,7,7,0.78471,c,0
s10,1,ab,33,7,7,0.63445,a,0
s10,1,ab,17,1,7,0.56777,a,0
s10,1,ab,50,5,7,0.48417,a,0
s10,1,ac,0,1,7,0.58436,a,0
s10,1,ac,100,5,7,0.56771,c,0
s10,1,ac,67,3,7,0.75135,c,0
s10,1,ab,83,5,7,0.76803,a,0
s10,1,ab,0,7,7,0.93504,a,0
s10,1,ac,50,1,7,0.60114,a,0
s10,1,bc,67,5,7,0.66779,c,0
s10,1,ab,83,1,7,0.88488,b,0
s10,1,ac,83,3,7,1.5862,c,0
s10,1,bc,67,7,7,0.75135,c,0
s10,1,ac,67,5,7,0.71795,c,0
s10,1,ab,50,1,7,0.93501,a,0
s10,1,ab,0,3,7,0.95173,a,0
s10,1,ab,67,1,7,1.1187,b,0
s10,1,ac,50,5,7,0.68457,c,0
s10,1,bc,100,5,7,0.50094,c,0
s10,1,ab,50,3,7,0.68456,a,0
s10,1,ac,67,7,7,0.58431,c,0
s10,1,ac,83,7,7,0.60104,c,0
s10,1,bc,67,3,7,0.70121,c,0
s10,1,ac,100,5,7,0.48423,c,0
s10,1,ac,67,7,7,0.53427,c,0
s10,1,ac,17,3,7,0.46747,a,0
s10,1,bc,50,7,7,0.86821,b,0
s10,1,ab,17,1,7,0.68456,a,0
s10,1,ab,83,5,7,0.60102,c,1
s10,1,bc,100,7,7,0.45086,c,0
s10,1,ac,33,3,7,0.46756,a,0
s10,1,bc,50,3,7,0.78468,b,0
s10,1,bc,83,1,7,1.0853,c,0
s10,1,ab,67,7,7,0.76803,b,0
s10,1,bc,83,7,7,0.65118,c,0
s10,1,bc,0,7,7,0.70148,b,0
s10,1,ac,0,1,7,0.53423,a,0
s10,1,ab,33,3,7,0.48418,a,0
s10,1,ac,67,5,7,0.70125,c,0
s10,1,bc,33,5,7,0.6845,a,1
s10,1,ac,0,3,7,0.73465,a,0
s10,1,ac,0,5,7,0.55094,a,0
s10,1,ab,100,3,7,0.55096,b,0
s10,1,ab,17,3,7,0.60105,a,0
s10,1,ac,67,1,7,0.80142,c,0
s10,1,ab,83,1,7,0.68454,b,0
s10,1,bc,17,7,7,0.68459,b,0
s10,1,bc,67,7,7,1.0185,c,0
s10,1,ab,100,5,7,0.85157,b,0
s10,1,bc,33,7,7,0.75136,b,0
s10,1,bc,50,5,7,1.0185,c,0
s10,1,ab,50,5,7,1.2689,b,0
s10,1,ac,83,5,7,0.73464,c,0
s10,1,bc,100,5,7,0.75136,c,0
s10,1,bc,33,3,7,0.51775,b,0
s10,1,ac,83,3,7,0.70127,b,1
s10,1,bc,83,3,7,1.1687,b,0
s10,1,ab,17,7,7,0.66791,a,0
s10,1,bc,100,3,7,0.63443,b,0
s10,1,ac,83,7,7,0.91835,c,0
s10,1,ab,100,1,7,0.60107,b,0
s10,1,ab,0,5,7,0.65112,a,0
s10,1,ab,83,3,7,0.56771,b,0
s10,1,ac,67,3,7,0.96838,c,0
s10,1,ab,50,7,7,0.70126,c,1
s10,1,bc,67,1,7,1.0519,b,0
s10,1,ab,0,7,7,0.60114,a,0
s10,1,bc,83,5,7,1.0519,b,0
s10,1,ab,67,1,7,0.81814,b,0
s10,1,ac,100,1,7,0.58444,c,0
s10,1,bc,0,3,7,0.68461,b,0
s10,1,ac,50,7,7,0.98513,c,0
s10,1,ab,83,7,7,1.3023,b,0
s10,1,ab,33,7,7,0.50094,a,0
s10,1,ab,0,1,7,0.58443,a,0
s10,1,bc,17,5,7,0.98509,b,0
s10,1,ac,17,1,7,0.66781,a,0
s10,1,bc,33,1,7,0.66785,b,0
s10,1,ac,0,7,7,0.66784,a,0
s10,1,ac,100,3,7,0.93504,c,0
s10,1,ab,17,5,7,0.81811,a,0
s10,1,bc,0,1,7,0.61781,b,0
s10,1,ab,50,1,7,1.3024,b,0
s10,1,ac,17,7,7,0.61778,a,0
s10,1,bc,17,3,7,0.61778,b,0
s10,1,ac,33,1,7,0.66789,a,0
s10,1,bc,17,1,7,0.58436,b,0
s10,1,ab,67,3,7,0.61782,b,0
s10,1,ac,50,5,7,0.73461,a,0
s10,1,ab,67,5,7,0.6178,b,0
s10,1,ac,100,7,7,0.66786,a,0
s10,1,ab,0,3,7,0.68459,a,0
s10,1,ac,50,3,7,0.60106,a,0
s10,1,ac,33,5,7,0.66792,a,0
s10,1,bc,50,1,7,0.71795,b,0
